"location_id","location_type__001","location_type__002","location_type__003","location_type__004","open_soon","latitude","longitude"
"birchangergreensupercharger","supercharger","standard charger","","","0","51.8716190000","0.1938860000"
"yiwusupercharger","supercharger","","","","0","29.3011230000","120.0847630000"
"bordeauxmerignacsupercharger","supercharger","standard charger","","","0","44.8353460000","-0.6813740000"
"ulmsupercharger","supercharger","standard charger","","","0","48.4570620000","10.0309680000"
"lillesupercharger","supercharger","standard charger","","","0","50.5838750000","3.0886020000"
"dresden","store","","","","0","51.0520714000","13.7365045000"
"kassel","store","","","","0","51.3148861000","9.4606148000"
"martigny","store","","","","0","46.1057700000","7.0837851000"
"dc4973","destination charger","","","","0","39.2389870000","-120.0407010000"
"dc4977","destination charger","","","","0","33.7901920000","-116.5287970000"
"dc4978","destination charger","","","","0","37.9194750000","-122.6933280000"
"dc4981","destination charger","","","","0","33.8521550000","-116.5407610000"
"dc4982","destination charger","","","","0","36.6020640000","-121.8665450000"
"dc4983","destination charger","","","","0","33.8304000000","-116.5182600000"
"dc4985","destination charger","","","","0","33.8522070000","-116.5515680000"
"dc4975","destination charger","","","","0","36.6288100000","-121.9300790000"
"dc4980","destination charger","","","","0","34.0352380000","-118.2482360000"
"annarborsupercharger","supercharger","","","","0","42.2411250000","-83.7665220000"
"moerssupercharger","supercharger","standard charger","","","0","51.4404310000","6.6101930000"
"dc1778","destination charger","","","","0","35.6410124000","-120.6872712000"
"dc1999","destination charger","","","","0","47.3137990000","-122.3010090000"
"dc2301","destination charger","","","","0","44.2839680000","-73.9837140000"
"dc5839","destination charger","","","","0","31.4936500000","-97.1604840000"
"dc3940","destination charger","","","","0","46.1672700000","-62.6445622000"
"dc1985","destination charger","","","","0","49.6898679000","-83.6673567000"
"dc6152","destination charger","","","","0","49.1646430000","-119.5939120000"
"dc2021","destination charger","","","","0","45.7786040000","-74.0158720000"
"dc6301","destination charger","","","","0","49.5665951000","-119.6638230000"
"dc6394","destination charger","","","","0","33.5165640000","-117.0158790000"
"dc2302","destination charger","","","","0","44.5964260000","-75.1490500000"
"dc2825","destination charger","","","","0","49.2884189000","-123.1221991000"
"dc5002","destination charger","","","","0","33.9458400000","-118.3817480000"
"dc4678","destination charger","","","","0","43.3591609000","-70.4747064000"
"dc5954","destination charger","","","","0","29.7571300000","-95.3695250000"
"dc6030","destination charger","","","","0","43.1533910000","-79.4013900000"
"dc5132","destination charger","","","","0","48.4233571000","-123.3766224000"
"dc6076","destination charger","","","","0","43.7145660000","-79.7249280000"
"dc2272","destination charger","","","","0","50.7080290000","-113.9473490000"
"dc1155","destination charger","","","","0","26.1565450000","-81.8085050000"
"dc6378","destination charger","","","","0","49.4400503000","-119.5745703000"
"dc1798","destination charger","","","","0","37.3360270000","-119.6458500000"
"dc5816","destination charger","","","","0","45.2977540000","-79.8575440000"
"dc4660","destination charger","","","","0","49.2988784000","-121.7849185000"
"dc2385","destination charger","","","","0","36.1047780000","-79.5036300000"
"dc4790","destination charger","","","","0","41.2831762000","-75.3414059000"
"dc6302","destination charger","","","","0","29.4253960000","-98.4880390000"
"dc412","destination charger","","","","0","33.5293800000","-117.7714590000"
"dc5893","destination charger","","","","0","40.4584570000","-106.8047630000"
"dc5221","destination charger","","","","0","44.9944130000","-122.7915740000"
"dc6497","destination charger","","","","0","49.2123822000","-119.7916322000"
"dc1771","destination charger","","","","0","29.9075536000","-90.1605889000"
"dc2328","destination charger","","","","0","45.9417590000","-66.6727830000"
"dc11049","destination charger","","","","0","45.0476370000","-73.6099940000"
"dc1070","destination charger","","","","0","36.1062236000","-115.1745805000"
"dc2757","destination charger","","","","0","38.3598318000","-122.2906388000"
"dc6439","destination charger","","","","0","38.1727390000","-75.3962660000"
"dc9506","destination charger","","","","0","39.7559360000","-105.2229520000"
"dc6033","destination charger","","","","0","26.1283850000","-80.1043690000"
"dc11285","destination charger","","","","0","47.3640640000","-68.3311580000"
"dc555","destination charger","","","","0","40.7615893000","-73.9752106000"
"dc3438","destination charger","","","","0","49.2837910000","-123.1209890000"
"dc4581","destination charger","","","","0","37.6812800000","-113.0627030000"
"dc4916","destination charger","","","","0","39.2755200000","-120.1211760000"
"dc5128","destination charger","","","","0","31.0931460000","-97.7208970000"
"dc6055","destination charger","","","","0","39.3002580000","-123.7913420000"
"dc6571","destination charger","","","","0","44.0409910000","-71.1216490000"
"dc6576","destination charger","","","","0","43.3792880000","-70.5484760000"
"dc11021","destination charger","","","","0","40.7628550000","-73.9777950000"
"dc11343","destination charger","","","","0","37.6499000000","-118.9851670000"
"dc11417","destination charger","","","","0","49.2746420000","-123.1225610000"
"dc9496","destination charger","","","","0","49.0327820000","-119.4631210000"
"dc2844","destination charger","","","","0","43.0838938000","-79.0812690000"
"dc3415","destination charger","","","","0","35.6358660000","-120.6077450000"
"dc4992","destination charger","","","","0","31.0778128000","-97.6561128000"
"dc4993","destination charger","","","","0","31.0871960000","-97.7161209000"
"strasburgsupercharger","supercharger","","","","0","39.0049600000","-78.3378480000"
"blankenfeldemahlowsupercharger","supercharger","standard charger","","","0","52.3089110000","13.4446260000"
"dc11263","destination charger","standard charger","","","0","-33.4481230000","151.4453050000"
"dc11358","destination charger","standard charger","","","0","-28.5397768000","153.5522429000"
"dc6338","destination charger","standard charger","","","0","-37.8255110000","144.9576920000"
"dc11912","destination charger","standard charger","","","0","-38.3943170000","144.9942430000"
"dc11269","destination charger","standard charger","","","0","-32.7412980000","151.3259420000"
"kennewicksupercharger","supercharger","","","","0","46.1980350000","-119.1626870000"
"albuquerquesupercharger","supercharger","","","","0","35.1084860000","-106.6128040000"
"dc3905","destination charger","","","","0","35.6423898000","-120.6876664000"
"dc2144","destination charger","","","","0","34.0723820000","-118.3951280000"
"dc2002","destination charger","","","","0","37.2085500000","-93.2274290000"
"dc2271","destination charger","","","","0","43.6587158000","-79.3830855000"
"dc724","destination charger","","","","0","48.4220074000","-123.3644960000"
"dc4673","destination charger","","","","0","42.3032023000","-73.2528029000"
"dc4994","destination charger","","","","0","31.0863846000","-97.7145113000"
"dc5950","destination charger","","","","0","34.0998930000","-118.3257440000"
"dc6415","destination charger","","","","0","25.7739100000","-80.1323790000"
"dc6432","destination charger","","","","0","34.0623010000","-118.2901270000"
"dc6433","destination charger","","","","0","34.0427990000","-118.2627030000"
"dc6288","destination charger","","","","0","33.6140350000","-111.8924180000"
"dc5891","destination charger","","","","0","34.7101160000","-76.6320360000"
"dc11160","destination charger","","","","0","40.9648680000","-85.3727490000"
"dc5140","destination charger","","","","0","29.7314650000","-84.9879070000"
"dc11903","destination charger","","","","0","46.3430750000","-72.5453480000"
"dc11908","destination charger","","","","0","35.6628220000","-81.2237680000"
"dc5010","destination charger","","","","0","26.1013220000","-80.1205620000"
"dc10996","destination charger","","","","0","43.4964960000","-88.5450850000"
"dc11078","destination charger","","","","0","41.4981360000","-81.7071450000"
"dc11421","destination charger","","","","0","48.8591620000","-123.5014062000"
"dc11471","destination charger","","","","0","35.5785710000","-120.7397360000"
"dc6336","destination charger","","","","0","49.2449480000","-119.5540800000"
"dc6524","destination charger","","","","0","49.7655020000","-97.1533750000"
"dc2267","destination charger","","","","0","52.2622750000","-113.8105920000"
"dc6340","destination charger","","","","0","48.4314380000","-114.3417340000"
"dc6481","destination charger","","","","0","43.6221114000","-89.7950775000"
"dc6554","destination charger","","","","0","45.5753910000","-70.8796600000"
"dc11164","destination charger","","","","0","26.3985350000","-81.8373570000"
"dc11190","destination charger","","","","0","37.8871690000","-79.1642740000"
"dc11353","destination charger","","","","0","36.8022110000","-76.1901420000"
"dc11735","destination charger","","","","0","43.6076870000","-84.7129490000"
"dc244","destination charger","","","","0","46.8501010000","-96.8821750000"
"dc669","destination charger","","","","0","41.3103108000","-71.8534852000"
"dc1210","destination charger","","","","0","47.4358150000","-70.5050870000"
"dc4746","destination charger","","","","0","42.9810318000","-70.9461109000"
"dc5007","destination charger","","","","0","41.3305120000","-71.7504230000"
"dc5851","destination charger","","","","0","40.7632790000","-73.9808600000"
"dc5853","destination charger","","","","0","40.7815470000","-73.9804750000"
"dc11423","destination charger","","","","0","41.7889760000","-76.4557530000"
"dc11508","destination charger","","","","0","38.9669730000","-123.1140440000"
"dc335","destination charger","","","","0","32.4784870000","-111.0898330000"
"dc11074","destination charger","","","","0","28.3503460000","-80.6061050000"
"dc11075","destination charger","","","","0","28.3498430000","-80.6075170000"
"dc6289","destination charger","","","","0","40.7497900000","-74.0053350000"
"dc6572","destination charger","","","","0","46.2917130000","-72.5376280000"
"dc11525","destination charger","","","","0","40.7792110000","-73.9609490000"
"dc6563","destination charger","","","","0","44.6064610000","-86.2230300000"
"dc11079","destination charger","","","","0","35.0509940000","-83.1974290000"
"dc6400","destination charger","","","","0","40.6621927000","-111.5133249000"
"dc1061","destination charger","","","","0","51.0461809000","-114.0627470000"
"dc4936","destination charger","","","","0","36.1188970000","-111.2278510000"
"dc11073","destination charger","","","","0","44.5790820000","-76.3177620000"
"dc11474","destination charger","","","","0","44.2055540000","-69.0702800000"
"dc11573","destination charger","","","","0","49.1227778000","-119.5808894000"
"dc5812","destination charger","","","","0","34.5459130000","-112.4669260000"
"dc11770","destination charger","","","","0","43.4866257000","-80.5276539000"
"amsterdamzuidoost","store","service","supercharger","standard charger","0","52.3109200000","4.9361970000"
"weimarsupercharger","supercharger","standard charger","","","0","50.9343710000","11.2894360000"
"columbiasupercharger","supercharger","","","","0","38.9577800000","-92.2527500000"
"dc5984","destination charger","standard charger","","","0","22.2798310000","114.1797120000"
"dc5985","destination charger","standard charger","","","0","22.2977140000","114.1746530000"
"dc6122","destination charger","standard charger","","","0","22.3188940000","113.9342200000"
"dc11255","destination charger","standard charger","","","0","-42.8111950000","147.2615520000"
"dc11540","destination charger","standard charger","","","0","-27.4701070000","153.0239980000"
"lasvegasnmsupercharger","supercharger","standard charger","","","0","35.6220480000","-105.2054170000"
"dc458","destination charger","","","","0","24.6651014000","-81.3870510000"
"dc4954","destination charger","","","","0","36.1196750000","-80.2895020000"
"dc6562","destination charger","","","","0","48.3673700000","-116.6232110000"
"dc2145","destination charger","","","","0","37.3264930000","-119.6600740000"
"dc11300","destination charger","","","","0","45.6106080000","-74.5957420000"
"dc6275","destination charger","","","","0","45.2693900000","-123.0224850000"
"dc319","destination charger","","","","0","33.6912080000","-117.8936090000"
"dc1776","destination charger","","","","0","35.1936737000","-111.6225943000"
"dc226","destination charger","","","","0","30.5642077000","-96.2665727000"
"dc1860","destination charger","","","","0","41.2747500000","-72.8129760000"
"dc2327","destination charger","","","","0","46.1300306000","-64.8781548000"
"dc9471","destination charger","","","","0","48.4116600000","-71.0539760000"
"dc4076","destination charger","","","","0","31.3959245000","-103.5053541000"
"dc9476","destination charger","","","","0","30.3324260000","-87.1384160000"
"dc9477","destination charger","","","","0","30.3346420000","-87.1380580000"
"dc11029","destination charger","","","","0","30.2578490000","-87.6306000000"
"dc11030","destination charger","","","","0","30.2682410000","-87.5892090000"
"dc1734","destination charger","","","","0","34.0817921000","-118.4133993000"
"dc11447","destination charger","","","","0","32.8072640000","-117.2180500000"
"dc5174","destination charger","","","","0","36.7437910000","-111.7536410000"
"dc1891","destination charger","","","","0","35.8094380000","-83.5764050000"
"dc6434","destination charger","","","","0","50.7254940000","-113.9749470000"
"dc11427","destination charger","","","","0","30.2649400000","-87.6030840000"
"dc6574","destination charger","","","","0","33.4577232000","-117.6706401000"
"dc11320","destination charger","","","","0","47.0373670000","-70.4560770000"
"dc11834","destination charger","","","","0","30.4235210000","-91.1316820000"
"dc9517","destination charger","","","","0","46.8556180000","-71.1860480000"
"dc11136","destination charger","","","","0","45.1058350000","-79.6465370000"
"dc11872","destination charger","","","","0","49.5063804000","-98.0046451000"
"dc690","destination charger","","","","0","37.4436010000","-122.1615160000"
"dc5196","destination charger","","","","0","35.6626960000","-120.6683020000"
"goulburnsupercharger","supercharger","standard charger","","","0","-34.7555970000","149.7209840000"
"shanghaikempinskihotelsupercharger","supercharger","standard charger","","","0","31.2422180000","121.5047750000"
"shantouzhongyedasupercharger","supercharger","standard charger","","","0","23.4213200000","116.7168840000"
"panjinyinlonghotelsupercharger","supercharger","standard charger","","","0","41.2403110000","121.9914020000"
"luoyanghuayangplazasupercharger","supercharger","standard charger","","","0","34.6528500000","112.4061330000"
"malmo","store","","","","0","55.5646090000","12.9733810000"
"freiburg","store","","","","0","47.9873111000","7.7964200000"
"tintonfallssupercharger","supercharger","standard charger","","","0","40.2264080000","-74.0935720000"
"campogallianosupercharger","supercharger","standard charger","","","0","44.6859710000","10.8519130000"
"tallahasseesupercharger","supercharger","standard charger","","","0","30.5109080000","-84.2478410000"
"gillettesupercharger","supercharger","standard charger","","","0","44.2929840000","-105.5263250000"
"wodongasupercharger","supercharger","standard charger","","","0","-36.1238600000","146.8899630000"
"rennes","store","","","","0","48.1159156000","-1.6884545000"
"senjsupercharger","supercharger","standard charger","","","0","44.9897070000","14.8994700000"
"rubigensupercharger","supercharger","standard charger","","","0","46.8920940000","7.5429310000"
"kansascountryclubplaza","store","standard charger","","","0","39.0407560000","-94.5920299000"
"greenwich","store","","","","0","41.0239020000","-73.6254700000"
"dc12308","destination charger","standard charger","","","0","-33.8690590000","151.2088530000"
"dc11259","destination charger","standard charger","","","0","-36.0795340000","146.9123260000"
"dc196","destination charger","","","","0","29.6495150000","-95.2686020000"
"dc200","destination charger","","","","0","30.3447220000","-95.4101950000"
"dc2285","destination charger","","","","0","53.4235220000","-113.4886810000"
"dc2030","destination charger","","","","0","35.1525390000","-120.6604490000"
"dc3978","destination charger","","","","0","51.0644199000","-113.9856229000"
"dc1112","destination charger","","","","0","27.6926370000","-81.9341570000"
"dc2010","destination charger","","","","0","46.2575630000","-79.3881720000"
"dc1981","destination charger","","","","0","39.1469400000","-123.1974420000"
"dc2277","destination charger","","","","0","34.0714740000","-106.8925790000"
"dc2003","destination charger","","","","0","37.0490010000","-94.4808460000"
"dc1828","destination charger","","","","0","39.5169780000","-119.8886260000"
"dc4604","destination charger","","","","0","44.1289240000","-65.7394860000"
"dc1525","destination charger","","","","0","44.3748170000","-121.6412650000"
"dc4989","destination charger","","","","0","56.2317448000","-120.8341240000"
"dc6375","destination charger","","","","0","34.0524950000","-118.2554080000"
"dc2867","destination charger","","","","0","33.9860650000","-117.3726280000"
"dc11043","destination charger","","","","0","45.1217760000","-73.0685080000"
"dc5941","destination charger","","","","0","49.8934110000","-97.1389060000"
"dc4563","destination charger","","","","0","37.2134870000","-108.0719040000"
"dc6568","destination charger","","","","0","44.0565230000","-71.6265430000"
"dc302","destination charger","","","","0","33.9479030000","-116.4868700000"
"dc4928","destination charger","","","","0","33.8478950000","-84.3662150000"
"dc9494","destination charger","","","","0","47.4373126000","-122.2876227000"
"dc11035","destination charger","","","","0","41.0586001000","-124.1427538000"
"dc12235","destination charger","","","","0","43.6706510000","-79.3939400000"
"dc12237","destination charger","","","","0","38.7054970000","-122.9601320000"
"dc392","destination charger","","","","0","26.1890780000","-98.2053670000"
"dc4732","destination charger","","","","0","47.3183909000","-122.5853265000"
"dc4769","destination charger","","","","0","30.1854770000","-85.8215630000"
"dc2004","destination charger","","","","0","36.6444030000","-93.2206090000"
"dc11303","destination charger","","","","0","43.2413850000","-79.0975170000"
"dc11896","destination charger","","","","0","49.2448450000","-119.5253700000"
"dc11913","destination charger","","","","0","43.2174290000","-79.0614310000"
"dc273","destination charger","","","","0","34.0365330000","-118.0798760000"
"dc11001","destination charger","","","","0","51.1505000000","-113.9998760000"
"dc2066","destination charger","","","","0","30.4462940000","-84.2801330000"
"dc6430","destination charger","","","","0","44.2751040000","-121.2624650000"
"dc11153","destination charger","","","","0","27.6281711000","-97.2232362000"
"dc11847","destination charger","","","","0","44.0136730000","-77.2890640000"
"dc12422","destination charger","","","","0","40.7194900000","-73.9633120000"
"dc6212","destination charger","","","","0","50.7681406000","-103.7978934000"
"dc12136","destination charger","","","","0","44.6557350000","-111.1001010000"
"dc11122","destination charger","","","","0","52.4612011000","-113.7541265000"
"dc11193","destination charger","","","","0","42.8675090000","-122.1672970000"
"dc12146","destination charger","","","","0","37.2129649000","-93.3710300000"
"dc11876","destination charger","","","","0","49.1917643000","-123.1209056000"
"dc11936","destination charger","","","","0","49.0974540000","-117.7110600000"
"dc4693","destination charger","","","","0","44.1151100000","-71.3555530000"
"dc6206","destination charger","","","","0","42.0364900000","-94.3817440000"
"dc12588","destination charger","","","","0","40.7743800000","-73.9631570000"
"dc6428","destination charger","","","","0","46.0920160000","-118.2718080000"
"dc9512","destination charger","","","","0","30.3200900000","-86.1381990000"
"dc11004","destination charger","","","","0","39.2930190000","-76.6156040000"
"dc11824","destination charger","","","","0","39.1689010000","-86.5293710000"
"dc12330","destination charger","","","","0","45.5959630000","-73.5772920000"
"dc11849","destination charger","","","","0","33.2977780000","-111.8923220000"
"dc4950","destination charger","","","","0","36.0678420000","-79.5023160000"
"folkestonesupercharger","supercharger","standard charger","","","0","51.0967520000","1.1213360000"
"sheboygansupercharger","supercharger","standard charger","","","0","43.7497500000","-87.7469400000"
"suderholzsupercharger","supercharger","standard charger","","","0","54.0928110000","13.0854890000"
"stvalentinsupercharger","supercharger","standard charger","","","0","48.1966790000","14.5267050000"
"manchestersouth","store","service","","","0","53.4305110000","-2.1795010000"
"guangzhoucantonplance","store","","","","0","23.1212100000","113.3044700000"
"morasupercharger","supercharger","standard charger","","","0","61.0058930000","14.5435780000"
"pricesupercharger","supercharger","standard charger","","","0","39.6008310000","-110.8316660000"
"norfolksupercharger","supercharger","standard charger","","","0","36.8605250000","-76.2074670000"
"wiesbadensupercharger","supercharger","standard charger","","","0","50.0594720000","8.3460590000"
"gardnervillesupercharger","supercharger","standard charger","","","0","38.6963850000","-119.5485250000"
"baxtersupercharger","supercharger","standard charger","","","0","46.3788360000","-94.2563780000"
"hinckleysupercharger","supercharger","standard charger","","","0","46.0097970000","-92.9313700000"
"burbank","store","service","","","0","34.1748260000","-118.3012860000"
"truckeebrockwayroadsupercharger","supercharger","standard charger","","","0","39.3218650000","-120.1621000000"
"dc3938","destination charger","","","","0","37.3894309000","-122.0920614000"
"dc9493","destination charger","","","","0","44.0217780000","-77.9067600000"
"dc6510","destination charger","","","","0","27.6558000000","-80.3567490000"
"dc2072","destination charger","","","","0","30.2694910000","-97.7422660000"
"dc2805","destination charger","","","","0","35.8294500000","-78.7647600000"
"dc6065","destination charger","","","","0","39.2204430000","-121.0626820000"
"dc11413","destination charger","","","","0","40.5578340000","-90.0354030000"
"dc12016","destination charger","","","","0","46.4875650000","-72.9590260000"
"dc12073","destination charger","","","","0","46.4628170000","-73.1428620000"
"dc4740","destination charger","","","","0","52.8861470000","-118.0570830000"
"dc6380","destination charger","","","","0","32.9384890000","-117.1977660000"
"dc11458","destination charger","","","","0","45.1209700000","-67.0766290000"
"dc11996","destination charger","","","","0","43.1792510000","-79.2533470000"
"dc11998","destination charger","","","","0","43.0866130000","-79.0817420000"
"dc4014","destination charger","standard charger","","","0","22.3005650000","114.1724850000"
"dc6519","destination charger","standard charger","","","0","22.3821493000","114.1968280000"
"dc12559","destination charger","standard charger","","","0","-36.7618740000","144.2774600000"
"dc11270","destination charger","standard charger","","","0","-26.6840030000","153.1255670000"
"dc11541","destination charger","standard charger","","","0","-38.3470170000","141.6054660000"
"dc11360","destination charger","standard charger","","","0","-26.6839381000","153.1240462000"
"twinfallssupercharger","supercharger","standard charger","","","0","42.5978870000","-114.4552490000"
"mallofscandinavia","store","","","","0","59.3692700000","18.0051355000"
"parischambourcy","store","service","","","0","48.9115131000","2.0291365000"
"dc11839","destination charger","","","","0","43.8364197800","-66.1222353700"
"dc11187","destination charger","","","","0","48.0325000000","-66.7051240000"
"dc3907","destination charger","","","","0","45.4582380000","-75.6437750000"
"dc11933","destination charger","","","","0","49.0449413000","-118.2065915000"
"dc11938","destination charger","","","","0","49.0159475000","-119.4906618000"
"dc11942","destination charger","","","","0","45.9630600000","-73.7099990000"
"dc6029","destination charger","","","","0","43.8325470000","-79.5929360000"
"dc11777","destination charger","","","","0","49.4598041000","-120.5070548000"
"dc11944","destination charger","","","","0","49.0893640000","-118.6774210000"
"dc12075","destination charger","","","","0","49.0958780000","-116.5148870000"
"dc12748","destination charger","","","","0","49.0946109000","-116.5114286000"
"dc11838","destination charger","","","","0","49.5773585000","-119.5765755000"
"dc12168","destination charger","","","","0","49.8060155000","-119.5006240000"
"dc12322","destination charger","","","","0","49.0178100000","-119.4368650000"
"dc11752","destination charger","","","","0","43.7586320000","-79.4701240000"
"dc11843","destination charger","","","","0","44.0150250000","-76.9725650000"
"dc12175","destination charger","","","","0","49.1797347000","-119.5387467000"
"dc12223","destination charger","","","","0","54.0632740000","-128.6686240000"
"dc11396","destination charger","","","","0","45.1570060000","-71.8008460000"
"dc12727","destination charger","","","","0","43.8364830000","-66.1188780000"
"dc11991","destination charger","","","","0","46.2726050000","-72.5060150000"
"dc4738","destination charger","","","","0","51.1643390000","-115.5618430000"
"dc2019","destination charger","","","","0","46.0743890000","-71.9336850000"
"dc3937","destination charger","","","","0","53.9136400000","-122.7505480000"
"dc12177","destination charger","","","","0","49.2917388000","-123.1356070000"
"dc11710","destination charger","","","","0","45.6015740000","-77.3730420000"
"dc6457","destination charger","","","","0","40.0743690000","-75.2029580000"
"dc11976","destination charger","","","","0","41.9745000000","-87.8629560000"
"dc9470","destination charger","","","","0","32.4923672000","-92.0561444000"
"dc12050","destination charger","","","","0","33.7083090000","-117.9538060000"
"dc12357","destination charger","","","","0","47.6599170000","-117.4172730000"
"dc11144","destination charger","","","","0","32.8705560000","-117.2253310000"
"dc11767","destination charger","","","","0","33.1800600000","-97.1117170000"
"dc642","destination charger","","","","0","38.6774970000","-108.9797980000"
"dc11904","destination charger","","","","0","47.7674730000","-120.6531870000"
"dc11926","destination charger","","","","0","47.6075920000","-122.1895820000"
"dc12052","destination charger","","","","0","33.6101420000","-117.7298030000"
"dc492","destination charger","","","","0","33.6202700000","-117.8753550000"
"dc707","destination charger","","","","0","38.9021295000","-77.0361522000"
"dc1138","destination charger","","","","0","25.7994890000","-80.1268290000"
"dc1145","destination charger","","","","0","43.3553830000","-70.4793450000"
"dc11785","destination charger","","","","0","40.7427210000","-74.3664570000"
"dc12057","destination charger","","","","0","33.6544700000","-117.6267810000"
"dc11868","destination charger","","","","0","33.4750280000","-82.0101000000"
"dc12107","destination charger","","","","0","36.8455760000","-75.9831280000"
"dc11516","destination charger","","","","0","30.9225000000","-97.4997096000"
"dc593","destination charger","","","","0","25.7301050000","-80.2378150000"
"dc12143","destination charger","","","","0","38.6254210000","-90.1914920000"
"dc12267","destination charger","","","","0","34.7899770000","-111.7645870000"
"dc12182","destination charger","","","","0","47.6101660000","-122.3351790000"
"dc6553","destination charger","","","","0","34.7898470000","-111.7640000000"
"dc11464","destination charger","","","","0","35.6851230000","-105.9374550000"
"dc12004","destination charger","","","","0","44.4742610000","-70.8559420000"
"dc12053","destination charger","","","","0","33.7902770000","-117.8909290000"
"dc11063","destination charger","","","","0","24.5714220000","-81.7542610000"
"dc1779","destination charger","","","","0","39.7248144000","-121.8056562000"
"dc12159","destination charger","","","","0","34.2418310000","-84.7702590000"
"dc1838","destination charger","","","","0","32.7827070000","-79.9334280000"
"dc4872","destination charger","","","","0","33.7991640000","-117.9182980000"
"dc12032","destination charger","","","","0","38.8117180000","-104.7231830000"
"dc12033","destination charger","","","","0","33.4246090000","-112.0216640000"
"dc12036","destination charger","","","","0","31.7969060000","-106.3757440000"
"dc11762","destination charger","","","","0","42.3339360000","-90.3967530000"
"dc12034","destination charger","","","","0","33.6841540000","-112.0819040000"
"dc5191","destination charger","","","","0","40.8043000000","-124.1595855000"
"dc6294","destination charger","","","","0","41.3709920000","-73.4910950000"
"dc6319","destination charger","","","","0","37.2071190000","-93.2912120000"
"dc6456","destination charger","","","","0","38.5772910000","-122.8765750000"
"dc6453","destination charger","","","","0","47.5113040000","-116.8705570000"
"edinburghmultreeswalk","store","","","","0","55.9552210000","-3.1910990000"
"binghamtonsupercharger","supercharger","standard charger","","","0","42.1455420000","-75.9020810000"
"baselstalban","store","","","","0","47.5540890000","7.5921870000"
"dusseldorfkonigsallee","store","","","","0","51.2270704000","6.7789101000"
"foshanfuturetownsupercharger","supercharger","standard charger","","","0","23.1167950000","113.1458660000"
"sandysupercharger","supercharger","standard charger","","","0","45.4027860000","-122.2943710000"
"dentonsupercharger","supercharger","standard charger","","","0","33.2313730000","-97.1664120000"
"southburlingtonsupercharger","supercharger","standard charger","","","0","44.4628600000","-73.1793080000"
"stanfordshoppingcenter","store","","","","0","37.4430322000","-122.1714460000"
"bluewater","store","","","","0","51.4385980000","0.2694400000"
"amarillosupercharger","supercharger","standard charger","","","0","35.1890160000","-101.9314670000"
"hongkongfestivalwalksupercharger","supercharger","standard charger","","","0","22.3375550000","114.1741620000"
"keelesouthsupercharger","supercharger","standard charger","","","0","52.9942020000","-2.2906570000"
"greenvillealsupercharger","supercharger","standard charger","","","0","31.8559890000","-86.6357650000"
"karlsruhepforzheim","store","","","","0","48.9576650000","8.3791900000"
"byglandsupercharger","supercharger","standard charger","","","0","58.8276590000","7.7963380000"
"sandiegofashionvalley","store","","","","0","32.7685729000","-117.1680913000"
"alamoana","store","","","","0","21.2904632000","-157.8437300000"
"prattelnsupercharger","supercharger","standard charger","","","0","47.5248430000","7.6824860000"
"kingslandsupercharger","supercharger","standard charger","","","0","30.7907340000","-81.6636250000"
"wittenburgsupercharger","supercharger","standard charger","","","0","53.5071790000","11.0970350000"
"costamesaservice","store","service","","","0","33.6739800000","-117.8823770000"
"eindhovensupercharger","supercharger","standard charger","","","0","51.4072680000","5.4799370000"
"gundagaisupercharger","supercharger","standard charger","","","0","-35.0021060000","148.1099340000"
"dc1791","destination charger","","","","0","47.6635590000","-117.4124220000"
"dc6057","destination charger","","","","0","31.2946090000","-81.3447330000"
"dc719","destination charger","","","","0","28.4275750000","-81.4686130000"
"dc5099","destination charger","","","","0","36.4103130000","-93.7347540000"
"dc2119","destination charger","","","","0","38.9259740000","-77.2161810000"
"dc5974","destination charger","","","","0","30.5465110000","-98.3605960000"
"dc397","destination charger","","","","0","32.0834860000","-81.0851830000"
"dc11398","destination charger","","","","0","42.6640025000","-77.0559961000"
"dc1212","destination charger","","","","0","51.0446034000","-114.0629409000"
"dc6392","destination charger","","","","0","34.0689030000","-118.4025240000"
"dc6418","destination charger","","","","0","41.9810190000","-87.8595300000"
"dc12106","destination charger","","","","0","50.7032350000","-119.2677770000"
"dc12054","destination charger","","","","0","33.7760490000","-118.0722210000"
"dc6473","destination charger","","","","0","45.9501470000","-74.1467300000"
"dc12020","destination charger","","","","0","45.5162330000","-73.6301120000"
"dc5188","destination charger","","","","0","33.5092870000","-111.9887060000"
"dc11311","destination charger","","","","0","45.1875380000","-73.4076420000"
"dc11939","destination charger","","","","0","49.0115069000","-118.7857916000"
"dc12132","destination charger","","","","0","49.0559610000","-118.9968790000"
"dc2859","destination charger","","","","0","45.4968200000","-73.5730090000"
"dc478","destination charger","","","","0","47.6118440000","-122.1936180000"
"dc6222","destination charger","","","","0","41.4722620000","-75.1714280000"
"dc6469","destination charger","","","","0","48.4556550000","-68.5233200000"
"dc6471","destination charger","","","","0","50.2176480000","-66.3803420000"
"dc6472","destination charger","","","","0","46.3442920000","-72.5409990000"
"dc786","destination charger","","","","0","39.1844849000","-106.8143700000"
"dc12082","destination charger","","","","0","39.6394300000","-106.3681390000"
"dc6546","destination charger","","","","0","29.0108260000","-95.4115400000"
"dc6547","destination charger","","","","0","29.0108600000","-95.4112420000"
"dc6534","destination charger","","","","0","51.1405830000","-114.0261810000"
"dc12459","destination charger","","","","0","40.9131990000","-74.3900080000"
"dc5022","destination charger","","","","0","38.4849830000","-122.4473600000"
