"location_id","location_type__001","location_type__002","location_type__003","location_type__004","open_soon","latitude","longitude"
"dc1893","destination charger","","","","0","33.1250370000","-117.2081680000"
"dc1647","destination charger","","","","0","33.8358020000","-118.3499950000"
"dc3906","destination charger","","","","0","30.6529490000","-96.4044840000"
"dc2710","destination charger","","","","0","48.8449140000","-123.2514630000"
"dc1877","destination charger","","","","0","30.4451860000","-84.2846430000"
"dc2691","destination charger","","","","0","38.5540960000","-86.6201690000"
"dc3924","destination charger","","","","0","40.0550410000","-74.1339370000"
"dc2033","destination charger","","","","0","35.1493290000","-120.6513500000"
"dc1774","destination charger","","","","0","36.8086559000","-119.7810627000"
"brattleborovtsupercharger","supercharger","standard charger","","","0","42.8384430000","-72.5657980000"
"hooksettsbnhsupercharger","supercharger","standard charger","","","0","43.1090660000","-71.4777680000"
"needlescasupercharger","supercharger","standard charger","","","0","34.8508350000","-114.6243290000"
"grovecityohsupercharger","supercharger","standard charger","","","0","39.8772530000","-83.0634480000"
"macongasupercharger","supercharger","standard charger","","","0","32.8334850000","-83.6258130000"
"zhuhaiyuanguangsoftwareparksupercharger","supercharger","standard charger","","","0","22.3736470000","113.5614540000"
"brivelagaillardesupercharger","supercharger","standard charger","","","0","45.1672400000","1.4831190000"
"schweitenkirchensupercharger","supercharger","standard charger","","","0","48.5107940000","11.5818930000"
"winchesternortonparksupercharger","supercharger","standard charger","","","0","51.1672500000","-1.3280240000"
"hooksettnbsupercharger","supercharger","standard charger","","","0","43.1100700000","-71.4750650000"
"redondobeachsupercharger","supercharger","standard charger","","","1","33.8491816000","-118.3884078000"
"wichitakssupercharger","supercharger","standard charger","","","0","37.6087800000","-97.3331400000"
"dc2203","destination charger","","","","0","34.6773838000","138.9719247000"
"dc2191","destination charger","","","","0","33.5896170000","130.3956040000"
"dc2111","destination charger","","","","0","36.3580930000","138.5908120000"
"dc2232","destination charger","","","","0","36.8180035000","137.5815367000"
"dc2188","destination charger","","","","0","35.0086860000","135.7878270000"
"dc2190","destination charger","","","","0","35.1854830000","136.8956000000"
"dc2233","destination charger","","","","0","33.8504440000","132.7871270000"
"dc2185","destination charger","","","","0","34.9374440000","139.1261350000"
"dc2186","destination charger","","","","0","34.6970330000","135.1870150000"
"dc1476","destination charger","standard charger","","","0","-37.8094922000","144.9702081000"
"dc2310","destination charger","standard charger","","","0","-38.4720580000","145.9476450000"
"dc2363","destination charger","standard charger","","","0","-35.3122470000","149.1332360000"
"reddeersupercharger","supercharger","standard charger","","","0","52.2518990000","-113.8146590000"
"westwendovernvsupercharger","supercharger","standard charger","","","0","40.7383990000","-114.0589980000"
"batonrougelasupercharger","supercharger","standard charger","","","0","30.4238920000","-91.1546370000"
"kunmingpanlongjunfacentersupercharger","supercharger","standard charger","","","0","25.0633890000","102.7233350000"
"lonepinecasupercharger","supercharger","standard charger","","","0","36.6005900000","-118.0619160000"
"lovelocknvsupercharger","supercharger","standard charger","","","0","40.1794760000","-118.4721350000"
"charlottematthews","store","service","","","0","35.1403200000","-80.7187830000"
"milford","service","","","","0","41.2313760000","-73.0521920000"
"tysonscornertycoroad","store","service","","","0","38.9320000000","-77.2395050000"
"leinstrandklettsupercharger","supercharger","standard charger","","","0","63.3253190000","10.3051370000"
"kingstononsupercharger","supercharger","standard charger","","","0","44.2682120000","-76.5023250000"
"barrieonsupercharger","supercharger","standard charger","","","0","44.3411230000","-79.6789750000"
"elkonvsupercharger","supercharger","standard charger","","","0","40.8363010000","-115.7908590000"
"leedsuksupercharger","supercharger","standard charger","","","0","53.7327740000","-1.5856220000"
"lexingtonkysupercharger","supercharger","standard charger","","","0","38.0179550000","-84.4206640000"
"petalumacasupercharger","supercharger","standard charger","","","0","38.2426760000","-122.6250230000"
"dc3931","destination charger","","","","0","49.1681935000","-121.9537286000"
"dc1149","destination charger","","","","0","26.2476090000","-98.2059170000"
"dc368","destination charger","","","","0","34.4391560000","-119.7042210000"
"dc2416","destination charger","","","","0","28.3237120000","-81.6585650000"
"dc747","destination charger","","","","0","33.7319050000","-111.8529040000"
"dc1190","destination charger","","","","0","32.6948040000","-117.1662150000"
"dc2031","destination charger","","","","0","35.6255530000","-120.6920600000"
"dc1735","destination charger","","","","0","39.6048250000","-106.5154870000"
"dc2006","destination charger","","","","0","46.7881955000","-71.3539628000"
"dc2029","destination charger","","","","0","35.1491060000","-120.6532720000"
"dc2697","destination charger","","","","0","48.4440229000","-123.3674944000"
"dc243","destination charger","","","","0","26.1291470000","-80.1040370000"
"dc2032","destination charger","","","","0","35.1800910000","-120.7354810000"
"dc524","destination charger","","","","0","43.6499370000","-79.3801910000"
"dc2176","destination charger","","","","0","26.1937040000","-80.1702870000"
"dc2802","destination charger","","","","0","33.4658094000","-117.6893800000"
"dc433","destination charger","","","","0","34.0501870000","-118.4603420000"
"dc595","destination charger","","","","0","48.4199482000","-123.2994611000"
"dc666","destination charger","","","","0","41.8868446000","-88.3038036000"
"dc1091","destination charger","","","","0","37.7924420000","-122.4010390000"
"dc2334","destination charger","","","","0","37.7915960000","-122.4103850000"
"dc771","destination charger","","","","0","33.8315330000","-116.5454690000"
"dc1784","destination charger","","","","0","44.0579220000","-121.3120530000"
"dc2386","destination charger","","","","0","37.0888660000","-113.5845240000"
"dc2387","destination charger","","","","0","29.6815640000","-90.7821920000"
"dc2400","destination charger","","","","0","37.1095483000","-113.5765225000"
"dc748","destination charger","","","","0","43.6718530000","-79.3895130000"
"dc1806","destination charger","","","","0","39.2722670000","-123.7891320000"
"dc2692","destination charger","","","","0","38.5682150000","-86.6182990000"
"dc2810","destination charger","","","","0","27.7110000000","-97.3712310000"
"dc291","destination charger","","","","0","38.8838280000","-77.0302470000"
"dc361","destination charger","","","","0","37.7461540000","-119.5743357000"
"dc3917","destination charger","","","","0","36.9697758000","-121.9655326000"
"dc4662","destination charger","","","","0","37.7924960000","-122.3999800000"
"dc2399","destination charger","","","","0","39.8798030000","-83.0455049000"
"dc2736","destination charger","","","","0","48.9904860000","-122.7744470000"
"dc1325","destination charger","","","","0","37.3327794000","-121.8892745000"
"dc1719","destination charger","","","","0","45.3479590000","-75.9181100000"
"dc2000","destination charger","","","","0","47.2385300000","-122.4272130000"
"dc2304","destination charger","","","","0","40.1817150000","-122.2205550000"
"dc2758","destination charger","","","","0","37.8549750000","-121.2193169000"
"dc1478","destination charger","","","","0","25.7727240000","-80.1859980000"
"dc1814","destination charger","","","","0","25.8196360000","-80.1225900000"
"dc2350","destination charger","","","","0","46.7564906000","-71.2937583000"
"dc2396","destination charger","","","","0","43.1126835000","-80.7438781000"
"dc357","destination charger","","","","0","37.8378560000","-122.4798360000"
"dc1169","destination charger","","","","0","37.7849000000","-122.4043000000"
"londonkysupercharger","supercharger","standard charger","","","0","37.1491600000","-84.1138500000"
"goldenbcsupercharger","supercharger","standard charger","","","0","51.3127840000","-116.9745800000"
"montecenerisupercharger","supercharger","standard charger","","","0","46.1391600000","8.9072910000"
"uticanysupercharger","supercharger","standard charger","","","0","43.1138780000","-75.2068570000"
"dc653","destination charger","","","","0","33.7671980000","-118.1919870000"
"dc2155","destination charger","","","","0","39.1867140000","-106.8191640000"
"dc1078","destination charger","","","","0","33.7579980000","-116.3606170000"
"dc279","destination charger","","","","0","30.2653970000","-97.7465660000"
"dc684","destination charger","","","","0","39.1908200000","-106.8194920000"
"dc1796","destination charger","","","","0","40.5740300000","-122.3583230000"
"dc310","destination charger","","","","0","36.5193920000","-121.8067810000"
"dc773","destination charger","","","","0","44.1366260000","-93.2546450000"
"dc2739","destination charger","","","","0","46.0488469000","-73.0904734000"
"dc2786","destination charger","","","","0","49.8915172000","-119.4969177000"
"dc2067","destination charger","","","","0","30.2896250000","-81.3892330000"
"dc1920","destination charger","","","","0","42.6846210000","-121.9730690000"
"dc2280","destination charger","","","","0","49.0287670000","-119.4427400000"
"dc4875","destination charger","","","","0","40.9618980000","-85.3736260000"
"dc4876","destination charger","","","","0","41.0343210000","-85.3599940000"
"dc1181","destination charger","","","","0","44.0248506000","-121.3653404000"
"osakakitakupanasonicsupercharger","supercharger","standard charger","","","0","34.7009410000","135.5107700000"
"shaoxingyuechengtianyuaninternationalbuildingsupercharger","supercharger","standard charger","","","0","30.0000480000","120.6035190000"
"westspringfieldsupercharger","supercharger","standard charger","","","0","42.1309140000","-72.6214350000"
"independencemosupercharger","supercharger","standard charger","","","0","39.0408140000","-94.3692650000"
"dc3997","destination charger","standard charger","","","0","22.3702830000","113.9933950000"
"dc4825","destination charger","standard charger","","","0","22.3688120000","114.0780970000"
"winnemuccanvsupercharger","supercharger","standard charger","","","0","40.9588690000","-117.7465010000"
"dc2129","destination charger","","","","0","30.2830180000","-97.7457360000"
"dc3898","destination charger","","","","0","50.4658502000","-104.6171594000"
"dc4043","destination charger","","","","0","41.4913770000","-73.2251500000"
"dc2418","destination charger","","","","0","38.1743070000","-122.4512740000"
"dc2700","destination charger","","","","0","35.0522970000","-83.1969380000"
"dc2734","destination charger","","","","0","48.7831410000","-122.4840010000"
"dc3973","destination charger","","","","0","29.4265470000","-98.4810860000"
"shamrocksupercharger","supercharger","standard charger","","","0","35.2267650000","-100.2483600000"
"tooeleutsupercharger","supercharger","standard charger","","","0","40.6844660000","-112.2690080000"
"charlottencsupercharger","supercharger","standard charger","","","0","35.3407500000","-80.7657900000"
"calaissupercharger","supercharger","standard charger","","","0","50.9244250000","1.8041400000"
"waldlaubersheimsupercharger","supercharger","standard charger","","","0","49.9240010000","7.8256720000"
"asanesupercharger","supercharger","standard charger","","","0","60.4843450000","5.3759590000"
"dc3965","destination charger","","","","0","30.2519600000","-97.7467250000"
"dc2251","destination charger","","","","0","33.7355620000","-117.0307790000"
"dc2830","destination charger","","","","0","34.0865150000","-118.4456970000"
"dc3457","destination charger","","","","0","33.5286020000","-84.7439710000"
"dc2753","destination charger","","","","0","34.3439030000","-79.4313860000"
"dc2715","destination charger","","","","0","43.2533712000","-79.0682364000"
"dc2803","destination charger","","","","0","34.3923251000","-119.5095392000"
"dc3953","destination charger","","","","0","49.6512660000","-108.4129190000"
"dc4686","destination charger","","","","0","28.0680940000","-80.5576650000"
"dc2779","destination charger","","","","0","30.1516232000","-93.6375554000"
"dc4074","destination charger","","","","0","36.6391043000","-93.2788854000"
"dc679","destination charger","","","","0","36.6008432000","-121.8951335000"
"dc3920","destination charger","","","","0","50.5122160000","-115.9930740000"
"dc4580","destination charger","","","","0","37.6817053000","-113.0755125000"
"dc1826","destination charger","","","","0","47.0987920000","-119.9962040000"
"dc1996","destination charger","","","","0","49.1026810000","-119.5467190000"
"dc2716","destination charger","","","","0","43.2579040000","-79.0771990000"
"coeurdaleneidsupercharger","supercharger","standard charger","","","0","47.7084790000","-116.7942830000"
"canmoreabsupercharger","supercharger","standard charger","","","0","51.1002080000","-115.3591790000"
"mogendorfdesupercharger","supercharger","standard charger","","","0","50.4827200000","7.7502140000"
"councilbluffsiasupercharger","supercharger","standard charger","","","0","41.2209210000","-95.8355790000"
"weatherfordoksupercharger","supercharger","standard charger","","","0","35.5385900000","-98.6601200000"
"dc2722","destination charger","","","","0","34.4206320000","-119.7027480000"
"dc3939","destination charger","","","","0","53.5421516000","-113.5008612000"
"dc4570","destination charger","","","","0","38.6808220000","-123.4292760000"
"dc4761","destination charger","","","","0","41.0180940000","-73.6236590000"
"dc2760","destination charger","","","","0","34.1785380000","-118.8785878000"
"dc3912","destination charger","","","","0","42.5447770000","-83.2158110000"
"dc4753","destination charger","","","","0","43.1799690000","-71.8336274000"
"dc4062","destination charger","","","","0","38.6641820000","-78.4663700000"
"dc1178","destination charger","","","","0","46.2068940000","-74.5967820000"
"dc1588","destination charger","","","","0","32.7762350000","-96.8092810000"
"dc3944","destination charger","","","","0","37.8759690000","-119.8582660000"
"dc4634","destination charger","","","","0","30.7218050000","-81.5478850000"
"dc3934","destination charger","","","","0","48.4222022000","-123.3796262000"
"dc2071","destination charger","","","","0","26.7153270000","-80.0351160000"
"dc1822","destination charger","","","","0","36.1323030000","-115.1576470000"
"dc4620","destination charger","","","","0","45.1902250000","-123.2907020000"
"dc5014","destination charger","","","","0","50.1177000000","-122.9466330000"
"dc3949","destination charger","","","","0","45.2411500000","-123.0697290000"
"dc3957","destination charger","","","","0","49.1997920000","-122.9126030000"
"dc2008","destination charger","","","","0","48.8355410000","-67.5723250000"
"dc2402","destination charger","","","","0","27.9308670000","-82.4834480000"
"dc4704","destination charger","","","","0","38.0435364000","-120.2107225000"
"dc2820","destination charger","","","","0","33.9012530000","-118.3711810000"
"dc2249","destination charger","","","","0","34.5025840000","-82.6486090000"
"santarosanmsupercharger","supercharger","standard charger","","","0","34.9470130000","-104.6479970000"
"ardmoreoksupercharger","supercharger","standard charger","","","0","34.1791060000","-97.1656320000"
"hamburgsupercharger","supercharger","standard charger","","","0","53.4607610000","9.9397780000"
"inyokernsupercharger","supercharger","standard charger","","","0","35.6464510000","-117.8126440000"
"chiyodakupalacehotelsupercharger","supercharger","standard charger","","","0","35.6846560000","139.7612520000"
"comberonsupercharger","supercharger","standard charger","","","0","42.2391160000","-82.5502270000"
"dc3963","destination charger","","","","0","28.3191100000","-98.1136390000"
"dc1871","destination charger","","","","0","34.1012970000","-83.8176540000"
"dc4089","destination charger","","","","0","32.8335800000","-117.1438170000"
"dc1188","destination charger","","","","0","33.6511516000","-117.9905260000"
"dc2146","destination charger","","","","0","33.1000510000","-117.2850390000"
"dc386","destination charger","","","","0","39.6433049000","-106.3882985000"
"dc3985","destination charger","","","","0","36.9104560000","-80.3174400000"
"dc4594","destination charger","","","","0","35.4492970000","-120.9058870000"
"dc4638","destination charger","","","","0","47.3471843000","-123.0676404000"
"dc5016","destination charger","","","","0","33.7603000000","-116.3622180000"
"dc2025","destination charger","","","","0","32.6417450000","-96.8885060000"
"dc4913","destination charger","","","","0","38.9788384000","-92.5654654000"
"dc489","destination charger","","","","0","44.2862790000","-121.5368780000"
"dc2405","destination charger","","","","0","34.0092070000","-118.4928670000"
"dc2748","destination charger","","","","0","36.8166010000","-114.0639870000"
"dc4677","destination charger","","","","0","34.4275540000","-93.0844720000"
"dc4840","destination charger","","","","0","24.9162950000","-80.6333720000"
"dc4852","destination charger","","","","0","34.2587670000","-80.6048340000"
"dc4931","destination charger","","","","0","35.5841580000","-120.7149710000"
"dc4064","destination charger","","","","0","38.4072190000","-122.9464300000"
"dc4956","destination charger","","","","0","39.5596250000","-120.8280170000"
"dc4683","destination charger","","","","0","38.5073420000","-122.4285430000"
"dc4699","destination charger","","","","0","42.3525640000","-73.2885070000"
"dc5101","destination charger","","","","0","27.9602720000","-82.5185760000"
"dc4055","destination charger","","","","0","40.1205460000","-82.0227560000"
"dc4674","destination charger","","","","0","40.0398040000","-76.2813700000"
"dc4743","destination charger","","","","0","42.3628480000","-73.2818329000"
"mojavesupercharger","supercharger","standard charger","","","1","35.0524630000","-118.1759470000"
"sangerhausensupercharger","supercharger","standard charger","","","0","51.4504700000","11.3043890000"
"tremontonsupercharger","supercharger","standard charger","","","0","41.7099500000","-112.1985760000"
"emeishanhongzhushanhotelsupercharger","supercharger","standard charger","","","0","29.5625500000","103.4454040000"
"dc5935","destination charger","","","","0","49.1345520000","-119.5926540000"
"dc1205","destination charger","","","","0","43.0572790000","-73.8043340000"
"dc1215","destination charger","","","","0","34.0176500000","-118.5012170000"
"dc1616","destination charger","","","","0","25.8127620000","-80.1229040000"
"dc1503","destination charger","","","","0","38.3128910000","-122.4824710000"
"dc4873","destination charger","","","","0","37.5032670000","-122.4938310000"
"dc5089","destination charger","","","","0","49.2324880000","-123.1193160000"
"dc2725","destination charger","","","","0","40.7567220000","-73.9740600000"
"dc2284","destination charger","","","","0","50.2811660000","-119.2765360000"
"dc4586","destination charger","","","","0","41.9708140000","-87.6677516000"
"dc2198","destination charger","","","","0","33.8484010000","-84.3653850000"
"dc5861","destination charger","","","","0","45.8383610000","-76.7035740000"
"dc4730","destination charger","","","","0","38.6921180000","-76.1754490000"
"dc2787","destination charger","","","","0","24.5536090000","-81.7947640000"
"dc4707","destination charger","","","","0","43.7246220000","-72.6158105000"
"dc1732","destination charger","","","","0","37.6513210000","-118.9861230000"
"dc2738","destination charger","","","","0","42.4962120000","-90.6644360000"
"dc4054","destination charger","","","","0","38.0440242000","-78.9045217000"
"dc4082","destination charger","","","","0","45.2659050000","-123.0555000000"
"dc4653","destination charger","","","","0","40.3831550000","-82.2118000000"
"dc4656","destination charger","","","","0","35.1067998000","-77.0424700000"
"dc4687","destination charger","","","","0","34.7250279000","-83.4535375000"
"dc4818","destination charger","","","","0","40.1988030000","-77.1900500000"
"effinghamilsupercharger","supercharger","standard charger","","","0","39.1371140000","-88.5634680000"
"dc2362","destination charger","standard charger","","","0","-33.8555840000","151.2094880000"
"dc5139","destination charger","standard charger","","","0","-31.4310600000","152.9190690000"
"dc5963","destination charger","standard charger","","","0","-37.8866760000","145.0811940000"
"drummondvilleqcsupercharger","supercharger","standard charger","","","0","45.8990840000","-72.5194200000"
"nempitzsupercharger","supercharger","standard charger","","","0","51.2900430000","12.1373280000"
"dc4049","destination charger","","","","0","35.5034205000","139.4884390000"
"dc2774","destination charger","","","","0","35.5157407000","139.5685182000"
"dc2189","destination charger","","","","0","34.8098670000","135.4959570000"
"dc4838","destination charger","","","","0","34.9046470000","139.8754470000"
"dc4050","destination charger","","","","0","35.0136630000","136.5030552000"
"dc4052","destination charger","","","","0","35.1466819000","139.8314615000"
"dc5214","destination charger","","","","0","34.3923597000","133.2876680000"
"dc2098","destination charger","","","","0","35.6415160000","139.7153550000"
"dc5215","destination charger","","","","0","36.4636316000","140.0863307000"
"mensbechsupercharger","supercharger","standard charger","","","0","49.6408150000","6.2706810000"
"kozinasupercharger","supercharger","standard charger","","","0","45.6049000000","13.9284970000"
"beijingqinghebaisupercharger","supercharger","standard charger","","","0","40.0327720000","116.3911430000"
"aarhusviborgvej","store","service","","","0","56.1780320000","10.1391330000"
"bordeauxmerignac","store","service","","","0","44.8338420000","-0.6752690000"
"dc460","destination charger","","","","0","32.7157970000","-117.1615440000"
"dc487","destination charger","","","","0","45.8770183000","-123.9619663000"
"dc2126","destination charger","","","","0","30.4459900000","-97.8688450000"
"dc2137","destination charger","","","","0","35.1926730000","-101.9329790000"
"dc2391","destination charger","","","","0","38.5999180000","-122.6392620000"
"dc3417","destination charger","","","","0","33.1466640000","-117.2420440000"
"dc3465","destination charger","","","","0","33.8016430000","-116.5292910000"
"dc3932","destination charger","","","","0","38.9508370000","-92.3287970000"
"dc4065","destination charger","","","","0","32.0682392000","-81.0925612000"
"dc4566","destination charger","","","","0","29.0488050000","-95.5664590000"
"dc4571","destination charger","","","","0","40.7574400000","-111.8905450000"
"dc4588","destination charger","","","","0","34.6928310000","-83.6816810000"
"dc4647","destination charger","","","","0","37.9237706000","-79.2036335000"
"dc4789","destination charger","","","","0","44.0311193000","-69.5425126000"
"dc4844","destination charger","","","","0","40.0068960000","-75.2107630000"
"dc4851","destination charger","","","","0","33.5014850000","-111.9240580000"
"dc4907","destination charger","","","","0","43.8617455000","-70.1002136000"
"dc4921","destination charger","","","","0","39.8459468000","-75.6321627000"
"dc4937","destination charger","","","","0","39.1451620000","-123.1978070000"
"dc5046","destination charger","","","","0","38.2926150000","-122.2870150000"
"dc5088","destination charger","","","","0","36.1242390000","-121.6370410000"
"dc6001","destination charger","","","","0","43.6859080000","-114.3666800000"
"dc6025","destination charger","","","","0","29.0421520000","-95.4013480000"
"dc1468","destination charger","","","","0","42.3361210000","-73.2589239000"
"dc1619","destination charger","","","","0","43.6113070000","-116.2733311000"
"dc1832","destination charger","","","","0","38.3052750000","-122.2834530000"
"dc4612","destination charger","","","","0","37.7947045000","-79.4699173000"
"dc4811","destination charger","","","","0","42.2989220000","-73.2920230000"
"dc5012","destination charger","","","","0","30.3848280000","-86.3239390000"
"stuhrsupercharger","supercharger","standard charger","","","0","53.0283500000","8.8060880000"
"perryoksupercharger","supercharger","standard charger","","","0","36.2893150000","-97.3259350000"
"hongkongscienceandtechnologyparkssupercharger","supercharger","standard charger","","","0","22.4279530000","114.2103580000"
"dc5440","destination charger","","","","0","30.6140860000","114.2626830000"
"dc5578","destination charger","","","","0","39.9459510000","116.4628510000"
"dc5629","destination charger","","","","0","24.4879740000","118.1827480000"
"dc5332","destination charger","","","","0","31.1944180000","121.4417650000"
"dc5354","destination charger","","","","0","34.3617310000","109.1803850000"
"dc5419","destination charger","","","","0","30.5991270000","119.5937320000"
"dc5472","destination charger","","","","0","34.7541320000","113.7663900000"
"dc5810","destination charger","","","","0","19.1917010000","110.5949980000"
"dc5545","destination charger","","","","0","39.8911450000","116.4677310000"
"dc5321","destination charger","","","","0","29.8564030000","106.3803310000"
"dc5796","destination charger","","","","0","30.2673400000","120.0870300000"
"dc5741","destination charger","","","","0","22.4890750000","113.9191780000"
"dc5579","destination charger","","","","0","39.9797170000","116.3488800000"
"dc5473","destination charger","","","","0","39.9154550000","116.3622790000"
"dc5630","destination charger","","","","0","39.9474920000","116.4190920000"
"dc6037","destination charger","","","","0","39.9357480000","116.3091940000"
"dc6038","destination charger","","","","0","40.0871590000","116.3013290000"
"dc5355","destination charger","","","","0","39.9878750000","116.4139200000"
"dc5396","destination charger","","","","0","34.2138970000","92.4421800000"
"dc5562","destination charger","","","","0","30.6515150000","104.0667260000"
"dc5397","destination charger","","","","0","29.6463510000","91.1061710000"
"dc5742","destination charger","","","","0","22.8347070000","113.2687180000"
"dc5678","destination charger","","","","0","39.9184040000","116.4563630000"
"dc5743","destination charger","","","","0","22.5475280000","114.2294940000"
"dc5641","destination charger","","","","0","22.5489050000","113.8805350000"
"dc5744","destination charger","","","","0","22.6349290000","114.0265880000"
"dc5745","destination charger","","","","0","22.5346850000","114.0224700000"
"dc5746","destination charger","","","","0","22.5225820000","114.0522210000"
"dc5747","destination charger","","","","0","22.5392000000","113.9522790000"
"dc5681","destination charger","","","","0","36.6507950000","117.0857160000"
"dc5696","destination charger","","","","0","36.6721340000","117.1318780000"
"dc5653","destination charger","","","","0","31.2100340000","121.5171380000"
"dc5751","destination charger","","","","0","23.0035790000","113.1291500000"
"dc5670","destination charger","","","","0","31.0815670000","121.2655360000"
"dc5474","destination charger","","","","0","34.7848940000","113.6815090000"
"dc5500","destination charger","","","","0","29.5694820000","106.4922710000"
"dc5779","destination charger","","","","0","29.6082890000","106.5081810000"
"dc5398","destination charger","","","","0","31.4887810000","92.0622940000"
"dc5753","destination charger","","","","0","22.5332280000","114.0544370000"
"dc5418","destination charger","","","","0","24.9792960000","102.8481180000"
"dc5356","destination charger","","","","0","40.3403280000","116.0553920000"
"dc5315","destination charger","","","","0","21.5784220000","111.8796480000"
"dc5333","destination charger","","","","0","29.7046000000","118.3364310000"
"dc5316","destination charger","","","","0","21.2333100000","110.3963190000"
"dc5493","destination charger","","","","0","22.5687030000","114.2511450000"
"dc5399","destination charger","","","","0","37.8570600000","95.3545380000"
"dc5502","destination charger","","","","0","39.0017350000","121.6133120000"
"dc5420","destination charger","","","","0","30.0583380000","118.9945060000"
"dc5400","destination charger","","","","0","30.0977990000","90.5281380000"
"dc5638","destination charger","","","","0","30.5588980000","114.2654620000"
"dc5640","destination charger","","","","0","39.8908130000","116.4780710000"
"dc5511","destination charger","","","","0","31.2865620000","121.4480810000"
"dc5632","destination charger","","","","0","23.0359750000","113.1912440000"
"dc5323","destination charger","","","","0","30.0628160000","103.8512700000"
"dc5334","destination charger","","","","0","29.3006920000","120.0847080000"
"dc5357","destination charger","","","","0","40.1062690000","94.6702690000"
"dc5335","destination charger","","","","0","31.7796060000","119.9749810000"
"dc5809","destination charger","","","","0","24.3388690000","113.3235190000"
"dc5512","destination charger","","","","0","30.2907560000","120.1450030000"
"dc5494","destination charger","","","","0","22.9023530000","113.6583430000"
"dc5797","destination charger","","","","0","31.8239270000","117.2327680000"
"dc5298","destination charger","","","","0","28.1157680000","121.2265950000"
"dc5583","destination charger","","","","0","22.9407830000","113.6822200000"
"dc5444","destination charger","","","","0","32.0418120000","118.7805100000"
"dc5375","destination charger","","","","0","22.3288750000","112.2305240000"
"dc5719","destination charger","","","","0","39.9095600000","116.3730870000"
"dc6040","destination charger","","","","0","37.5640560000","121.2327190000"
"dc5358","destination charger","","","","0","40.6447840000","117.2612440000"
"dc5376","destination charger","","","","0","19.1459830000","110.5772800000"
"dc5377","destination charger","","","","0","20.0507870000","110.2167480000"
"dc5336","destination charger","","","","0","30.2667690000","120.1427510000"
"dc5515","destination charger","","","","0","30.2738540000","120.1615190000"
"dc5421","destination charger","","","","0","30.1766170000","120.1050890000"
"dc5495","destination charger","","","","0","23.1239110000","113.3437410000"
"dc6036","destination charger","","","","0","31.3183190000","120.7148580000"
"dc5639","destination charger","","","","0","33.8825030000","115.7721280000"
"dc5425","destination charger","","","","0","33.1202650000","113.7372300000"
"dc5378","destination charger","","","","0","22.9357780000","113.6685370000"
"dc5337","destination charger","","","","0","31.1345130000","121.5816080000"
"dc5359","destination charger","","","","0","39.7655890000","98.2772070000"
"dc5556","destination charger","","","","0","22.5434760000","114.1144970000"
"dc5308","destination charger","","","","0","33.8586290000","113.0776030000"
"dc5426","destination charger","","","","0","39.8274380000","122.3017060000"
"dc5360","destination charger","","","","0","39.9508170000","116.4385790000"
"dc5379","destination charger","","","","0","24.4759790000","118.0971440000"
"dc5517","destination charger","","","","0","31.9744580000","118.7748700000"
"dc5475","destination charger","","","","0","39.9728790000","116.2948690000"
"dc5518","destination charger","","","","0","30.3822310000","114.3727660000"
"dc5557","destination charger","","","","0","22.5601990000","113.1379890000"
"dc5801","destination charger","","","","0","45.7215940000","126.6096830000"
"dc5496","destination charger","","","","0","22.5336130000","114.0599820000"
"dc5497","destination charger","","","","0","22.5450210000","114.0121070000"
"dc5755","destination charger","","","","0","22.5358700000","114.0596950000"
"dc5401","destination charger","","","","0","30.6625250000","104.0765390000"
"dc5445","destination charger","","","","0","32.0237450000","118.7859450000"
"dc5338","destination charger","","","","0","31.9183380000","120.2794350000"
"dc5402","destination charger","","","","0","29.8071000000","106.3963000000"
"dc5584","destination charger","","","","0","27.0780130000","120.1179500000"
"dc5309","destination charger","","","","0","36.6824100000","117.1250190000"
"dc5362","destination charger","","","","0","39.9166010000","116.4262460000"
"dc5476","destination charger","","","","0","39.7529970000","116.5069770000"
"dc5363","destination charger","","","","0","34.3893070000","113.7540620000"
"dc5317","destination charger","","","","0","29.7161170000","115.9987980000"
"dc5568","destination charger","","","","0","30.6214420000","121.1344630000"
"dc5364","destination charger","","","","0","40.0666530000","117.4597160000"
"dc5631","destination charger","","","","0","39.9045880000","116.3599970000"
"dc5427","destination charger","","","","0","22.5779330000","114.4796820000"
"dc5324","destination charger","","","","0","28.8267780000","104.9691250000"
"dc5585","destination charger","","","","0","23.0373710000","113.7773090000"
"dc5588","destination charger","","","","0","29.4555560000","106.5211080000"
"dc5501","destination charger","","","","0","25.0061580000","102.7098050000"
"dc5446","destination charger","","","","0","31.4388610000","120.9752440000"
"dc5365","destination charger","","","","0","36.6634280000","117.0245430000"
"dc5570","destination charger","","","","0","31.4618440000","121.8189780000"
"dc5299","destination charger","","","","0","31.0952660000","121.2054500000"
"dc5477","destination charger","","","","0","35.7628060000","116.7974030000"
"dc5381","destination charger","","","","0","26.8921160000","112.5540070000"
"dc5441","destination charger","","","","0","30.4586560000","114.3887790000"
"dc5310","destination charger","","","","0","37.4433000000","116.3754000000"
"dc5569","destination charger","","","","0","22.5514780000","114.5617150000"
"dc5564","destination charger","","","","0","25.0817850000","102.7574470000"
"dc5447","destination charger","","","","0","31.2481760000","121.4493920000"
"dc5478","destination charger","","","","0","34.2120660000","108.9663080000"
"dc5428","destination charger","","","","0","18.2290800000","109.6358300000"
"dc5565","destination charger","","","","0","31.4402190000","104.7566610000"
