225	44.478578	-88.053061
226	42.333974	-83.043069
227	39.48972	-119.795622
228	34.435065	-119.920236
229	42.956515	-71.508656
230	36.111238	-115.173245
231	26.339968	-80.078401
232	36.731887	-108.199882
233	39.324349	-120.169376
234	43.601718	-89.760314
235	44.950812	-89.663264
236	44.976151	-93.269278
237	32.786413	-96.795473
238	35.568983	-121.105261
239	37.937018	-107.81787
240	41.893499	-87.625498
241	34.072883	-118.389618
242	47.607651	-122.339418
243	38.633716	-90.183986
244	36.089845	-115.173188
245	50.119909	-122.943814
246	34.416592	-119.641575
247	42.610238	-88.406031
248	38.955286	-119.943303
249	43.836747	-88.946859
250	43.038437	-87.91756
251	44.856628	-93.331366
252	38.689797	-75.074964
253	36.592387	-121.876274
254	33.721415	-116.326811
255	46.088478	-118.227154
256	34.054371	-118.411911
257	43.041929	-87.911333
258	35.022386	-110.696018
259	34.2508	-117.191926
260	49.287521	-123.123521
261	38.62995	-90.191849
262	36.091993	-115.17317
263	36.101279	-115.16729
264	40.61588	-111.509028
265	33.516102	-117.757461
266	41.068775	-71.933361
267	34.421513	-119.640535
268	41.365163	-72.026168
269	38.29622	-122.283138
270	43.352154	-70.472727
271	34.02053	-117.926766
272	50.114138	-122.953815
273	36.228829	-121.764843
274	26.248965	-81.767941
275	33.8457902	-116.5444318
276	34.446845	-119.623718
277	43.60755	-89.782583
278	34.612955	-120.07901
279	26.525659	-82.191772
280	33.482573	-117.714637
281	43.87189	-121.44353
282	43.24501	-70.593904
283	34.144974	-118.370105
284	35.165863	-120.69005
285	41.39241	-70.506627
286	38.165257	-121.152498
287	33.019087	-117.205773
288	36.120106	-115.172665
289	43.038873	-87.905652
290	36.114311	-115.163239
291	39.039884	-94.591361
292	33.588671	-117.842165
293	49.123993	-125.901096
294	57.45554462	10.04067481
334	37.78671	-122.402827
335	35.468748	-97.514184
336	39.63341	-106.52428
337	38.476549	-122.38888
338	40.716966	-74.032769
339	37.839448	-120.229199
340	36.109353	-115.175278
341	30.259012	-97.747352
342	38.931037	-74.923703
343	40.575456	-124.264533
344	33.75946	-84.389174
345	47.614141	-122.336357
346	45.520192	-122.680017
347	41.555599	-70.620314
348	34.041963	-118.256607
349	36.152586	-86.797059
350	45.513619	-122.680676
351	39.240101	-119.94198
352	39.563186	-74.239133
353	32.312715	-110.9121
354	26.340876	-80.07185
355	36.123416	-115.170499
356	46.916772	-113.434551
357	51.504351	-0.015692
361	47.656306	-117.423487
362	48.477124	-123.531203
363	36.597503	-121.892785
364	44.197094	-73.362238
365	41.631265	-70.594347
366	40.513221	-121.81233
367	38.688576	-122.946783
368	47.657247	-117.423946
369	43.747162	-111.111474
370	35.146613	-120.645444
371	30.651599	104.067022
379	20.679116	-156.441287
380	41.137742	-81.547282
381	49.263089	-123.137586
382	44.5098	-89.4071
383	35.466445	-83.920015
384	44.08071	-121.305244
385	33.097038	-117.283761
386	41.526829	-90.58126
387	47.672468	-116.784484
388	43.584571	-71.216957
389	36.374129	-94.207805
390	42.785565	-88.405655
391	41.896792	-87.625142
392	45.147765	8.990621
395	24.560783	-81.806518
396	33.088507	-96.839327
397	39.103088	-84.512057
398	58.3279162	13.1327222
407	34.018311	-118.501067
408	39.746368	-104.998439
409	34.151844	-118.804643
410	47.732864	-122.147196
411	34.438204	-119.254609
412	45.5209868	-122.6877048
413	38.436068	-122.71986
414	29.7797741	-95.5616562
415	39.16093	-120.145295
416	33.766815	-116.45826
417	43.589856	-110.826023
418	32.7675371	-96.7962415
419	33.9841057	-118.4507094
420	50.9881005	5.7805974
433	40.100634	-80.661655
434	33.561023	-79.046193
435	34.03032	-118.48186
436	38.2567817	-85.7617756
437	47.250577	-122.439947
438	44.9803577	-93.2633657
439	45.7115478	-121.5526164
440	37.786041	-80.307948
441	29.422161	-98.484552
442	38.3935452	-122.6930142
443	42.350938	-71.0652645
444	40.6221159	-111.4909371
445	40.300091	-76.6896676
446	39.26742	-120.127504
447	38.9599005	-119.9445238
448	43.690663	-79.61702
449	37.64947	-118.986681
450	33.845377	-84.368627
451	36.501896	-121.9374874
452	32.896347	-96.962838
453	33.0889411	-96.8062995
454	33.793198	-84.285394
475	39.641904	-106.373118
476	39.188821	-106.821168
477	43.0367	-88.192208
478	38.504217	-122.770179
479	40.71387	-74.04138
480	35.229295	-82.335268
481	33.946082	-118.3842664
482	38.402469	-122.361104
483	39.3154958	-123.799205
484	32.88024	-96.768568
485	60.884173	11.540802
500	43.645631	-79.390857
501	45.502638	-73.574251
502	46.768882	-71.287055
503	45.440769	-73.439185
504	45.4928052	-73.5570462
505	34.615371	-83.70197
506	44.303571	-74.330278
507	33.795216	-116.501511
508	42.7052817	-73.1906598
509	33.786647	-84.385533
510	40.804321	-74.237643
511	37.602645	-122.371
512	39.52788	-119.813754
513	44.5192603	-85.9906554
514	40.957479	-74.074191
522	34.2512098	-111.3217987
523	35.576504	-121.113529
