"location_id","location_type__001","location_type__002","location_type__003","open_soon","latitude","longitude"
"dc583","destination charger","","","0","43.2817015000","-88.3939346000"
"dc17393","destination charger","","","0","42.9119240000","-78.6946890000"
"dc19895","destination charger","","","0","40.7707090000","-73.9917250000"
"dc12600","destination charger","","","0","45.3799950000","-122.9361900000"
"dc16490","destination charger","","","0","28.8630100000","-96.9888280000"
"dc15899","destination charger","","","0","37.3605110000","-119.6441040000"
"dc15267","destination charger","","","0","35.1899090000","-85.1730930000"
"dc19137","destination charger","","","0","38.7445730000","-120.7188910000"
"dc20449","destination charger","","","0","20.6153460000","-100.3892720000"
"dc20464","destination charger","","","0","22.1492430000","-100.9531050000"
"dc20923","destination charger","","","0","19.4317080000","-99.1883160000"
"dc17086","destination charger","","","0","45.2001830000","-72.7876750000"
"dc12603","destination charger","","","0","46.3805400000","-72.9299680000"
"dc14479","destination charger","","","0","30.4005010000","-86.5972380000"
"dc16963","destination charger","","","0","36.4807760000","-121.4841440000"
"dc21107","destination charger","","","0","46.3486850000","-72.4363620000"
"dc21108","destination charger","","","0","46.4034300000","-72.2736950000"
"dc14324","destination charger","","","0","40.3658280000","-74.9450800000"
"dc21159","destination charger","","","0","40.7644230000","-73.9688650000"
"dc21160","destination charger","","","0","40.7646170000","-73.9697640000"
"dc19861","destination charger","","","0","47.5363360000","-92.3101460000"
"buenaparksupercharger","supercharger","standard charger","","0","33.8633790000","-117.9910300000"
"westdesmoinessupercharger","supercharger","standard charger","","0","41.5990190000","-93.8063360000"
"davenportsupercharger","supercharger","standard charger","","0","41.5758880000","-90.5135260000"
"dc16955","destination charger","","","0","32.9222420000","-96.9759000000"
"dc19257","destination charger","","","0","51.0809500000","-113.9952060000"
"dc20921","destination charger","","","0","19.3988950000","-99.2891230000"
"dc16810","destination charger","","","0","45.2638530000","-71.9954090000"
"dc18737","destination charger","","","0","16.7943130000","-99.8560110000"
"dc14636","destination charger","","","0","33.5934400000","-117.8670000000"
"dc19429","destination charger","","","0","20.7044110000","-103.3978040000"
"dc20447","destination charger","","","0","20.3963360000","-100.0944450000"
"dc20463","destination charger","","","0","21.0709230000","-101.5977440000"
"dc6210","destination charger","","","0","40.0680010000","-85.6411260000"
"dc15224","destination charger","","","0","29.7933680000","-95.7293740000"
"dc19072","destination charger","","","0","19.3678780000","-99.2594440000"
"dc19159","destination charger","standard charger","","0","-38.7587970000","143.6703060000"
"dc17655","destination charger","standard charger","","0","-32.5359400000","149.5842160000"
"dc19405","destination charger","standard charger","","0","-38.5225280000","145.3920820000"
"dc19412","destination charger","standard charger","","0","-23.5227910000","148.1581580000"
"dc20821","destination charger","standard charger","","0","-25.2831670000","152.8804030000"
"dc20582","destination charger","standard charger","","0","-38.1472860000","144.3662380000"
"dc19004","destination charger","standard charger","","0","-38.5426640000","143.9748760000"
"dc20183","destination charger","standard charger","","0","-31.9405390000","115.9286050000"
"dc19160","destination charger","standard charger","","0","-38.2657130000","144.6632110000"
"dc19557","destination charger","standard charger","","0","-17.9291880000","122.2121690000"
"beijingindigo","store","","","0","39.9697920000","116.4916160000"
"mtvernonsupercharger","supercharger","standard charger","","0","38.3162920000","-88.9559230000"
"zhaoqingphoenixhotelsupercharger","supercharger","standard charger","","0","23.0093500000","112.4567870000"
"viennaherrengasse","store","","","0","48.2091380000","16.3665370000"
"aspencolorado","store","","","0","39.1882400000","-106.8193130000"
"oakvilletoronto","store","service","","0","43.4477900000","-79.6948320000"
"dc6426","destination charger","","","0","29.9549680000","-90.0707280000"
"dc16921","destination charger","","","0","39.1670110000","-120.1453850000"
"dc19722","destination charger","","","0","31.7755230000","-116.6156460000"
"dc19902","destination charger","","","0","21.1105100000","-86.8399670000"
"dc16962","destination charger","","","0","39.2526430000","-84.3880810000"
"dc17453","destination charger","","","0","19.0390360000","-98.1895110000"
"dc18103","destination charger","","","0","44.8440610000","-87.3988680000"
"dc20435","destination charger","","","0","40.7639810000","-73.9643680000"
"dc20437","destination charger","","","0","40.7707720000","-73.9817950000"
"dc20439","destination charger","","","0","40.7676150000","-73.9615090000"
"dc20441","destination charger","","","0","40.7848310000","-73.9820850000"
"dc19032","destination charger","","","0","37.9292060000","-120.4517520000"
"dc20454","destination charger","","","0","19.0988920000","-98.2343420000"
"dc20462","destination charger","","","0","21.1029480000","-101.6372870000"
"dc14995","destination charger","","","0","28.5387620000","-81.3787130000"
"dc15568","destination charger","","","0","30.3123870000","-89.3608060000"
"dc18678","destination charger","","","0","50.1140630000","-122.9576470000"
"dc18014","destination charger","","","0","30.4228530000","-86.6497280000"
"dc20191","destination charger","","","0","26.3326990000","-81.8036660000"
"dc21506","destination charger","","","0","36.9145450000","-76.2476890000"
"dc17381","destination charger","standard charger","","0","48.8657380000","2.2584390000"
"dc18793","destination charger","standard charger","","0","52.9315840000","1.1854210000"
"dc9893","destination charger","standard charger","","0","46.4862400000","7.6713940000"
"dc10813","destination charger","standard charger","","0","46.1756390000","4.7406070000"
"dc17075","standard charger","destination charger","","0","50.0530430000","6.0300750000"
"dc17588","destination charger","standard charger","","0","50.8443430000","4.3664510000"
"dc18304","destination charger","standard charger","","0","54.3816960000","13.7000840000"
"dc19446","destination charger","standard charger","","0","55.8238720000","12.3051420000"
"dc12648","destination charger","standard charger","","0","47.7668580000","10.4022950000"
"dc13281","destination charger","standard charger","","0","52.9007820000","8.4287780000"
"dc16938","destination charger","standard charger","","0","48.5890700000","7.6815080000"
"dc18344","destination charger","standard charger","","0","47.2486740000","9.5289420000"
"dc19354","destination charger","standard charger","","0","50.2352640000","-3.7685550000"
"dc15540","destination charger","standard charger","","0","48.3448150000","16.4634430000"
"dc17834","destination charger","standard charger","","0","45.9946370000","8.9459370000"
"dc21285","destination charger","standard charger","","0","36.4954340000","-4.7839510000"
"dc10791","destination charger","standard charger","","0","43.0284400000","11.6203960000"
"dc11607","destination charger","standard charger","","0","45.4677310000","12.5306740000"
"dc14262","destination charger","standard charger","","0","47.0722910000","10.9657810000"
"dc17374","destination charger","standard charger","","0","48.8220120000","2.1828900000"
"dc17634","destination charger","standard charger","","0","51.5083620000","-0.0239070000"
"dc17847","standard charger","destination charger","","0","58.5897770000","16.1902270000"
"dc18858","destination charger","standard charger","","0","51.5020180000","-0.1947110000"
"dc19093","destination charger","standard charger","","0","45.4377860000","12.1370980000"
"dc19318","destination charger","standard charger","","0","46.7304890000","12.2300350000"
"dc19600","destination charger","standard charger","","0","52.2171970000","-1.2602840000"
"dc21194","destination charger","standard charger","","0","45.4408300000","12.1430840000"
"dc10769","destination charger","standard charger","","0","40.4364150000","-3.6902110000"
"dc15182","destination charger","standard charger","","0","46.9158570000","13.8751920000"
"dc19174","destination charger","standard charger","","0","50.9216470000","-1.2101750000"
"dc20231","destination charger","standard charger","","0","55.7024010000","9.4395440000"
"dc13662","destination charger","standard charger","","0","47.6734380000","12.0232150000"
"dc16887","destination charger","standard charger","","0","49.0031440000","2.5203840000"
"dc19772","destination charger","standard charger","","0","58.2492470000","11.4567750000"
"dc19224","destination charger","standard charger","","0","-32.7014370000","152.0626220000"
"dc20406","destination charger","standard charger","","0","-33.8501620000","151.2184790000"
"dc11229","destination charger","standard charger","","0","-35.3075870000","149.1344750000"
"dc21272","destination charger","standard charger","","0","-32.7560380000","151.2994310000"
"dc19766","destination charger","standard charger","","0","-36.6753010000","146.8889840000"
"dc21530","destination charger","standard charger","","0","-27.9245460000","153.3714580000"
"bandonsupercharger","supercharger","standard charger","","0","43.1218580000","-124.3989430000"
"cullarspainsupercharger","supercharger","standard charger","","0","37.5540180000","-2.6137420000"
"baycitysupercharger","supercharger","standard charger","","0","43.6220610000","-83.9322410000"
"dc21104","destination charger","standard charger","","0","25.0366028000","121.5672250000"
"dc21546","destination charger","standard charger","","0","25.0807780000","121.5592940000"
"dc12268","destination charger","","","0","34.8786210000","-83.3981330000"
"dc13758","destination charger","","","0","38.8647190000","-77.8573510000"
"dc15219","destination charger","","","0","34.6907700000","-77.0671270000"
"dc17870","destination charger","","","0","28.4566050000","-81.4630690000"
"dc17871","destination charger","","","0","28.3886310000","-81.4816360000"
"dc17872","destination charger","","","0","28.4394000000","-81.4728800000"
"dc18127","destination charger","","","0","45.0571100000","-87.2783440000"
"dc18016","destination charger","","","0","28.3546390000","-81.5340050000"
"dc15723","destination charger","","","0","39.4890720000","-119.7212790000"
"dc17876","destination charger","","","0","27.4605990000","-81.4312200000"
"dc17877","destination charger","","","0","39.2846020000","-76.6159500000"
"dc14875","destination charger","","","0","39.9259680000","-75.3519410000"
"dc18741","destination charger","","","0","28.0081190000","-82.3010670000"
"dc18790","destination charger","","","0","26.4611980000","-80.0612320000"
"dc19263","destination charger","","","0","19.0430770000","-98.2362730000"
"dc19904","destination charger","","","0","21.0338870000","-86.7891820000"
"dc15670","destination charger","","","0","38.6203430000","-122.5935460000"
"dc15221","destination charger","","","0","35.0158400000","-77.0090370000"
"dc15811","destination charger","","","0","33.4488290000","-111.9885170000"
"dc18822","destination charger","","","0","46.1159020000","-74.5925760000"
"dc13844","destination charger","","","0","40.6845830000","-111.5546410000"
"dc13859","destination charger","","","0","47.1900280000","-70.7361230000"
"dc18940","destination charger","","","0","34.7142060000","-92.2219990000"
"dc18001","destination charger","","","0","45.5163880000","-73.5603160000"
"dc20301","destination charger","","","0","39.2408810000","-120.0245480000"
"dc21271","destination charger","standard charger","","0","-28.7917710000","114.6103280000"
"orleanssupercharger","supercharger","standard charger","","0","47.9488690000","1.8683100000"
"liezensupercharger","supercharger","standard charger","","0","47.5592990000","14.2525010000"
"baodingheyangschoolsupercharger","supercharger","standard charger","","0","38.8238450000","115.5336910000"
"kingsvillesupercharger","supercharger","standard charger","","0","27.4938080000","-97.8443990000"
"dc14389","destination charger","","","0","49.3959760000","-123.2045450000"
"dc11808","destination charger","","","0","30.3922020000","-97.7500380000"
"dc15910","destination charger","","","0","45.1786290000","-113.8984310000"
"dc14864","destination charger","","","0","41.5268240000","-74.2363060000"
"dc21426","destination charger","","","0","19.3747900000","-99.1781750000"
"dc16942","destination charger","","","0","44.8053830000","-79.7176520000"
"dc986","destination charger","","","0","37.3909390000","-121.9746470000"
"dc18936","destination charger","","","0","32.8239050000","-117.1547360000"
"dc13352","destination charger","","","0","38.3845680000","-86.9242380000"
"dc19265","destination charger","","","0","35.9524040000","-86.8137310000"
"dc13666","destination charger","","","0","39.6015100000","-75.9433460000"
"dc19586","destination charger","","","0","26.1418210000","-81.7978880000"
"dc20037","destination charger","","","0","19.5247700000","-99.2276320000"
"dc15386","destination charger","","","0","37.7055240000","-83.6587590000"
"dc17615","destination charger","","","0","34.8663820000","-84.3254540000"
"dc20039","destination charger","","","0","25.9365850000","-80.1207490000"
"dc20633","destination charger","","","0","48.0105390000","-122.5347980000"
"dc21430","destination charger","","","0","19.5383930000","-99.2066880000"
"dc21748","destination charger","","","0","19.4393980000","-99.2001900000"
"dc11895","destination charger","","","0","41.0991780000","-75.3925590000"
"dc17444","destination charger","","","0","21.1370130000","-86.8274480000"
"dc19901","destination charger","","","0","25.6574840000","-100.3891380000"
"dc15980","destination charger","","","0","44.2878430000","-69.8373990000"
"dc17995","destination charger","","","0","34.2481640000","-116.8939400000"
"dc15915","destination charger","","","0","44.0623000000","-121.3318330000"
"dc21537","destination charger","","","0","36.5605920000","137.2040740000"
"dc20819","destination charger","standard charger","","0","-27.5651520000","151.9456710000"
"dc21273","destination charger","standard charger","","0","-27.6563610000","153.1715280000"
"columbiascsupercharger","supercharger","standard charger","","0","34.1063190000","-80.9507230000"
"dc17635","destination charger","standard charger","","0","51.5049700000","-0.1511810000"
"dc14585","destination charger","standard charger","","0","37.1724960000","-3.6034650000"
"dc9755","standard charger","destination charger","","0","43.5189660000","5.4417730000"
"dc14574","destination charger","standard charger","","0","44.8147210000","10.3166460000"
"dc14166","destination charger","standard charger","","0","47.7728380000","13.0695810000"
"dc11922","destination charger","standard charger","","0","47.5024360000","16.1952950000"
"dc14271","destination charger","standard charger","","0","43.3326480000","-1.8168000000"
"dc14507","destination charger","standard charger","","0","42.6452080000","-6.7051900000"
"dc16909","destination charger","standard charger","","0","51.5866900000","-0.4416160000"
"dc18332","destination charger","standard charger","","0","51.5988100000","10.5489580000"
"dc18476","destination charger","standard charger","","0","36.7002300000","-4.4391130000"
"dc20649","destination charger","standard charger","","0","43.7274330000","4.7094190000"
"dc12313","destination charger","standard charger","","0","46.1703190000","9.8700810000"
"dc13104","destination charger","standard charger","","0","53.4043450000","12.2837250000"
"dc16581","destination charger","standard charger","","0","49.0858570000","7.4899280000"
"dc18895","destination charger","standard charger","","0","59.4397960000","10.7804360000"
"dc19060","destination charger","standard charger","","0","48.0689170000","2.7740280000"
"dc11558","destination charger","standard charger","","0","51.4550990000","-2.2595270000"
"dc11755","destination charger","standard charger","","0","54.4787400000","-1.5448610000"
"dc11772","destination charger","standard charger","","0","50.8232010000","-1.5715680000"
"dc11774","destination charger","standard charger","","0","50.8183940000","-1.4514150000"
"dc17679","destination charger","standard charger","","0","51.5218620000","-0.1409540000"
"dc17681","destination charger","standard charger","","0","51.6584170000","-0.3954830000"
"dc17835","destination charger","standard charger","","0","47.6685760000","11.1951360000"
"dc19239","destination charger","standard charger","","0","51.8971000000","-2.0801450000"
"dc19240","destination charger","standard charger","","0","51.9059820000","-2.0703010000"
"dc9942","destination charger","standard charger","","0","47.2338180000","11.8829260000"
"dc12831","destination charger","standard charger","","0","44.5977520000","10.8622930000"
"dc13311","destination charger","standard charger","","0","46.4655500000","-0.7913280000"
"dc15154","destination charger","standard charger","","0","47.5269910000","11.7073540000"
"dc17468","destination charger","standard charger","","0","49.8452900000","3.2769310000"
"dc13638","destination charger","standard charger","","0","42.5087140000","1.5346750000"
"dc14584","destination charger","standard charger","","0","37.3919860000","-5.9861840000"
"dc18473","destination charger","standard charger","","0","48.4632780000","7.4236840000"
"dc10232","destination charger","standard charger","","0","51.3778010000","3.3862080000"
"dc10839","destination charger","standard charger","","0","48.4510920000","1.5297640000"
"dc12353","destination charger","standard charger","","0","47.2841380000","8.2257690000"
"dc15460","destination charger","standard charger","","0","47.0533430000","10.6233840000"
"dc16104","destination charger","standard charger","","0","51.2194340000","4.3963620000"
"dc18335","destination charger","standard charger","","0","51.2954750000","8.6074370000"
"dc18349","destination charger","standard charger","","0","47.7977620000","12.5913110000"
"dc18899","destination charger","standard charger","","0","45.5194150000","8.9273930000"
"dc19384","destination charger","standard charger","","0","45.4500930000","9.1940120000"
"dc21837","destination charger","standard charger","","0","51.2948420000","8.6062530000"
"dc17892","standard charger","destination charger","","0","59.6550740000","12.5931110000"
"dc20559","destination charger","standard charger","","0","52.3399490000","-1.5271220000"
"gustinesupercharger","supercharger","standard charger","","0","37.1093560000","-121.0175990000"
"skjakbismosupercharger","supercharger","standard charger","","0","61.8831700000","8.2671570000"
"springfieldmosupercharger","supercharger","standard charger","","0","37.2518360000","-93.2655340000"
"birminghamalsupercharger","supercharger","standard charger","","0","33.5258260000","-86.8070720000"
"gifuhashimasupercharger","supercharger","standard charger","","0","35.3035840000","136.6917850000"
"marnelavalleesupercharger","supercharger","standard charger","","0","48.8308770000","2.6780190000"
"dublin","store","service","","0","53.2746930000","-6.2175490000"
"fortmacleadsupercharger","supercharger","standard charger","","0","49.7249010000","-113.3971890000"
"london-chiswick","store","","","0","51.4873680000","-0.2530830000"
"dc19073","destination charger","standard charger","","0","-36.8882790000","147.0649860000"
"dc19298","destination charger","standard charger","","0","-36.0932450000","140.3494900000"
"dc22057","destination charger","standard charger","","0","-33.7954890000","151.1396530000"
"dc17331","destination charger","","","0","41.0496840000","-73.8573880000"
"dc20360","destination charger","","","0","20.6985060000","-103.3860830000"
"dc11354","destination charger","","","0","43.4633960000","-80.5289030000"
"dc14053","destination charger","","","0","43.1375500000","-77.6156090000"
"dc14253","destination charger","","","0","38.4705960000","-122.4291010000"
"dc15213","destination charger","","","0","33.4881110000","-86.7741030000"
"dc21163","destination charger","","","0","25.6479840000","-100.3559540000"
"dc620","destination charger","","","0","33.7584310000","-84.3870670000"
"dc13629","destination charger","","","0","35.5961380000","-82.5597470000"
"dc16966","destination charger","","","0","46.0938250000","-85.4497220000"
"dc11424","destination charger","","","0","35.6466570000","-120.6716270000"
"dc15807","destination charger","","","0","43.4316330000","-80.4381450000"
"dc18431","destination charger","","","0","35.0511190000","-85.3112290000"
"dc20008","destination charger","","","0","45.1070360000","-72.6147020000"
"dc21494","destination charger","","","0","43.0567990000","-72.8980840000"
"joplinsupercharger","supercharger","standard charger","","0","37.0475520000","-94.4733990000"
"jacksontnsupercharger","supercharger","standard charger","","0","35.6604200000","-88.8556190000"
"memphistnsupercharger","supercharger","standard charger","","0","35.0978010000","-89.8589570000"
"lincolnnhsupercharger","supercharger","standard charger","","0","44.0424840000","-71.6674500000"
"poltierssupercharger","supercharger","standard charger","","0","46.6703560000","0.3626510000"
"marketstreetthewoodlands","store","","","0","30.1642070000","-95.4645000000"
"santaclara","service","","","0","37.3724450000","-121.9716480000"
"dundeesupercharger","supercharger","standard charger","","0","56.4664280000","-3.0629620000"
"ogallalasupercharger","supercharger","standard charger","","0","41.1164930000","-101.7094150000"
"gothenburgsupercharger","supercharger","standard charger","","0","40.9173960000","-100.1705920000"
"dc17352","destination charger","standard charger","","0","-35.3003800000","149.1901980000"
"dc19036","destination charger","standard charger","","0","-30.0882000000","145.9338920000"
"dc18360","destination charger","standard charger","","0","-37.2119450000","145.9076170000"
"dc19300","destination charger","standard charger","","0","-36.3529680000","145.7257400000"
"dc20820","destination charger","standard charger","","0","-27.4739830000","153.0364610000"
"dc21268","destination charger","standard charger","","0","-33.8719610000","151.2080240000"
"dc21698","destination charger","standard charger","","0","-32.1230130000","133.6847190000"
"dc20275","destination charger","standard charger","","0","-23.2884020000","150.5117790000"
"dc22341","destination charger","standard charger","","0","-27.5647970000","151.9459920000"
"dc22347","destination charger","standard charger","","0","-31.9727410000","115.7908700000"
"dc21656","destination charger","standard charger","","0","-32.7277500000","151.2606120000"
"dc250","destination charger","","","0","41.0163980000","-71.9913890000"
"dc14195","destination charger","","","0","43.8188600000","-69.6040560000"
"dc14277","destination charger","","","0","41.4879300000","-71.3134980000"
"dc15691","destination charger","","","0","39.6698370000","-95.6391440000"
"dc14826","destination charger","","","0","51.1806550000","-115.5692270000"
"dc13136","destination charger","","","0","43.0842150000","-79.0630600000"
"dc21415","destination charger","","","0","25.6554130000","-100.3615340000"
"dc15206","destination charger","","","0","33.6551560000","-117.9990730000"
"dc15208","destination charger","","","0","35.5668050000","-82.5440060000"
"dc16821","destination charger","","","0","37.1993670000","-80.4010370000"
"dc20077","destination charger","","","0","27.4521220000","-81.3590420000"
"dc19381","destination charger","","","0","29.3026780000","-94.8095010000"
"dc19759","destination charger","","","0","33.7034550000","-116.2930310000"
"dc20129","destination charger","","","0","44.9066030000","-91.9286610000"
"dc12284","destination charger","","","0","33.7571460000","-118.1986100000"
"dc18240","destination charger","","","0","45.4288410000","-74.3340310000"
"dc19101","destination charger","","","0","43.1613440000","-79.1627550000"
"dc20100","destination charger","","","0","45.7210940000","-73.6944380000"
"dc22270","destination charger","","","0","20.6473390000","-100.4332010000"
"dc799","destination charger","","","0","46.0679132000","-118.3408991000"
"dc6216","destination charger","","","0","36.2070886000","-81.7715921000"
"dc13770","destination charger","","","0","34.0153690000","-118.4991110000"
"dc15225","destination charger","","","0","33.7798530000","-84.3805730000"
"dc15886","destination charger","","","0","30.3571060000","-97.7486300000"
"dc18151","destination charger","","","0","37.9332960000","-107.8514140000"
"dc19787","destination charger","","","0","29.5790730000","-95.3836830000"
"dc21502","destination charger","","","0","42.3342650000","-83.0459590000"
"dc21696","destination charger","","","0","19.3429940000","-99.1493450000"
"dc1818","destination charger","","","0","35.1644070000","-120.6897280000"
"dc6234","destination charger","","","0","34.8692340000","-111.7593690000"
"dc15508","destination charger","","","0","33.3028040000","-111.9032360000"
"dc15544","destination charger","","","0","41.0152860000","-73.6347550000"
"dc15584","destination charger","","","0","34.8527820000","-111.8250620000"
"dc15585","destination charger","","","0","39.9587390000","-104.9928300000"
"dc19998","destination charger","","","0","34.5114390000","-110.0782350000"
"dc15566","destination charger","","","0","45.6172710000","-73.5941690000"
"dc14037","destination charger","","","0","39.5246590000","-119.7655610000"
"dc15639","destination charger","","","0","33.7620530000","-84.3958730000"
"dc18742","destination charger","","","0","43.6434810000","-79.4082860000"
"dc20245","destination charger","","","0","34.2470950000","-116.8229520000"
"dc21534","destination charger","","","0","39.3556570000","-120.2215890000"
"dc22448","destination charger","standard charger","","0","22.2987652000","114.1747479000"
"moncalierisupercharger","supercharger","standard charger","","0","44.9733330000","7.7301130000"
"mexicocitymasaryk","store","","","0","19.4321400000","-99.1996290000"
"santaanasupercharger","supercharger","standard charger","","0","33.7758590000","-117.8720410000"
"twentyninepalmssupercharger","supercharger","standard charger","","0","34.1204600000","-116.0509530000"
"eastpointcityhksupercharger","supercharger","standard charger","","0","22.3163520000","114.2654160000"
"yangjianghualuxehotelsupercharger","supercharger","standard charger","","0","21.8511580000","111.9860610000"
"jinshabaysupercharger","supercharger","standard charger","","0","21.2681730000","110.3937840000"
"aventuralmall","store","","","0","25.9569840000","-80.1462040000"
"jacksonvilleservice","service","","","0","30.2285360000","-81.5908000000"
"steghohtennsupercharger","supercharger","standard charger","","0","46.3103230000","7.7497100000"
"guiyangsofitelsupercharger","supercharger","standard charger","","0","26.5753170000","106.7191930000"
"tarrytownsupercharger","supercharger","standard charger","","0","41.0615000000","-73.8364570000"
"chengdebifengmensupercharger","supercharger","standard charger","","0","40.9883650000","117.9262080000"
"tianjinwisdomvalleysupercharger","supercharger","standard charger","","0","39.0931140000","117.1199330000"
"dc11084","destination charger","","","0","35.6699550000","139.7317340000"
"dc13549","destination charger","","","0","36.7789220000","138.5292590000"
"dc22295","destination charger","standard charger","","0","25.0015139000","121.4930103000"
"dc18780","destination charger","standard charger","","0","41.1180530000","9.5354080000"
"dc14690","destination charger","standard charger","","0","45.5616560000","8.0558560000"
"dc19421","destination charger","standard charger","","0","43.3409500000","-7.1591200000"
"dc14751","destination charger","standard charger","","0","60.3163950000","24.9640590000"
"dc11696","destination charger","standard charger","","0","49.4070050000","8.6918740000"
"dc12023","destination charger","standard charger","","0","50.9077140000","6.8089810000"
"dc15677","destination charger","standard charger","","0","45.5138110000","9.1197100000"
"dc18362","destination charger","standard charger","","0","43.2896030000","-1.3619260000"
"dc19046","destination charger","standard charger","","0","50.9706190000","2.4224270000"
"dc1490","destination charger","standard charger","","0","60.8615590000","8.4908060000"
"dc12261","destination charger","standard charger","","0","56.1395400000","9.1554500000"
"dc15027","destination charger","standard charger","","0","45.4601710000","9.1912260000"
"dc15080","destination charger","standard charger","","0","45.4623220000","9.1899830000"
"dc15930","destination charger","standard charger","","0","46.7695950000","9.0579440000"
"dc16317","destination charger","standard charger","","0","41.8237130000","12.4747660000"
"dc17339","destination charger","standard charger","","0","63.1928960000","14.4870940000"
"dc17503","destination charger","standard charger","","0","47.7753410000","9.7660400000"
"dc17804","destination charger","standard charger","","0","45.6066830000","7.3555550000"
"dc18331","destination charger","standard charger","","0","51.0051660000","9.7338270000"
"dc20893","destination charger","standard charger","","0","61.8828580000","8.2696700000"
"dc21226","destination charger","standard charger","","0","48.1400560000","11.6013340000"
"dc21356","destination charger","standard charger","","0","46.9009290000","11.0511600000"
"dc21361","destination charger","standard charger","","0","47.4106770000","8.5435290000"
"dc21449","destination charger","standard charger","","0","52.5098370000","13.3461940000"
"dc21671","destination charger","standard charger","","0","47.4725160000","11.2135230000"
"dc21673","destination charger","standard charger","","0","47.2936360000","13.4568050000"
"dc15078","destination charger","standard charger","","0","45.4593360000","9.1968440000"
"dc18120","destination charger","standard charger","","0","46.7191420000","11.6536970000"
"dc19674","destination charger","standard charger","","0","52.0317140000","-0.2766800000"
"dc20284","destination charger","standard charger","","0","44.5125710000","11.3590350000"
"dc20866","destination charger","standard charger","","0","45.7245600000","4.9771390000"
"dc11390","destination charger","standard charger","","0","48.9715230000","4.0045110000"
"dc15861","destination charger","standard charger","","0","63.1101240000","7.7314180000"
"dc19234","destination charger","standard charger","","0","48.6571440000","-2.0013130000"
"dc21362","destination charger","standard charger","","0","47.2100930000","10.1387420000"
"dc12245","destination charger","standard charger","","0","48.4336050000","15.1200640000"
"dc15076","destination charger","standard charger","","0","47.4408390000","12.7147320000"
"dc18211","destination charger","standard charger","","0","51.2555610000","7.1516830000"
"dc18390","destination charger","standard charger","","0","51.2330830000","6.7781310000"
"dc19194","destination charger","standard charger","","0","47.2874680000","12.4846070000"
"dc20782","destination charger","standard charger","","0","47.0013500000","12.5388630000"
"dc22039","destination charger","standard charger","","0","50.9968870000","9.7347710000"
"dc18346","destination charger","standard charger","","0","52.2773170000","8.0410820000"
"dc19536","destination charger","standard charger","","0","46.6647830000","11.1769610000"
"dc17815","destination charger","standard charger","","0","55.6068430000","11.9478010000"
"dc18231","destination charger","standard charger","","0","54.3106330000","10.7977780000"
"dc21667","destination charger","standard charger","","0","48.8749350000","10.7236530000"
"dc12247","destination charger","standard charger","","0","47.5154490000","12.1119720000"
"dc14366","destination charger","standard charger","","0","49.4483550000","11.0694750000"
"dc16480","destination charger","standard charger","","0","58.7085480000","16.7920120000"
"dc18179","destination charger","standard charger","","0","46.5704390000","11.6706290000"
"dc18330","destination charger","standard charger","","0","50.8802050000","9.8554420000"
"dc19128","destination charger","standard charger","","0","46.7295980000","12.3276310000"
"dc11961","destination charger","standard charger","","0","51.3815580000","-2.8068120000"
"dc13819","standard charger","destination charger","","0","53.4760450000","-2.4942450000"
"dc19797","destination charger","standard charger","","0","51.3810690000","-2.8082930000"
"dc20286","destination charger","standard charger","","0","55.3097090000","10.8161900000"
"dc21182","destination charger","standard charger","","0","47.4498660000","12.2436460000"
"dc22035","destination charger","standard charger","","0","47.1631070000","11.7446080000"
"dc15473","destination charger","standard charger","","0","46.9894140000","1.2072740000"
"dc17269","destination charger","standard charger","","0","45.5345110000","9.1239540000"
"dc17467","destination charger","standard charger","","0","49.2858890000","4.0303800000"
"dc17554","destination charger","standard charger","","0","45.7281260000","7.3200890000"
"dc18302","destination charger","standard charger","","0","46.7975330000","9.8349360000"
"dc18432","destination charger","standard charger","","0","60.2789400000","24.4994990000"
"dc18876","destination charger","standard charger","","0","46.3862330000","11.5212090000"
"dc20054","standard charger","destination charger","","0","59.3330160000","18.1113410000"
"dc21495","destination charger","standard charger","","0","54.9359740000","8.3196140000"
"dc12758","destination charger","standard charger","","0","49.5901620000","0.7990830000"
"dc15346","destination charger","standard charger","","0","51.5900750000","10.9992560000"
"dc15631","destination charger","standard charger","","0","54.7410220000","9.8788950000"
"dc18512","destination charger","standard charger","","0","47.3999390000","15.1585580000"
"dc20280","destination charger","standard charger","","0","55.9502060000","8.8800790000"
"dc21179","destination charger","standard charger","","0","48.1526050000","11.5987780000"
"dc10097","destination charger","standard charger","","0","50.4654370000","4.4177700000"
"dc10412","destination charger","standard charger","","0","52.2334140000","5.8782420000"
"dc14054","destination charger","standard charger","","0","46.4541060000","7.4365770000"
"dc16484","destination charger","standard charger","","0","55.0440640000","10.5784240000"
"dc17935","standard charger","destination charger","","0","58.0643020000","11.8077300000"
"dc20283","destination charger","standard charger","","0","55.1966640000","9.9913770000"
"dc20385","destination charger","standard charger","","0","61.1932070000","14.5313080000"
"dc20617","destination charger","standard charger","","0","45.5031330000","11.4376350000"
"dc21172","destination charger","standard charger","","0","48.1481110000","11.4654260000"
"dc21342","destination charger","standard charger","","0","46.8266050000","9.2866890000"
"dc9952","destination charger","standard charger","","0","47.3141900000","8.7969070000"
"dc12241","destination charger","standard charger","","0","46.4785030000","14.5918050000"
"dc12706","destination charger","standard charger","","0","47.5147020000","12.1094030000"
