"location_id","location_type__001","location_type__002","location_type__003","open_soon","latitude","longitude"
"dc19306","destination charger","standard charger","","0","46.5590220000","4.9143410000"
"dc19307","destination charger","standard charger","","0","42.7700570000","2.8773270000"
"dc19466","standard charger","destination charger","","0","46.5175010000","11.5009110000"
"dc20863","destination charger","standard charger","","0","69.6384990000","20.3445350000"
"dc22206","destination charger","standard charger","","0","43.2184670000","11.7900390000"
"dc22490","destination charger","standard charger","","0","47.5463690000","10.0199670000"
"dc20988","destination charger","standard charger","","0","59.4439420000","10.6172270000"
"dc21869","destination charger","standard charger","","0","47.2936140000","-1.5258960000"
"dc16189","destination charger","standard charger","","0","50.6693430000","3.8692790000"
"dc16199","destination charger","standard charger","","0","50.8018150000","3.1219200000"
"dc16868","destination charger","standard charger","","0","44.5428850000","10.6233370000"
"dc20510","destination charger","standard charger","","0","58.6052690000","16.6758010000"
"dc20555","destination charger","standard charger","","0","50.5929050000","4.8340900000"
"dc20622","destination charger","standard charger","","0","50.7431550000","3.2152600000"
"dc22194","destination charger","standard charger","","0","50.7588600000","5.7630140000"
"dc22409","destination charger","standard charger","","0","46.0709750000","11.1216690000"
"dc22772","destination charger","standard charger","","0","46.3049280000","10.8624340000"
"dc20476","destination charger","","","0","17.0393120000","-96.7102010000"
"dc23420","destination charger","","","0","20.6328370000","-87.0695040000"
"dc20000","destination charger","","","0","30.0885970000","-83.5713960000"
"dc20119","destination charger","","","0","30.3879010000","-86.4460620000"
"dc23030","destination charger","","","0","32.1008980000","-116.6385680000"
"dc23116","destination charger","","","0","26.8991340000","-101.4269810000"
"dc12967","destination charger","","","0","38.6400430000","-78.6738070000"
"dc18239","destination charger","","","0","43.4806850000","-110.7633830000"
"dc22851","destination charger","","","0","31.9784170000","-116.6522860000"
"dc18956","destination charger","","","0","31.1395040000","-81.3794310000"
"dc21149","destination charger","","","0","25.6503460000","-100.3337540000"
"dc22394","destination charger","","","0","29.4227990000","-98.4930490000"
"dc22472","destination charger","","","0","20.9704560000","-89.6247340000"
"dc23254","destination charger","","","0","39.4626830000","-123.8063480000"
"dc23859","destination charger","","","0","40.7357060000","-73.9950580000"
"dc23860","destination charger","","","0","40.6926350000","-73.9699350000"
"dc19894","destination charger","","","0","45.4931460000","-73.6999400000"
"dc14447","destination charger","","","0","31.2383070000","-98.1327900000"
"dc18845","destination charger","","","0","42.0284530000","-91.6202150000"
"dc18437","destination charger","","","0","36.1333580000","-81.6763810000"
"dc17880","destination charger","","","0","39.4669970000","-121.5158910000"
"dc23580","destination charger","standard charger","","0","25.0802760000","121.5537300000"
"dc2107","destination charger","","","0","35.2499473000","139.0372568000"
"dc21768","destination charger","","","0","34.9924650000","134.1344810000"
"dc22066","destination charger","standard charger","","0","-40.5947280000","172.5293820000"
"waltwhitman","store","","","0","40.8229240000","-73.4106890000"
"shenzhenfutiantianancyberparksupercharger","supercharger","standard charger","","0","22.5296800000","114.0312580000"
"fukuokasupercharger","supercharger","","","0","33.5884510000","130.4972340000"
"dc13792","destination charger","standard charger","","0","47.8563580000","8.1091890000"
"dc12301","destination charger","standard charger","","0","46.6034460000","10.4266090000"
"dc22157","destination charger","standard charger","","0","47.2012170000","10.1090260000"
"dc10784","destination charger","standard charger","","0","41.6504200000","-0.8854340000"
"dc14192","destination charger","standard charger","","0","41.9955980000","3.1974550000"
"dc15120","destination charger","standard charger","","0","46.3911560000","11.2558590000"
"dc17680","destination charger","standard charger","","0","51.5204090000","-0.1695980000"
"dc21283","destination charger","standard charger","","0","42.5777950000","1.6501870000"
"dc21287","destination charger","standard charger","","0","54.5738200000","-3.5737090000"
"dc21849","destination charger","standard charger","","0","42.5092760000","1.5224170000"
"dc22619","destination charger","standard charger","","0","42.5775250000","1.6641840000"
"dc22780","destination charger","standard charger","","0","40.4815540000","-3.3617080000"
"dc23060","destination charger","standard charger","","0","42.4871120000","3.1266270000"
"dc11039","standard charger","destination charger","","0","49.3630250000","3.3082940000"
"dc16568","destination charger","standard charger","","0","47.9529440000","11.4375410000"
"dc16857","destination charger","standard charger","","0","47.3609840000","7.9127400000"
"dc17685","destination charger","standard charger","","0","46.7131350000","15.5392840000"
"dc20615","standard charger","destination charger","","0","46.1263420000","13.0695440000"
"dc21190","destination charger","standard charger","","0","62.5984200000","12.1768770000"
"dc11689","destination charger","standard charger","","0","46.4968650000","9.8379490000"
"dc12198","destination charger","standard charger","","0","47.3411420000","11.8451780000"
"dc12352","destination charger","standard charger","","0","46.8280820000","9.2899140000"
"dc14833","destination charger","standard charger","","0","47.4197220000","9.3671560000"
"dc15278","destination charger","standard charger","","0","47.3378400000","16.2275550000"
"dc15291","standard charger","destination charger","","0","50.6006190000","9.7000430000"
"dc15528","destination charger","standard charger","","0","47.6118560000","7.6680410000"
"dc15866","destination charger","standard charger","","0","46.9952550000","10.8674890000"
"dc16834","destination charger","standard charger","","0","45.9880460000","8.9464310000"
"dc16853","destination charger","standard charger","","0","46.8106970000","13.7698890000"
"dc17907","destination charger","standard charger","","0","43.6349780000","5.4229460000"
"dc18215","destination charger","standard charger","","0","47.0691090000","14.6948370000"
"dc18518","destination charger","standard charger","","0","47.2408380000","2.5981720000"
"dc20775","destination charger","standard charger","","0","47.3244440000","5.0344410000"
"dc21359","destination charger","standard charger","","0","47.2093600000","10.1405840000"
"dc22230","destination charger","standard charger","","0","48.6919060000","9.1681410000"
"dc22330","destination charger","standard charger","","0","46.6561580000","4.6838960000"
"dc22413","destination charger","standard charger","","0","46.0055490000","8.9477010000"
"dc22572","destination charger","standard charger","","0","46.1829580000","7.3837020000"
"dc22634","standard charger","destination charger","","0","46.4695310000","6.8623780000"
"dc22647","destination charger","standard charger","","0","48.1823270000","16.3809200000"
"dc23368","destination charger","standard charger","","0","53.5431430000","8.5730630000"
"dc23848","destination charger","standard charger","","0","54.8368520000","11.4859780000"
"dc24204","destination charger","standard charger","","0","43.6324330000","5.4205840000"
"dc9596","destination charger","standard charger","","0","38.7067850000","-9.1638300000"
"dc13045","destination charger","standard charger","","0","51.0059270000","5.6017570000"
"dc13721","destination charger","standard charger","","0","42.3644600000","2.9516880000"
"dc15531","destination charger","standard charger","","0","46.7455430000","11.7656320000"
"dc18710","destination charger","standard charger","","0","50.8047130000","-4.5243670000"
"dc19875","standard charger","destination charger","","0","46.9888790000","11.9604750000"
"dc21712","destination charger","standard charger","","0","51.2065590000","3.2280960000"
"dc21957","destination charger","standard charger","","0","40.4245570000","-3.6732350000"
"dc22264","destination charger","standard charger","","0","52.6642740000","1.3413520000"
"dc22462","destination charger","standard charger","","0","41.3870280000","2.1288630000"
"dc22464","destination charger","standard charger","","0","43.2609890000","-2.9294110000"
"dc22484","standard charger","destination charger","","0","45.0308630000","3.0416390000"
"dc22610","destination charger","standard charger","","0","41.4399330000","2.1986630000"
"dc22835","destination charger","standard charger","","0","46.6826740000","16.1389080000"
"dc23530","destination charger","standard charger","","0","38.7078760000","-9.4598540000"
"dc23591","destination charger","standard charger","","0","51.3689760000","5.2301100000"
"dc18163","destination charger","standard charger","","0","-33.8019910000","150.8710320000"
"dc19366","destination charger","standard charger","","0","-34.4876520000","138.9464350000"
"dc21531","destination charger","standard charger","","0","-37.3902900000","144.2601180000"
"dc22602","destination charger","standard charger","","0","-12.4549120000","130.8366620000"
"dc23695","destination charger","standard charger","","0","-19.2714520000","146.7858810000"
"dc24238","destination charger","standard charger","","0","-37.8127530000","144.9398720000"
"dc24239","destination charger","standard charger","","0","-37.8132470000","144.9371840000"
"dc23260","destination charger","standard charger","","0","-41.2954300000","174.7747850000"
"dc23579","destination charger","standard charger","","0","25.0067330000","121.4749450000"
"dc23582","destination charger","standard charger","","0","25.1177650000","121.5342030000"
"dc24012","standard charger","destination charger","","0","22.5823670000","120.3291840000"
"dc14432","destination charger","","","0","40.7935220000","-77.8583850000"
"dc13370","destination charger","","","0","24.5604830000","-81.8019720000"
"dc19989","destination charger","","","0","26.3160720000","-80.0758090000"
"dc23558","destination charger","","","0","19.1391080000","-96.1042750000"
"dc13117","destination charger","","","0","33.3833130000","-84.7654320000"
"dc23004","destination charger","","","0","40.8039340000","-73.9660490000"
"dc14835","destination charger","","","0","39.4616500000","-77.1623960000"
"dc19512","destination charger","","","0","34.3754760000","-80.0725660000"
"dc23494","destination charger","","","0","24.5507060000","-81.7993590000"
"dc19023","destination charger","","","0","29.6884530000","-95.4196090000"
"dc22442","destination charger","","","0","31.2555250000","-85.4285620000"
"dc20883","destination charger","","","0","37.7545460000","-100.0213710000"
"dc22288","destination charger","","","0","18.9364520000","-99.2235520000"
"dc22443","destination charger","","","0","39.4319230000","-94.7763180000"
"dc18458","destination charger","","","0","40.6115180000","-79.1601110000"
"dc22473","destination charger","","","0","20.9862550000","-89.6186140000"
"dc18439","destination charger","","","0","41.9846400000","-73.4220240000"
"cagnessurmersupercharger","supercharger","standard charger","","0","43.6664460000","7.1273720000"
"sisteronsupercharger","supercharger","standard charger","","0","44.2261990000","5.9135540000"
"glendaleamericana","store","","","0","34.1447100000","-118.2554460000"
"jebelalisupercharger","supercharger","","","0","24.9107320000","54.9625170000"
"masdarcitysupercharger","supercharger","","","0","24.4408190000","54.6188990000"
"dc23561","standard charger","destination charger","","0","24.4884460000","54.6088210000"
"dc23563","standard charger","destination charger","","0","25.1412720000","55.1851650000"
"dc23699","standard charger","destination charger","","0","25.1415840000","55.1911920000"
"dc23701","standard charger","destination charger","","0","25.1372010000","55.1870050000"
"dc23702","standard charger","destination charger","","0","25.1352150000","55.1860590000"
"dc23704","standard charger","destination charger","","0","25.1317880000","55.1843770000"
"dc24055","standard charger","destination charger","","0","25.0770920000","55.1409330000"
"dc24056","standard charger","destination charger","","0","25.5843840000","55.8348320000"
"dc24057","standard charger","destination charger","","0","25.1294370000","55.1531460000"
"dc24059","standard charger","destination charger","","0","24.5029550000","54.3879800000"
"dc24060","standard charger","destination charger","","0","25.0789470000","55.1379470000"
"dc24062","standard charger","destination charger","","0","25.0417770000","55.1154970000"
"dc24065","standard charger","destination charger","","0","25.2026180000","55.2796990000"
"dc24066","standard charger","destination charger","","0","25.0673740000","55.1642170000"
"dc24215","standard charger","destination charger","","0","25.2175450000","55.2828540000"
"dc24216","standard charger","destination charger","","0","25.2023680000","55.2399900000"
"dc24227","standard charger","destination charger","","0","25.1971080000","55.2740470000"
"dc24229","standard charger","destination charger","","0","25.0984890000","55.1235960000"
"dc23565","standard charger","destination charger","","0","25.0827210000","55.1375380000"
"dc24061","standard charger","destination charger","","0","25.1181050000","55.2005660000"
"dc24165","standard charger","destination charger","","0","25.2124140000","55.2795130000"
"mannheimengelhorn","store","","","0","49.4860660000","8.4700720000"
"canarywharf","store","","","0","51.5048929000","-0.0205008000"
"grandarcadecambridge","store","","","0","52.2037030000","0.1228790000"
"hiinternationalmarketplace","store","","","0","21.2774410000","-157.8268440000"
"pittsburghwexford","store","service","","0","40.6461445000","-80.0711121000"
"ammanalummalstreet","store","service","","0","31.9384810000","35.8442220000"
"cheongdam","store","","","0","37.5232010000","127.0559460000"
"starfieldhanam","store","","","0","37.5454060000","127.2237150000"
"taipeineihuservicecenter","store","service","supercharger","0","25.0672860000","121.5770150000"
"vanhornsupercharger","supercharger","standard charger","","0","31.0342710000","-104.8614350000"
"occhiobellosupercharger","supercharger","standard charger","","0","44.9187870000","11.5940510000"
"hamiltonsupercharger","supercharger","standard charger","","0","-37.7475400000","175.2324800000"
"dc21780","destination charger","","","0","47.9147740000","-124.5442490000"
"dc23257","destination charger","","","0","25.2412990000","-101.1738960000"
"dc11852","destination charger","","","0","28.3169690000","-81.5412470000"
"dc20402","destination charger","","","0","27.9598290000","-82.4450180000"
"dc21301","destination charger","","","0","19.3579070000","-99.2781610000"
"dc21420","destination charger","","","0","28.3949380000","-80.6129770000"
"dc23142","destination charger","","","0","16.8262950000","-99.8621220000"
"dc20959","destination charger","","","0","40.7630600000","-73.9684090000"
"dc20960","destination charger","","","0","40.7606480000","-73.9741930000"
"dc23143","destination charger","","","0","19.4248360000","-99.1678990000"
"dc22950","destination charger","","","0","31.8698520000","-116.6770400000"
"dc24292","destination charger","","","0","40.6948410000","-73.9828490000"
"dc20518","destination charger","","","0","37.0164400000","-88.5900060000"
"dc17944","destination charger","","","0","37.0864670000","-88.6830830000"
"dc24138","destination charger","","","0","40.7874020000","-73.9505460000"
"dc16564","destination charger","","","0","36.1083450000","-115.1687980000"
"dc22664","destination charger","","","0","38.5368100000","-120.7927220000"
"dc19735","destination charger","","","0","43.3010060000","-70.5688640000"
"dc6160","destination charger","","","0","24.7090820000","-81.1049490000"
"dc6567","destination charger","","","0","41.2874100000","-81.3608340000"
"dc18599","destination charger","","","0","39.1153070000","-108.5355760000"
"dc13635","destination charger","","","0","38.1870140000","-83.4773850000"
"dc23693","destination charger","standard charger","","0","-34.4233720000","150.8922920000"
"dc23821","destination charger","standard charger","","0","-36.9683150000","139.7584450000"
"dc24147","destination charger","standard charger","","0","-33.3608240000","151.4995520000"
"dc21184","destination charger","standard charger","","0","46.9349820000","4.8414990000"
"dc21958","destination charger","standard charger","","0","40.4976600000","-3.6610810000"
"dc22576","destination charger","standard charger","","0","49.4149110000","7.5666010000"
"dc23367","destination charger","standard charger","","0","46.5785160000","9.9260880000"
"dc24298","destination charger","standard charger","","0","48.8889650000","8.7032310000"
"dc24303","destination charger","standard charger","","0","49.8597430000","10.1836800000"
"dc15617","destination charger","standard charger","","0","47.5642510000","8.8749670000"
"dc16027","destination charger","standard charger","","0","46.9808380000","8.6178460000"
"dc19139","destination charger","standard charger","","0","46.1786860000","11.8325290000"
"dc21891","destination charger","standard charger","","0","46.7144740000","0.4133730000"
"dc23110","destination charger","standard charger","","0","47.3468770000","5.1913060000"
"dc23425","destination charger","standard charger","","0","47.2606730000","6.9449860000"
"dc16066","destination charger","standard charger","","0","61.6716810000","10.1025250000"
"dc17007","destination charger","standard charger","","0","51.4522380000","7.0075220000"
"dc18319","destination charger","standard charger","","0","54.3166350000","13.0927170000"
"dc19960","standard charger","destination charger","","0","59.4948770000","6.5270300000"
"dc22702","destination charger","standard charger","","0","46.5375320000","6.5677620000"
"dc22957","destination charger","standard charger","","0","44.2438000000","7.5331070000"
"dc1577","destination charger","standard charger","","0","59.2705270000","15.2137450000"
"dc9853","destination charger","standard charger","","0","45.5169870000","13.5695200000"
"dc20585","destination charger","standard charger","","0","43.9216580000","5.1936040000"
"dc21616","destination charger","standard charger","","0","46.3716697700","14.1054277400"
"dc22012","destination charger","standard charger","","0","49.5815500000","3.0000890000"
"dc10274","destination charger","standard charger","","0","51.6701200000","5.2934470000"
"dc15968","destination charger","standard charger","","0","54.9684880000","-1.6320410000"
"dc17678","destination charger","standard charger","","0","51.5574130000","0.0728400000"
"dc18424","destination charger","standard charger","","0","47.1778140000","7.4488190000"
"dc19462","destination charger","standard charger","","0","51.5844960000","-4.1246130000"
"dc19652","destination charger","standard charger","","0","52.7116030000","-1.4791900000"
"dc14304","destination charger","","","0","39.8035120000","140.7973600000"
"sanjuandelriosupercharger","supercharger","standard charger","","0","20.3845010000","-100.0129260000"
"angzhousupercharger","supercharger","standard charger","","0","30.2726660000","120.1376590000"
"dc2073","destination charger","","","0","30.2505410000","-97.7494220000"
"dc20739","destination charger","","","0","36.8381560000","-76.3023190000"
"dc16959","destination charger","","","0","33.0706650000","-96.8650570000"
"dc21351","destination charger","","","0","48.1496180000","-123.1536480000"
"dc23683","destination charger","","","0","32.8261110000","-96.8470060000"
"dc23929","destination charger","","","0","40.6825600000","-111.5567540000"
"dc19509","destination charger","","","0","20.7126910000","-103.4123040000"
"dc20481","destination charger","","","0","19.1500070000","-96.0942310000"
"dc22269","destination charger","","","0","20.7096220000","-103.4132820000"
"dc20225","destination charger","","","0","37.4363600000","-93.5476000000"
"dc20562","destination charger","","","0","37.1850350000","-113.7064550000"
"dc21618","destination charger","","","0","27.4653450000","-82.6977540000"
"dc21619","destination charger","","","0","27.4728480000","-82.7006970000"
"dc23771","destination charger","","","0","19.3954310000","-99.1468500000"
"dc23772","destination charger","","","0","19.3918700000","-99.1377510000"
"dc22855","destination charger","","","0","16.7890780000","-99.7984210000"
"dc24181","destination charger","","","0","25.6540450000","-100.3487800000"
"dc15786","destination charger","","","0","38.6559320000","-122.9373240000"
"dc21485","destination charger","","","0","35.9764090000","-78.5427880000"
"dc20756","destination charger","","","0","33.8019010000","-116.5323880000"
"dc12320","destination charger","","","0","45.1060780000","-72.6153230000"
"dc24275","destination charger","","","0","49.6409750000","-124.0687890000"
"dc6260","destination charger","","","0","33.5948246000","130.3596936000"
"dc17055","destination charger","standard charger","","0","-37.8379360000","144.9956040000"
"dc23696","destination charger","standard charger","","0","-26.5752670000","148.8077330000"
"dc23822","destination charger","standard charger","","0","-37.7924910000","175.2806340000"
"dc20969","destination charger","standard charger","","0","51.9003340000","-8.2926910000"
"dc23024","destination charger","standard charger","","0","43.5177140000","16.2319410000"
"dc22408","destination charger","standard charger","","0","46.5221990000","10.1254150000"
"dc22571","destination charger","standard charger","","0","58.9441450000","11.1577460000"
"dc23614","destination charger","standard charger","","0","46.4765090000","11.7701380000"
"dc15292","destination charger","standard charger","","0","49.5837290000","7.4462550000"
"dc17245","destination charger","standard charger","","0","47.3278540000","12.7862630000"
"dc18290","standard charger","destination charger","","0","51.1251290000","6.9934250000"
"dc18984","destination charger","standard charger","","0","50.5764690000","6.4995500000"
"dc22637","destination charger","standard charger","","0","49.2288870000","6.9907480000"
"dc23473","destination charger","standard charger","","0","48.1500850000","11.6820850000"
"dc23474","destination charger","standard charger","","0","50.9398800000","7.0172920000"
"dc10852","destination charger","standard charger","","0","49.3599400000","0.0715860000"
"dc18399","destination charger","standard charger","","0","47.2689410000","15.8961430000"
"dc20929","destination charger","standard charger","","0","47.5769640000","-0.4699360000"
"dc22227","destination charger","standard charger","","0","45.5551990000","8.0629030000"
"dc22693","destination charger","standard charger","","0","44.3010090000","4.5676240000"
"dc14625","destination charger","standard charger","","0","45.0553590000","7.6759230000"
"dc16162","destination charger","standard charger","","0","52.4213060000","13.1676350000"
"dc18830","destination charger","standard charger","","0","47.4598070000","7.7418830000"
"dc22609","destination charger","standard charger","","0","41.4082580000","2.2117400000"
"dc22776","destination charger","standard charger","","0","40.0291140000","-6.0938010000"
"dc23477","destination charger","standard charger","","0","51.4925150000","6.8814560000"
"dc1674","destination charger","standard charger","","0","59.0912120000","7.5410920000"
"dc14666","destination charger","standard charger","","0","49.7522450000","11.5392780000"
"dc15707","destination charger","standard charger","","0","50.9938570000","8.1061840000"
"dc17814","standard charger","destination charger","","0","46.5453440000","11.5660260000"
"dc19622","destination charger","standard charger","","0","49.3172620000","6.7552910000"
"dc19845","standard charger","destination charger","","0","46.8512000000","11.5209910000"
"dc20409","destination charger","standard charger","","0","57.0509470000","9.9199990000"
"dc21995","destination charger","standard charger","","0","44.0426160000","9.9633000000"
"dc22704","destination charger","standard charger","","0","46.8117050000","7.1572040000"
"dc22864","destination charger","standard charger","","0","45.8350020000","15.4172020000"
"dc23466","standard charger","destination charger","","0","45.8738280000","8.9796100000"
"dc23475","destination charger","standard charger","","0","51.4863230000","7.2162610000"
"dc23476","destination charger","standard charger","","0","50.2014060000","6.4152080000"
"dc23550","destination charger","standard charger","","0","52.4296500000","13.4545190000"
"dc23566","destination charger","standard charger","","0","46.3800790000","7.6300560000"
"hoornsupercharger","supercharger","standard charger","","0","52.6507690000","5.0389170000"
"dc12987","destination charger","","","0","40.1226890000","-87.4546780000"
"dc24765","destination charger","","","0","32.0860420000","-116.6226110000"
"dc20496","destination charger","","","0","40.6633910000","-111.4936050000"
"dc22567","destination charger","","","0","39.8640110000","-77.0565710000"
"dc23446","destination charger","","","0","38.1219000000","-81.1188540000"
"dc23449","destination charger","","","0","39.5055290000","-78.3000080000"
"dc4079","destination charger","","","0","26.2161640000","-81.8039330000"
"dc14372","destination charger","","","0","33.5260070000","-111.9259560000"
"dc21297","destination charger","","","0","19.5166130000","-96.8800070000"
"dc21624","destination charger","","","0","34.4095630000","-84.0433500000"
"dc24470","destination charger","","","0","20.6727290000","-103.3657570000"
"dc2325","destination charger","","","0","30.4138660000","-86.6573840000"
"dc23914","destination charger","","","0","47.6176010000","-122.1934920000"
"dc24795","destination charger","","","0","19.2011390000","-96.1317680000"
"dc21299","destination charger","","","0","19.5161190000","-96.8797480000"
"dc23960","destination charger","","","0","18.9531440000","-99.2365030000"
"dc24763","destination charger","","","0","19.4483820000","-103.7194560000"
"dc15207","destination charger","","","0","28.4402310000","-81.4691930000"
"dc15557","destination charger","","","0","39.1600520000","-76.7118470000"
"dc15614","destination charger","","","0","41.1221170000","-85.1253860000"
"dc19619","destination charger","","","0","46.3012220000","-72.5427950000"
"dc23263","destination charger","standard charger","","0","-37.8497460000","144.9787030000"
"dc22095","destination charger","standard charger","","0","-32.2761290000","115.7321790000"
"dc15520","destination charger","standard charger","","0","-36.5206440000","146.6840440000"
"dc22474","destination charger","standard charger","","0","-38.7035340000","176.0990350000"
"dc23824","destination charger","standard charger","","0","-43.5742800000","172.5707500000"
"dc24729","destination charger","","","0","34.8015050000","135.5037640000"
"alphotel-innsbruck","store","","","0","47.2649720000","11.4288410000"
"mercatosanseverinosupercharger","supercharger","standard charger","","0","40.7719520000","14.7460480000"
"lasvegasblvdsouthsupercharger","supercharger","standard charger","","0","36.0707040000","-115.1728950000"
"aichinagoya","store","service","","0","35.1603590000","136.9291670000"
"dc24549","destination charger","standard charger","","0","24.1522530000","120.6846480000"
"dc24121","destination charger","standard charger","","0","22.9867790000","120.1996880000"
"dc24770","destination charger","standard charger","","0","22.7500960000","121.1533510000"
"dc19196","destination charger","standard charger","","0","25.0615498000","121.5472893000"
"airedesaintpriestsupercharger","supercharger","standard charger","","0","45.6980420000","4.9755130000"
"airedemanissieuxsupercharger","supercharger","standard charger","","0","45.6984800000","4.9775410000"
"langon","supercharger","standard charger","","0","44.5424400000","-0.2539720000"
"madridgetafeservice","service","","","0","40.3303880000","-3.6945260000"
"waterloosupercharger","supercharger","standard charger","","0","42.9692520000","-76.8460050000"
"klamathfallssupercharger","supercharger","standard charger","","0","42.2169150000","-121.7563500000"
"mariborsupercharger","supercharger","standard charger","","0","46.5332478500","15.6993663300"
"dc24722","destination charger","standard charger","","0","24.0032490000","121.6226210000"
"dc25002","standard charger","destination charger","","0","23.8298210000","121.5132470000"
"dc24678","destination charger","standard charger","","0","25.0725190000","121.5437640000"
"dc24679","destination charger","standard charger","","0","24.1469630000","120.6308000000"
"dc24771","destination charger","standard charger","","0","22.6924570000","121.0209540000"
"dc25001","destination charger","standard charger","","0","25.0398280000","121.5682800000"
"dc24122","standard charger","destination charger","","0","22.6143260000","120.3067500000"
"dc21744","destination charger","","","0","34.0105620000","-118.4854670000"
"dc19770","destination charger","","","0","43.0825120000","-79.0832300000"
"dc22445","destination charger","","","0","49.3034430000","-121.7901360000"
"dc13826","destination charger","","","0","38.3603780000","-75.0727560000"
"dc24188","destination charger","","","0","20.5807980000","-100.3691140000"
"dc13810","destination charger","","","0","24.9243130000","-80.6311460000"
"dc16649","destination charger","","","0","48.1015790000","-123.4771190000"
"dc17043","destination charger","","","0","46.5453310000","-122.5089670000"
"dc19050","destination charger","","","0","38.6547410000","-90.3386360000"
"dc19110","destination charger","","","0","33.4963610000","-111.9245920000"
"dc24367","destination charger","","","0","38.4971320000","-122.7663410000"
"dc25089","destination charger","","","0","29.8884140000","-81.3235670000"
"dc24473","destination charger","","","0","19.0753440000","-104.3043630000"
"dc6325","destination charger","","","0","35.6452490000","-120.8024950000"
"dc18787","destination charger","","","0","40.1159670000","-83.0136040000"
"dc19815","destination charger","","","0","38.4603840000","-78.1286550000"
"dc20918","destination charger","","","0","19.5391160000","-99.2001640000"
"dc21724","destination charger","","","0","35.1961140000","-89.7973910000"
"dc21152","destination charger","","","0","29.6020600000","-97.9500290000"
"dc13503","destination charger","","","0","39.5272510000","-119.8087690000"
"dc19967","destination charger","","","0","38.9573200000","-119.9423560000"
"dc19855","destination charger","","","0","36.6350460000","-88.3096910000"
"dc18804","destination charger","","","0","38.5212580000","-122.3806290000"
"dc23002","destination charger","","","0","29.6951150000","-98.0990540000"
"dc12183","destination charger","","","0","52.1138380000","-119.3010010000"
"dc19022","destination charger","","","0","30.1981630000","-93.2389340000"
"dc14627","destination charger","","","0","38.4285210000","-122.5554430000"
"dc14408","destination charger","","","0","44.9494700000","-122.9914450000"
"dc12808","destination charger","","","0","33.7983700000","-117.9137140000"
"dc13096","destination charger","","","0","44.0468510000","-121.3223360000"
"dc14202","destination charger","","","0","38.7352740000","-86.4142630000"
"dc18367","destination charger","","","0","42.8583540000","-78.3468810000"
"dc15749","destination charger","","","0","33.3629200000","-86.8283710000"
"dc19260","destination charger","","","0","33.1019830000","-96.8172990000"
"dc13244","destination charger","","","0","58.5192260000","-117.1194670000"
"dc15022","destination charger","","","0","42.0123820000","-87.7885200000"
"dc20669","destination charger","","","0","36.1350980000","-115.1555220000"
"dc16954","destination charger","","","0","32.9267550000","-96.8016580000"
"dc15093","destination charger","","","0","40.0787350000","-83.0396260000"
"dc12736","destination charger","","","0","35.1575130000","-120.5363780000"
"dc15597","destination charger","","","0","29.5223090000","-98.1375070000"
"dc13786","destination charger","","","0","33.1935770000","-117.1422170000"
"dc13632","destination charger","","","0","40.7679480000","-73.8677840000"
"dc18877","destination charger","","","0","29.9280710000","-95.5459540000"
"dc19021","destination charger","","","0","29.9891430000","-95.5717720000"
"dc14829","destination charger","","","0","41.7137160000","-81.2990070000"
"dc19636","destination charger","","","0","46.0424480000","-73.7073660000"
"dc17535","destination charger","","","0","36.3550030000","-105.6136780000"
"dc18843","destination charger","","","0","29.9995780000","-95.1960490000"
"dc19003","destination charger","","","0","35.1909640000","-101.9310120000"
"dc436","destination charger","","","0","32.9041370000","-117.2445300000"
"dc15843","destination charger","","","0","34.7869250000","-111.7642010000"
"dc14325","destination charger","","","0","32.9134970000","-97.0098050000"
"dc15926","destination charger","","","0","38.7912260000","-104.8501010000"
"dc13395","destination charger","","","0","40.6148910000","-75.3592430000"
"dc15593","destination charger","","","0","33.7427720000","-116.4126580000"
"dc13966","destination charger","","","0","43.3492400000","-70.4723960000"
"dc22980","destination charger","","","0","35.1536400000","-120.6051960000"
"dc23205","destination charger","","","0","34.1641640000","-116.2472330000"
"dc15348","destination charger","standard charger","","0","51.5667450000","-1.2396340000"
"dc19743","destination charger","standard charger","","0","51.8795690000","-5.2602370000"
"dc19391","destination charger","standard charger","","0","63.7306540000","8.8287820000"
"dc16650","destination charger","standard charger","","0","65.0944180000","17.1153690000"
"dc16696","destination charger","standard charger","","0","51.4901590000","-0.6724050000"
"dc21124","destination charger","standard charger","","0","55.8842740000","-3.5143470000"
"dc16177","destination charger","standard charger","","0","51.4337970000","-2.6115560000"
"dc19879","destination charger","standard charger","","0","51.1078560000","-0.0664260000"
"dc23402","destination charger","standard charger","","0","61.7751270000","6.2165030000"
"dc16084","destination charger","standard charger","","0","52.9319080000","1.0374590000"
"dc19255","destination charger","standard charger","","0","68.7815260000","17.7951780000"
"dc22180","destination charger","standard charger","","0","46.0803670000","14.5134720000"
"dc23616","destination charger","standard charger","","0","44.8530580000","-0.5891050000"
"dc23700","destination charger","standard charger","","0","43.5876700000","6.3075800000"
"dc23782","destination charger","standard charger","","0","41.5070660000","-7.7995460000"
"dc14587","destination charger","standard charger","","0","39.4610480000","-6.4327610000"
"dc15797","destination charger","standard charger","","0","47.4352950000","8.2915310000"
"dc16037","destination charger","standard charger","","0","51.2960390000","8.6105700000"
"dc18447","destination charger","standard charger","","0","47.1118430000","8.3647960000"
"dc20188","destination charger","standard charger","","0","59.3393820000","18.2036390000"
"dc20565","destination charger","standard charger","","0","42.5326550000","1.7011980000"
