"location_id","location_type__001","location_type__002","location_type__003","open_soon","latitude","longitude"
"dc24376","destination charger","standard charger","","0","-34.7248210000","135.8695640000"
"dc24829","destination charger","standard charger","","0","-36.2907690000","174.8054890000"
"dc14268","destination charger","standard charger","","0","54.8893500000","10.4057470000"
"dc19884","destination charger","standard charger","","0","54.8562840000","10.5216620000"
"dc19885","destination charger","standard charger","","0","54.9415570000","10.2586250000"
"dc23538","destination charger","standard charger","","0","40.7143120000","-8.1199740000"
"dc16197","destination charger","standard charger","","0","47.5755060000","9.6112880000"
"dc22862","destination charger","standard charger","","0","44.7811600000","2.3515830000"
"dc25118","destination charger","standard charger","","0","46.4751030000","7.2845260000"
"dc25426","destination charger","standard charger","","0","48.2447270000","11.6542440000"
"dc13688","destination charger","standard charger","","0","48.6428820000","-2.3889920000"
"dc14588","destination charger","standard charger","","0","45.6419350000","13.7808070000"
"dc18363","destination charger","standard charger","","0","54.3797860000","10.9784010000"
"dc19610","destination charger","standard charger","","0","45.6396410000","4.7223100000"
"dc23064","destination charger","standard charger","","0","46.1628240000","-1.1509750000"
"dc12115","destination charger","standard charger","","0","43.6953220000","-0.3789790000"
"dc12437","destination charger","standard charger","","0","44.6169200000","8.0515900000"
"dc14072","destination charger","standard charger","","0","50.8777880000","-3.3790790000"
"dc14074","destination charger","standard charger","","0","53.7173620000","-1.3835670000"
"dc14400","destination charger","standard charger","","0","38.7169540000","-9.1433870000"
"dc14573","destination charger","standard charger","","0","44.6780700000","10.6892220000"
"dc14672","destination charger","standard charger","","0","44.4093000000","8.9354250000"
"dc15613","destination charger","standard charger","","0","46.4634940000","11.2783960000"
"dc15863","destination charger","standard charger","","0","46.7488030000","13.1451100000"
"dc16426","destination charger","standard charger","","0","47.8129580000","10.8970650000"
"dc16843","destination charger","standard charger","","0","47.4945190000","11.0939440000"
"dc17626","destination charger","standard charger","","0","46.0232290000","10.8781320000"
"dc18735","destination charger","standard charger","","0","47.6838570000","8.6296540000"
"dc19537","destination charger","standard charger","","0","49.6712010000","8.5860840000"
"dc19930","destination charger","standard charger","","0","48.5099970000","9.0598370000"
"dc22209","destination charger","standard charger","","0","43.9161770000","8.0916440000"
"dc22220","destination charger","standard charger","","0","45.4371390000","12.4379150000"
"dc23365","destination charger","standard charger","","0","52.3288310000","9.7760660000"
"dc23635","destination charger","standard charger","","0","49.9968640000","8.2807120000"
"dc23837","destination charger","standard charger","","0","45.4633960000","9.1826920000"
"dc23934","destination charger","standard charger","","0","42.0085390000","-1.6637850000"
"dc23973","destination charger","standard charger","","0","44.2001290000","12.4057250000"
"dc24385","destination charger","standard charger","","0","48.2239330000","12.6773430000"
"dc25012","destination charger","standard charger","","0","47.3158630000","7.6951670000"
"dc25184","destination charger","standard charger","","0","49.8046360000","10.1699650000"
"dc25254","destination charger","standard charger","","0","47.4624650000","10.6200570000"
"dc25427","destination charger","standard charger","","0","43.9068550000","11.4399280000"
"dc14665","destination charger","standard charger","","0","36.3741810000","-6.1840880000"
"dc20341","destination charger","standard charger","","0","40.6299020000","14.3911700000"
"dc23366","destination charger","standard charger","","0","61.7320940000","9.3695350000"
"dc14174","destination charger","standard charger","","0","47.4496010000","12.1566270000"
"dc15183","destination charger","standard charger","","0","45.4102600000","11.8963880000"
"dc15740","destination charger","standard charger","","0","47.5850020000","7.5649790000"
"dc17494","destination charger","standard charger","","0","47.9347050000","12.7529740000"
"dc17864","destination charger","standard charger","","0","49.5892610000","12.1174250000"
"dc18258","destination charger","standard charger","","0","54.2779300000","9.1979920000"
"dc22643","destination charger","standard charger","","0","46.9395980000","5.8777670000"
"dc22861","destination charger","standard charger","","0","44.7743500000","-0.6397100000"
"dc24551","destination charger","standard charger","","0","47.2542730000","9.5783490000"
"dc24734","destination charger","standard charger","","0","52.9034740000","1.0418040000"
"dc25114","destination charger","standard charger","","0","53.1125510000","9.9605860000"
"dc14944","destination charger","standard charger","","0","46.5179950000","11.5027491100"
"dc17228","destination charger","standard charger","","0","52.2251190000","21.0116560000"
"dc17794","destination charger","standard charger","","0","46.7009300000","8.8453530000"
"dc18196","destination charger","standard charger","","0","50.0801460000","14.4357610000"
"dc19707","destination charger","standard charger","","0","46.7331650000","12.2812790000"
"dc20017","destination charger","standard charger","","0","52.4067390000","16.9106770000"
"dc20143","destination charger","standard charger","","0","44.6362350000","8.1104980000"
"dc20258","destination charger","standard charger","","0","45.3833360000","2.2283450000"
"dc20970","destination charger","standard charger","","0","45.7397580000","10.4759000000"
"dc21414","destination charger","standard charger","","0","51.1992220000","5.9881710000"
"dc21707","destination charger","standard charger","","0","45.9580300000","8.4725100000"
"dc23585","destination charger","standard charger","","0","46.5221750000","6.6267530000"
"dc23869","destination charger","standard charger","","0","49.3536700000","-1.0794370000"
"dc25064","destination charger","standard charger","","0","46.6266270000","10.4460280000"
"dc25134","destination charger","standard charger","","0","51.8823250000","10.5595470000"
"dc17425","destination charger","standard charger","","0","48.5444640000","7.7126300000"
"dc19314","destination charger","standard charger","","0","46.9268100000","-0.9601980000"
"dc21877","destination charger","standard charger","","0","47.1761730000","4.4284050000"
"dc24036","destination charger","standard charger","","0","46.9278670000","-0.9578420000"
"dc11768","destination charger","standard charger","","0","43.5548350000","7.1333430000"
"dc14663","destination charger","standard charger","","0","48.4020560000","-4.4843220000"
"dc14752","destination charger","standard charger","","0","60.1771530000","24.9516120000"
"dc19572","destination charger","standard charger","","0","42.7392720000","12.5250760000"
"dc22998","destination charger","standard charger","","0","62.4695740000","6.1981180000"
"dc23797","destination charger","standard charger","","0","45.0466560000","9.0060740000"
"dc23886","destination charger","standard charger","","0","45.9179750000","11.1905300000"
"dc24589","destination charger","standard charger","","0","45.5137950000","10.4780220000"
"dc24925","destination charger","standard charger","","0","45.7940120000","8.4245180000"
"dc26022","destination charger","standard charger","","0","45.1245600000","10.7883880000"
"dc12914","destination charger","standard charger","","0","53.5069650000","12.6971690000"
"dc15139","destination charger","standard charger","","0","52.1896560000","7.0426260000"
"dc15160","destination charger","standard charger","","0","47.1399080000","10.1584620000"
"dc16371","destination charger","standard charger","","0","47.4413060000","8.2016220000"
"dc16513","destination charger","standard charger","","0","47.7174850000","11.7613520000"
"dc16626","destination charger","standard charger","","0","51.0841110000","11.9346450000"
"dc17324","destination charger","standard charger","","0","47.5846640000","12.0662310000"
"dc18316","destination charger","standard charger","","0","47.6846060000","11.9884740000"
"dc22833","destination charger","standard charger","","0","52.8248990000","-1.3862170000"
"dc25171","destination charger","standard charger","","0","51.4899700000","7.0085500000"
"dc25594","standard charger","destination charger","","0","47.6642100000","13.1233820000"
"dc25658","destination charger","standard charger","","0","47.2355410000","9.5981130000"
"futiancocopark","store","","","0","22.5341840000","114.0534620000"
"changzhouchangfamansionsupercharger","supercharger","standard charger","","0","31.6966070000","119.9533290000"
"tupelomssupercharger","supercharger","standard charger","","0","34.3115370000","-88.7008410000"
"dc19897","destination charger","","","0","29.3052290000","-94.7989220000"
"dc16584","destination charger","","","0","39.1318690000","-123.5325710000"
"dc23520","destination charger","","","0","33.8898580000","-83.3273560000"
"dc20173","destination charger","","","0","26.2127530000","-81.7466690000"
"dc20358","destination charger","","","0","35.3857010000","-86.2317660000"
"dc23053","destination charger","","","0","19.0986980000","-98.2337720000"
"dc23054","destination charger","","","0","19.1120440000","-98.2499210000"
"dc24713","destination charger","","","0","35.6749680000","-120.7296150000"
"dc24451","destination charger","","","0","33.7981510000","-117.9154640000"
"dc25367","destination charger","","","0","37.5230140000","-120.8844500000"
"dc18846","destination charger","","","0","28.0264080000","-82.1506540000"
"dc20112","destination charger","","","0","26.1393180000","-81.7824180000"
"dc20549","destination charger","","","0","46.2718490000","-119.2691670000"
"dc20607","destination charger","","","0","41.6558690000","-93.4896690000"
"dc21953","destination charger","","","0","18.9147520000","-98.9419230000"
"dc23145","destination charger","","","0","33.6914940000","-117.8804650000"
"dc23242","destination charger","","","0","18.9129850000","-98.9454830000"
"dc23243","destination charger","","","0","18.9035880000","-98.9494840000"
"dc23245","destination charger","","","0","18.8833040000","-98.9848730000"
"dc24083","destination charger","","","0","28.3368180000","-81.5877630000"
"dc25379","destination charger","","","0","42.8475110000","-70.9084090000"
"dc25476","destination charger","","","0","40.9185530000","-72.6564150000"
"dc26936","destination charger","","","0","20.5561440000","-101.1606870000"
"dc18890","destination charger","","","0","44.3710970000","-100.3623750000"
"dc20597","destination charger","","","0","38.7161970000","-122.8935650000"
"dc23811","destination charger","","","0","43.0105720000","-81.1569210000"
"dc23948","destination charger","","","0","43.0298470000","-80.8551570000"
"dc26323","destination charger","","","0","20.6489990000","-103.4036590000"
"dc22201","destination charger","","","0","29.1972350000","-80.9930180000"
"dc23140","destination charger","","","0","34.2199080000","-77.8175520000"
"dc23375","destination charger","","","0","19.4302760000","-99.2109110000"
"dc24082","destination charger","","","0","28.4478890000","-81.4729720000"
"dc24086","destination charger","","","0","28.4474270000","-81.4717950000"
"dc12691","destination charger","","","0","36.1599490000","-86.7772710000"
"dc23378","destination charger","","","0","19.4239760000","-99.2042770000"
"dc20179","destination charger","","","0","32.7797050000","-116.9916900000"
"dc23919","destination charger","","","0","47.6253780000","-122.3445960000"
"dc23922","destination charger","","","0","47.1766900000","-122.2931000000"
"dc25352","destination charger","","","0","31.7205160000","-106.3036000000"
"dc18679","destination charger","","","0","25.7819540000","-80.1426260000"
"dc19771","destination charger","","","0","46.2812940000","-119.2734520000"
"dc23006","destination charger","","","0","44.7430830000","-65.5194100000"
"dc23379","destination charger","","","0","33.4585900000","-88.8004230000"
"dc23382","destination charger","","","0","33.4537780000","-88.8054040000"
"dc23628","destination charger","","","0","38.5625740000","-90.4058610000"
"dc23757","destination charger","","","0","38.7359160000","-90.3597240000"
"dc24489","destination charger","","","0","28.2316330000","-80.7167490000"
"dc22789","destination charger","standard charger","","0","38.7221620000","-9.2176010000"
"dc22381","destination charger","standard charger","","0","47.2898830000","9.6561510000"
"dc23951","destination charger","standard charger","","0","38.7772220000","-7.4202080000"
"dc17161","destination charger","standard charger","","0","48.1638570000","14.0285410000"
"dc15514","destination charger","standard charger","","0","46.6790400000","15.5624420000"
"dc17721","destination charger","standard charger","","0","47.3197970000","11.5541220000"
"dc19497","destination charger","standard charger","","0","51.0751850000","-4.0536570000"
"dc20844","destination charger","standard charger","","0","51.5161460000","-0.0675200000"
"dc25119","destination charger","standard charger","","0","50.1061380000","8.6953850000"
"dc16839","destination charger","standard charger","","0","43.7056810000","4.8657420000"
"dc16885","standard charger","destination charger","","0","49.6473600000","8.1690430000"
"dc18260","destination charger","standard charger","","0","50.0559340000","8.5913640000"
"dc19047","destination charger","standard charger","","0","54.3390780000","-2.9361930000"
"dc20666","destination charger","standard charger","","0","45.8128570000","4.9188710000"
"dc21740","destination charger","standard charger","","0","45.7429860000","7.3312600000"
"dc23590","destination charger","standard charger","","0","45.4929280000","12.6120730000"
"dc24786","destination charger","standard charger","","0","58.8202460000","-2.9554290000"
"dc25252","destination charger","standard charger","","0","54.1304630000","8.8633840000"
"dc25256","destination charger","standard charger","","0","47.0969840000","8.8144090000"
"dc25809","standard charger","destination charger","","0","47.4773120000","11.0201280000"
"dc26018","destination charger","standard charger","","0","45.3356420000","11.7816160000"
"dc26406","destination charger","standard charger","","0","46.0407470000","11.0584390000"
"dc19444","destination charger","standard charger","","0","47.1694740000","11.3820300000"
"dc25500","destination charger","standard charger","","0","53.9987320000","-1.5313860000"
"dc13508","destination charger","standard charger","","0","58.6786110000","11.2734640000"
"dc16249","destination charger","standard charger","","0","57.7068610000","11.9728270000"
"dc18251","destination charger","standard charger","","0","47.5700130000","10.5921190000"
"dc18252","destination charger","standard charger","","0","46.8229050000","8.3965390000"
"dc18289","destination charger","standard charger","","0","47.3739370000","12.4189520000"
"dc20741","destination charger","standard charger","","0","47.2696410000","12.7556140000"
"dc22454","destination charger","standard charger","","0","47.1637890000","11.8609960000"
"dc23513","destination charger","standard charger","","0","50.2327660000","7.5903020000"
"dc25135","destination charger","standard charger","","0","50.3733730000","-3.6203920000"
"dc25850","destination charger","standard charger","","0","47.8533850000","12.0221950000"
"dc26333","destination charger","standard charger","","0","46.7268390000","15.5811390000"
"dc14133","destination charger","standard charger","","0","59.3752290000","13.9464280000"
"dc19328","destination charger","standard charger","","0","43.1511640000","6.4349560000"
"dc23176","destination charger","standard charger","","0","45.7378610000","4.9687640000"
"dc23221","destination charger","standard charger","","0","54.8415340000","9.5321110000"
"dc24300","destination charger","standard charger","","0","44.9302820000","4.8923840000"
"dc24882","destination charger","standard charger","","0","49.8409450000","5.0040990000"
"dc25839","destination charger","standard charger","","0","48.4961750000","10.1189120000"
"dc14154","destination charger","standard charger","","0","46.1521580000","8.7921710000"
"dc15157","destination charger","standard charger","","0","47.8848450000","11.9876990000"
"dc16806","destination charger","standard charger","","0","44.7117880000","3.8264000000"
"dc22040","destination charger","standard charger","","0","45.6716548000","5.0793806000"
"dc25260","destination charger","standard charger","","0","47.4921760000","11.1007920000"
"dc25446","destination charger","standard charger","","0","44.9229460000","-0.2021010000"
"dc25804","destination charger","standard charger","","0","47.6624650000","11.0491030000"
"dc25914","destination charger","standard charger","","0","48.8454490000","12.6205050000"
"dc18091","destination charger","standard charger","","0","44.8179660000","8.1090980000"
"dc20538","destination charger","standard charger","","0","56.1875020000","14.0461040000"
"dc24669","destination charger","standard charger","","0","41.1601100000","-8.6404950000"
"dc11628","destination charger","standard charger","","0","50.4447520000","-5.0411040000"
"dc15249","destination charger","standard charger","","0","47.3902600000","11.2645040000"
"dc17368","destination charger","standard charger","","0","46.6343560000","14.1204720000"
"dc17682","destination charger","standard charger","","0","51.6574020000","-0.4009390000"
"dc18502","destination charger","standard charger","","0","51.8233660000","8.6612230000"
"dc19015","destination charger","standard charger","","0","57.3314020000","9.6790090000"
"dc19417","destination charger","standard charger","","0","53.3794100000","12.6696740000"
"dc19997","destination charger","standard charger","","0","51.7866490000","-3.8040580000"
"dc23668","destination charger","standard charger","","0","44.3623600000","12.0685820000"
"dc24400","destination charger","standard charger","","0","54.2458860000","-0.7773690000"
"dc25373","destination charger","standard charger","","0","47.0565370000","8.3196220000"
"dc25582","destination charger","standard charger","","0","47.1273170000","10.2136500000"
"dc25614","destination charger","standard charger","","0","52.9099680000","8.5904900000"
"dc23741","destination charger","standard charger","","0","47.3728760000","8.5365380000"
"dc16917","destination charger","standard charger","","0","46.2299420000","7.4375510000"
"dc16920","destination charger","standard charger","","0","51.4009020000","8.0645670000"
"dc18224","destination charger","standard charger","","0","48.7547170000","9.0876190000"
"dc19059","destination charger","standard charger","","0","59.3137600000","8.1342860000"
"dc21895","destination charger","standard charger","","0","54.3424780000","-7.6353940000"
"dc22032","destination charger","standard charger","","0","47.3326180000","13.3012550000"
"dc22689","destination charger","standard charger","","0","56.8927840000","9.1711680000"
"dc22690","destination charger","standard charger","","0","55.7878510000","8.2487320000"
"dc22752","destination charger","standard charger","","0","51.1331140000","-3.6412990000"
"dc24861","destination charger","standard charger","","0","53.2138200000","-0.9690850000"
"dc25026","destination charger","standard charger","","0","53.4104880000","7.1985920000"
"dc25943","destination charger","standard charger","","0","50.4680100000","1.7641630000"
"dc26000","destination charger","standard charger","","0","47.0899810000","7.7911880000"
"dc9789","destination charger","standard charger","","0","44.0726020000","12.5770550000"
"dc9982","destination charger","standard charger","","0","47.8928190000","16.9228120000"
"dc16213","standard charger","destination charger","","0","46.6291350000","9.7458380000"
"dc19923","destination charger","standard charger","","0","46.6841390000","11.1343270000"
"dc21599","destination charger","standard charger","","0","52.3572820000","4.8553830000"
"dc22212","destination charger","standard charger","","0","43.9981430000","12.6669710000"
"dc22744","destination charger","standard charger","","0","43.6152520000","15.9228590000"
"dc23588","destination charger","standard charger","","0","54.6572350000","-3.1876920000"
"dc10915","destination charger","standard charger","","0","51.8992860000","5.4361470000"
"dc14169","destination charger","standard charger","","0","47.7411150000","8.9737960000"
"dc15515","destination charger","standard charger","","0","46.8184030000","13.5534740000"
"dc16228","destination charger","standard charger","","0","52.4571510000","13.5402390000"
"dc17074","destination charger","standard charger","","0","48.6116650000","7.7135460000"
"dc17263","destination charger","standard charger","","0","53.8851260000","8.6395950000"
"dc17897","destination charger","standard charger","","0","49.1883440000","7.5643810000"
"dc23534","destination charger","standard charger","","0","45.1279920000","5.7568940000"
"dc23539","destination charger","standard charger","","0","43.5235430000","10.6677610000"
"dc24757","destination charger","standard charger","","0","43.0219530000","10.5518460000"
"dc25068","destination charger","standard charger","","0","47.4122770000","9.7140290000"
"dc25374","destination charger","standard charger","","0","48.4739200000","15.6745500000"
"dc25866","destination charger","standard charger","","0","43.2800990000","5.3515740000"
"dc25999","destination charger","standard charger","","0","46.8018100000","13.5749250000"
"dc24243","destination charger","standard charger","","0","-37.7799250000","144.7506850000"
"dc24539","destination charger","standard charger","","0","-36.7743500000","144.2569390000"
"dc25890","destination charger","standard charger","","0","-27.9769690000","153.3588370000"
"dc15034","destination charger","standard charger","","0","-33.2525720000","150.1957170000"
"dc25650","destination charger","standard charger","","0","-33.8590160000","121.8955500000"
"dc24149","destination charger","standard charger","","0","-33.0250390000","116.8787370000"
"dc24945","destination charger","standard charger","","0","-38.4440430000","143.5643050000"
"dc25055","destination charger","standard charger","","0","-35.2818280000","174.0926980000"
"dc25936","destination charger","standard charger","","0","-35.2827290000","174.0463900000"
"dc24611","destination charger","standard charger","","0","-38.6861390000","176.0718050000"
"dc24768","standard charger","destination charger","","0","-34.6607740000","150.2959270000"
"dc24908","destination charger","standard charger","","0","-34.5820480000","139.0345500000"
"dc26327","destination charger","standard charger","","0","-32.4889380000","137.7630230000"
"dc23828","destination charger","","","0","-33.2443790000","151.5005700000"
"dc26638","destination charger","","","0","35.2021940000","-111.6470110000"
"wuhan","store","","","0","30.5786460000","114.2716500000"
"toulouse","store","","","0","43.6039140000","1.4439080000"
"walnutcreek","store","","","0","37.8961950000","-122.0581120000"
"dc14306","destination charger","","","0","32.5078320000","-110.8847430000"
"dc17563","destination charger","","","0","27.6758610000","-97.3048790000"
"dc25642","destination charger","","","0","30.6705270000","-81.4644440000"
"dc26559","destination charger","","","0","27.7444380000","-97.4425930000"
"dc18538","destination charger","","","0","25.6653140000","-100.3170980000"
"dc20035","destination charger","","","0","40.4061220000","-74.9771990000"
"dc23055","destination charger","","","0","19.0340200000","-98.2256060000"
"dc23056","destination charger","","","0","19.0459940000","-98.1890100000"
"dc23057","destination charger","","","0","19.4474820000","-99.1534100000"
"dc26736","destination charger","","","0","20.5266050000","-103.2954130000"
"dc23448","destination charger","","","0","37.6368050000","-81.4395880000"
"dc24089","destination charger","","","0","26.8416660000","-80.0614990000"
"dc24414","destination charger","","","0","38.5260950000","-122.5524810000"
"dc26819","destination charger","","","0","29.4172350000","-98.4897710000"
"dc25520","destination charger","","","0","36.9843150000","-122.0225810000"
"dc25727","destination charger","","","0","42.2964570000","-122.8143180000"
"dc24287","destination charger","","","0","32.7791880000","-79.9258140000"
"dc24274","destination charger","","","0","40.9606510000","-81.4627780000"
"dc22629","destination charger","","","0","41.1333790000","-81.7892800000"
"dc6502","destination charger","","","0","35.8811720000","-79.0627080000"
"dc24327","destination charger","","","0","30.3795240000","-86.3184380000"
"dc24328","destination charger","","","0","30.3798370000","-86.3214590000"
"dc24281","destination charger","","","0","41.0475120000","-81.7254940000"
"dc18883","destination charger","","","0","35.1942970000","-79.3732280000"
"dc21561","destination charger","","","0","40.7254310000","-111.5419080000"
"dc27616","destination charger","","","0","36.3458200000","136.3661210000"
"dc15560","destination charger","standard charger","","0","-28.6416670000","153.6146840000"
"dc22605","destination charger","standard charger","","0","-30.3039010000","115.0379740000"
"dc25368","destination charger","standard charger","","0","-34.2219550000","150.9786350000"
"dc25099","destination charger","standard charger","","0","-33.8479610000","138.6177350000"
"dc24997","destination charger","standard charger","","0","-37.3502370000","144.1414550000"
"dc26275","destination charger","standard charger","","0","-38.3711550000","144.8209360000"
"dc22829","destination charger","standard charger","","0","-30.2672380000","153.1347370000"
"dc26997","destination charger","standard charger","","0","-34.4863590000","150.4164450000"
"dc26238","destination charger","standard charger","","0","22.3574923000","114.1263534000"
"dc26240","destination charger","standard charger","","0","22.2985931000","114.1765439000"
"fremontdeliveryhub","service","","","0","37.4730817000","-121.9423840000"
"dc26947","standard charger","destination charger","","0","22.5983970000","120.3202590000"
"dc27490","destination charger","standard charger","","0","24.0341700000","120.7477720000"
"dc27009","standard charger","destination charger","","0","22.7295730000","120.4064560000"
"dc27591","destination charger","standard charger","","0","25.0325360000","121.5690880000"
"dc25906","destination charger","standard charger","","0","25.0606090000","121.3700530000"
"dc25912","destination charger","standard charger","","0","25.0660610000","121.3614420000"
"dc26835","destination charger","standard charger","","0","24.1703630000","120.5951150000"
"dc26837","standard charger","destination charger","","0","23.8252160000","120.7839040000"
"dc27590","destination charger","standard charger","","0","25.0381620000","121.5679780000"
"dc26646","destination charger","","","0","38.4418010000","-122.5391100000"
"dc25697","destination charger","","","0","-35.0958920000","150.6371300000"
"dc11386","destination charger","standard charger","","0","-32.7463980000","151.0733920000"
"dc23829","destination charger","standard charger","","0","-34.8882090000","138.5458310000"
"dc25098","destination charger","standard charger","","0","-33.8379480000","138.6184970000"
"dc25473","destination charger","standard charger","","0","-38.1095160000","147.0680370000"
"dc26775","destination charger","standard charger","","0","-41.4346530000","146.2641210000"
"dc23827","destination charger","standard charger","","0","-37.5973600000","145.4115400000"
"dc26232","destination charger","standard charger","","0","-42.8839580000","147.3270160000"
"dc11636","destination charger","standard charger","","0","-38.3970302000","142.4726156000"
"dc25983","destination charger","standard charger","","0","-33.5206180000","151.3746060000"
"dc26153","standard charger","destination charger","","0","-44.1825910000","170.1172160000"
"dc24645","standard charger","destination charger","","0","-38.9987070000","175.8123900000"
"dc14983","destination charger","","","0","45.5043360000","-73.5550390000"
"dc27534","destination charger","","","0","21.1349600000","-86.8281440000"
"dc1827","destination charger","","","0","43.3814920000","-80.3720670000"
"dc13951","destination charger","","","0","36.4321400000","-77.6318910000"
"dc21312","destination charger","","","0","44.9437320000","-93.1031250000"
"dc14326","destination charger","","","0","34.0896680000","-118.3850050000"
"dc20455","destination charger","","","0","19.1207830000","-98.2584390000"
"dc20732","destination charger","","","0","49.6015700000","-119.5973800000"
"dc24452","destination charger","","","0","33.7985910000","-117.9161530000"
"dc24496","destination charger","","","0","29.0967800000","-110.9320990000"
"dc26231","destination charger","","","0","36.5497670000","-82.5259230000"
"dc26308","destination charger","","","0","32.0164610000","-116.8720930000"
"dc26536","destination charger","","","0","19.3979530000","-99.1560560000"
"dc26737","destination charger","","","0","20.6759000000","-105.2520530000"
"dc27509","destination charger","","","0","20.6840230000","-156.4412790000"
"dc27535","destination charger","","","0","19.3277860000","-99.5652420000"
"dc27892","destination charger","","","0","26.1410190000","-81.7955250000"
"dc5173","destination charger","","","0","39.7066840000","-84.1699280000"
"dc13080","destination charger","","","0","38.9495030000","-80.4935670000"
"dc22343","destination charger","","","0","26.1424670000","-81.7968230000"
"dc24273","destination charger","","","0","40.1507770000","-82.9739070000"
"dc24815","destination charger","","","0","41.7618180000","-70.0826520000"
"dc19763","destination charger","","","0","38.3968350000","-120.7555790000"
"dc21573","destination charger","","","0","40.3907870000","-105.5626630000"
"dc20018","destination charger","standard charger","","0","58.4510780000","14.8906090000"
"dc15253","destination charger","standard charger","","0","47.5025370000","10.5527320000"
"dc13839","destination charger","standard charger","","0","43.8850000000","10.7753950000"
"dc25808","destination charger","standard charger","","0","47.2627380000","12.7462340000"
"dc19178","destination charger","standard charger","","0","61.1200520000","10.4786370000"
"dc22047","standard charger","destination charger","","0","38.9208950000","-7.1718270000"
"dc24817","destination charger","standard charger","","0","39.8075400000","-8.8426840000"
"dc16119","destination charger","standard charger","","0","54.7783780000","11.8805720000"
"dc17233","destination charger","standard charger","","0","47.5174930000","18.7327860000"
"dc20272","destination charger","standard charger","","0","45.1819180000","14.6840290000"
"dc22999","destination charger","standard charger","","0","43.5897030000","11.8692660000"
"dc23106","destination charger","standard charger","","0","45.8794920000","10.8570580000"
"dc24251","destination charger","standard charger","","0","52.5480640000","0.3862250000"
"dc24390","destination charger","standard charger","","0","38.5393460000","-8.9407080000"
"dc26215","standard charger","destination charger","","0","46.7476460000","12.0034300000"
"dc27468","destination charger","standard charger","","0","49.0353730000","3.3801800000"
"dc15168","destination charger","standard charger","","0","48.2230680000","15.6358720000"
"dc17293","destination charger","standard charger","","0","49.6205210000","9.8508630000"
"dc18232","destination charger","standard charger","","0","49.8386390000","9.3413790000"
"dc19372","destination charger","standard charger","","0","48.3562000000","13.3117440000"
"dc19927","standard charger","destination charger","","0","46.5918770000","11.1441850000"
"dc21122","destination charger","standard charger","","0","45.5914620000","10.7018740000"
"dc21263","destination charger","standard charger","","0","50.8127030000","3.2744300000"
"dc22262","destination charger","standard charger","","0","45.6899480000","13.1340920000"
"dc22754","destination charger","standard charger","","0","45.6899220000","13.1341140000"
"dc22836","destination charger","standard charger","","0","47.4207040000","13.6756830000"
"dc23015","destination charger","standard charger","","0","45.8142500000","9.0829810000"
"dc23297","standard charger","destination charger","","0","43.5072780000","10.8747060000"
"dc23955","destination charger","standard charger","","0","50.8840940000","4.4482030000"
"dc24890","destination charger","standard charger","","0","50.7300450000","4.3987120000"
"dc25142","destination charger","standard charger","","0","41.0998700000","9.5238050000"
"dc25660","destination charger","standard charger","","0","51.6847120000","6.9529760000"
"dc26029","destination charger","standard charger","","0","44.6985020000","10.6313240000"
"dc26689","destination charger","standard charger","","0","47.7144620000","11.7118840000"
"dc9871","destination charger","standard charger","","0","45.8444530000","9.0786350000"
"dc15005","destination charger","standard charger","","0","46.1525670000","8.7713490000"
"dc15138","destination charger","standard charger","","0","44.8264350000","10.2039750000"
"dc17774","destination charger","standard charger","","0","46.7109340000","-1.4309700000"
"dc19092","destination charger","standard charger","","0","49.1996250000","1.1005070000"
"dc19129","destination charger","standard charger","","0","46.7321400000","12.2819760000"
"dc19846","standard charger","destination charger","","0","46.3428590000","11.2454400000"
"dc20213","destination charger","standard charger","","0","46.5607920000","11.7079280000"
"dc21282","destination charger","standard charger","","0","42.6197700000","1.5400070000"
"dc22202","destination charger","standard charger","","0","45.0356550000","-0.2511530000"
"dc22313","destination charger","standard charger","","0","43.9793720000","4.8745400000"
"dc22336","destination charger","standard charger","","0","46.7603450000","11.6663980000"
"dc22700","destination charger","standard charger","","0","40.0393820000","-0.8683540000"
"dc23170","standard charger","destination charger","","0","46.7534900000","12.0098030000"
"dc24207","destination charger","standard charger","","0","49.4527860000","1.3635440000"
"dc24386","destination charger","standard charger","","0","45.6356250000","5.4043670000"
"dc24392","destination charger","standard charger","","0","45.0824020000","8.4446440000"
"dc10842","destination charger","standard charger","","0","48.6344450000","-2.0493740000"
"dc14173","destination charger","standard charger","","0","49.0000990000","11.3834770000"
"dc15159","destination charger","standard charger","","0","49.1867580000","7.3692460000"
"dc16651","destination charger","standard charger","","0","47.4257750000","10.2657850000"
"dc17931","destination charger","standard charger","","0","57.4370720000","10.5365160000"
"dc20588","destination charger","standard charger","","0","45.4838260000","12.5875930000"
"dc20594","destination charger","standard charger","","0","43.3127480000","3.3627880000"
"dc22242","destination charger","standard charger","","0","46.0255710000","8.7506120000"
"dc22688","destination charger","standard charger","","0","39.9886930000","-0.0513450000"
"dc22843","destination charger","standard charger","","0","43.8812260000","7.9925590000"
"dc23027","destination charger","standard charger","","0","45.7017690000","11.6454320000"
"dc24439","destination charger","standard charger","","0","50.7848420000","5.4708240000"
"dc24518","standard charger","destination charger","","0","46.6700290000","11.0618710000"
"dc24774","destination charger","standard charger","","0","51.0822650000","-1.3696650000"
"dc25859","destination charger","standard charger","","0","47.5507260000","10.0136380000"
"dc26262","destination charger","standard charger","","0","56.6344930000","9.8364030000"
