"location_id","location_type__001","location_type__002","open_soon","latitude","longitude"
"dc22467","destination charger","standard charger","0","59.5980520000","13.4225050000"
"dc22420","destination charger","standard charger","0","52.3934950000","-1.2559900000"
"dc25123","destination charger","standard charger","0","54.1633960000","-3.1458130000"
"dc27424","destination charger","standard charger","0","57.6461980000","-3.3199170000"
"dc32472","destination charger","standard charger","0","46.1795770000","6.7023110000"
"dc35041","destination charger","standard charger","0","52.9451650000","0.6807400000"
"dc12766","destination charger","standard charger","0","45.3941010000","6.5673860000"
"dc16603","destination charger","standard charger","0","48.0047580000","13.9214380000"
"dc19609","destination charger","standard charger","0","45.5949480000","6.8632890000"
"dc22728","destination charger","standard charger","0","61.5010930000","9.7924090000"
"dc23868","destination charger","standard charger","0","46.1987710000","11.1246230000"
"dc25842","destination charger","standard charger","0","46.5513370000","11.5698300000"
"dc26435","destination charger","standard charger","0","43.7185480000","7.3729330000"
"dc28880","destination charger","standard charger","0","47.4474030000","6.5802260000"
"dc30068","destination charger","standard charger","0","41.9143180000","1.6856500000"
"dc30076","destination charger","standard charger","0","36.7499800000","-3.8713300000"
"dc33505","destination charger","standard charger","0","28.0329280000","-15.4032630000"
"dc35737","destination charger","standard charger","0","47.8180600000","13.0794720000"
"dc33154","destination charger","standard charger","0","50.7887650000","6.0940010000"
"dc33164","destination charger","standard charger","0","47.2105900000","11.0156220000"
"dc33166","destination charger","standard charger","0","47.2151690000","11.0277690000"
"dc36924","destination charger","standard charger","0","47.1269400000","13.1413780000"
"dc29107","destination charger","standard charger","0","59.9220890000","22.4095370000"
"dc29576","destination charger","standard charger","0","46.7159960000","13.3134150000"
"dc33277","destination charger","standard charger","0","46.3227900000","7.9874560000"
"dc35252","destination charger","standard charger","0","47.0397210000","10.6088640000"
"dc35650","destination charger","standard charger","0","50.9650210000","-4.0093330000"
"dc36011","destination charger","standard charger","0","46.8014270000","13.5731330000"
"dc36248","destination charger","standard charger","0","48.8629460000","13.4246210000"
"dc9863","destination charger","standard charger","0","45.7525010000","7.6410810000"
"dc13043","destination charger","standard charger","0","50.9646930000","5.5064160000"
"dc24559","destination charger","standard charger","0","47.0461710000","10.8627580000"
"dc25489","destination charger","standard charger","0","51.7985640000","5.6883850000"
"dc25494","destination charger","standard charger","0","37.2304750000","15.2218270000"
"dc25948","destination charger","standard charger","0","45.4209490000","10.3795450000"
"dc28052","destination charger","standard charger","0","45.6000810000","10.0007330000"
"dc33155","destination charger","standard charger","0","47.0567340000","13.6118590000"
"dc35255","destination charger","standard charger","0","50.2314430000","6.6453330000"
"dc35344","destination charger","standard charger","0","47.1934320000","8.8517000000"
"dc33842","destination charger","standard charger","0","24.9601960000","121.0891470000"
"dc37305","standard charger","destination charger","0","23.7036850000","120.4577840000"
"dc28868","destination charger","standard charger","0","25.0133130000","121.4667960000"
"dc31219","destination charger","","0","37.9185710000","139.0590010000"
"dc36120","destination charger","standard charger","0","37.7630910000","127.5417590000"
"kettlemancitysupercharger","supercharger","standard charger","0","35.9873040000","-119.9618180000"
"dc36897","destination charger","standard charger","0","37.3910810000","127.0564519000"
"dc713","destination charger","","0","37.0678756000","-121.6329954000"
"dc28282","destination charger","","0","44.0534107000","-71.1244516000"
"dc1072","destination charger","","0","42.3485223000","-71.0822460000"
"dc23155","destination charger","","0","48.5531120000","-124.4219870000"
"dc32788","destination charger","","0","45.9188610000","-74.1591410000"
"dc32790","destination charger","","0","46.1729710000","-74.5971730000"
"dc34752","destination charger","","0","45.5690330000","-73.7462200000"
"dc35013","destination charger","","0","42.0104680000","-87.9608410000"
"dc26538","destination charger","","0","41.1987330000","-122.2774470000"
"dc26606","destination charger","","0","40.9919430000","-111.8954600000"
"dc29882","destination charger","","0","24.0555270000","-104.6148740000"
"dc31977","destination charger","","0","46.1707240000","-67.5629740000"
"dc35192","destination charger","","0","30.0472910000","-95.2521830000"
"dc24143","destination charger","","0","29.9517970000","-90.0679500000"
"dc29133","destination charger","","0","29.7845420000","-95.1102010000"
"dc29718","destination charger","","0","29.9994830000","-95.1580570000"
"dc31633","destination charger","","0","44.5835960000","-123.2587030000"
"dc22055","destination charger","","0","42.3549310000","-73.2811080000"
"dc34751","destination charger","","0","46.1158340000","-74.5925060000"
"dc33284","destination charger","","0","30.2930720000","-97.5553720000"
"dc36273","destination charger","standard charger","0","23.8695500000","120.4586270000"
"dc36287","destination charger","standard charger","0","22.9886030000","120.2570680000"
"dc37919","destination charger","","0","35.2379690000","136.9202310000"
"dc31665","destination charger","standard charger","0","-34.8710140000","147.5825410000"
"dc27744","destination charger","standard charger","0","-34.3981150000","119.3820160000"
"dc28824","destination charger","standard charger","0","-33.2819650000","149.1125710000"
"dc32875","destination charger","standard charger","0","-31.9614820000","115.8715550000"
"dc33136","destination charger","standard charger","0","-23.7189660000","133.8774260000"
"dc33573","destination charger","standard charger","0","-33.8210080000","138.6141210000"
"dc34671","destination charger","standard charger","0","-37.8147330000","145.2296150000"
"dc31116","destination charger","standard charger","0","-28.0771150000","153.4469910000"
"dc31134","destination charger","standard charger","0","-37.8455340000","145.0450870000"
"dc32574","destination charger","standard charger","0","-38.3154990000","146.4196410000"
"dc32575","destination charger","standard charger","0","-38.6944460000","146.0823830000"
"dc36125","destination charger","standard charger","0","-30.7085860000","152.9189030000"
"dc25574","destination charger","standard charger","0","-43.7694820000","172.7911740000"
"dc23826","destination charger","standard charger","0","-43.5313550000","172.5824560000"
"dc30338","destination charger","standard charger","0","-45.0913590000","170.9737250000"
"dc23938","destination charger","standard charger","0","45.8338520000","9.0703050000"
"dc29637","destination charger","standard charger","0","46.4998750000","9.8464170000"
"dc34876","destination charger","standard charger","0","44.7952420000","20.4724550000"
"dc35271","destination charger","standard charger","0","47.3305890000","9.4108940000"
"dc16514","destination charger","standard charger","0","47.7021270000","11.7603990000"
"dc18257","destination charger","standard charger","0","49.9698980000","12.4401210000"
"dc26336","destination charger","standard charger","0","52.9202380000","-4.2300540000"
"dc27598","destination charger","standard charger","0","46.8321560000","12.2366040000"
"dc27966","destination charger","standard charger","0","45.9156900000","8.5020650000"
"dc28855","destination charger","standard charger","0","44.8827370000","10.0903240000"
"dc31488","destination charger","standard charger","0","51.3716900000","-1.4171230000"
"dc35345","destination charger","standard charger","0","50.7794960000","6.0886300000"
"dc35853","destination charger","standard charger","0","45.9403350000","13.6162870000"
"dc26841","destination charger","standard charger","0","49.4198530000","20.9596900000"
"dc29355","destination charger","standard charger","0","46.0154420000","11.2955160000"
"dc29706","destination charger","standard charger","0","40.9986960000","14.9014060000"
"dc30022","destination charger","standard charger","0","43.5354520000","1.4787020000"
"dc31355","destination charger","standard charger","0","56.2333150000","-4.4286740000"
"dc33514","destination charger","standard charger","0","50.6126950000","4.5404800000"
"dc35417","destination charger","standard charger","0","45.4805410000","9.2116080000"
"dc24921","destination charger","standard charger","0","57.8368680000","18.8306270000"
"dc27462","destination charger","standard charger","0","47.2678370000","11.3913660000"
"dc32804","destination charger","standard charger","0","53.3894770000","-0.0173350000"
"dc35362","destination charger","standard charger","0","51.2424800000","6.7352840000"
"dc10128","destination charger","standard charger","0","50.8260520000","4.3638570000"
"dc16473","destination charger","standard charger","0","51.8253420000","-4.5947310000"
"dc19724","destination charger","standard charger","0","56.0635630000","12.0783850000"
"dc24918","destination charger","standard charger","0","45.7518970000","7.6436000000"
"dc25115","destination charger","standard charger","0","45.9357340000","12.7084410000"
"dc26210","destination charger","standard charger","0","48.7867430000","-3.2239730000"
"dc27044","destination charger","standard charger","0","44.8059690000","-0.6475660000"
"dc27408","destination charger","standard charger","0","43.7164010000","11.2082390000"
"dc27674","destination charger","standard charger","0","46.1482190000","-1.3049150000"
"dc31824","destination charger","standard charger","0","56.3454970000","-2.8234720000"
"dc32588","destination charger","standard charger","0","45.6096890000","9.3297660000"
"dc32597","destination charger","standard charger","0","43.8265720000","10.4959930000"
"dc35499","destination charger","standard charger","0","53.3442660000","0.0194340000"
"dc35908","destination charger","standard charger","0","59.1938070000","17.4459080000"
"dc36309","destination charger","standard charger","0","53.4305320000","-2.3187620000"
"dc21353","destination charger","standard charger","0","45.9251620000","6.8734950000"
"dc22261","destination charger","standard charger","0","50.9612640000","5.9088910000"
"dc23673","destination charger","standard charger","0","60.6329530000","24.8313780000"
"dc24224","destination charger","standard charger","0","53.1639360000","6.7552940000"
"dc26483","destination charger","standard charger","0","43.1603270000","6.4868130000"
"dc27501","destination charger","standard charger","0","48.5282670000","7.7107830000"
"dc28557","destination charger","standard charger","0","59.7695400000","7.3890350000"
"dc31946","destination charger","standard charger","0","43.7657030000","4.0970870000"
"dc33604","destination charger","standard charger","0","48.9745120000","12.7540790000"
"chicagogoldcoast","store","","0","41.8992580000","-87.6288655000"
"holmestrandsupercharger","supercharger","standard charger","0","59.4903260000","10.2945420000"
"dc28542","destination charger","standard charger","0","-33.8097420000","150.9718950000"
"dc30331","destination charger","standard charger","0","-44.7150770000","169.1350800000"
"dc14744","destination charger","","0","34.2943740000","136.7969830000"
"dc36122","destination charger","standard charger","0","37.5470456000","126.8190301000"
"dc37992","destination charger","standard charger","0","37.4293610000","129.1829660000"
"dc34365","destination charger","standard charger","0","24.9990590000","121.4563530000"
"dc32022","destination charger","standard charger","0","23.9193420000","120.9186720000"
"dc38182","destination charger","standard charger","0","23.9695650000","120.9301480000"
"dc18625","destination charger","","0","42.0413625000","-88.0509415000"
"dc31646","destination charger","","0","38.9452660000","-119.9715790000"
"dc28326","destination charger","","0","36.7152470000","-91.8654120000"
"dc31444","destination charger","","0","39.3572220000","-74.4411530000"
"dc31805","destination charger","","0","37.7331300000","-122.5051590000"
"dc34418","destination charger","","0","44.5305300000","-94.9980860000"
"dc573","destination charger","","0","33.4934270000","-112.3550330000"
"dc21566","destination charger","","0","60.4939710000","-151.0460850000"
"dc32134","destination charger","","0","37.0502480000","-112.5347510000"
"dc33040","destination charger","","0","19.3685960000","-99.1809480000"
"dc34807","destination charger","","0","25.7678970000","-100.2780900000"
"dc37039","destination charger","","0","43.3979780000","-79.7618450000"
"dc26415","destination charger","","0","35.9736720000","-120.9000410000"
"dc30526","destination charger","","0","40.7460600000","-111.4503430000"
"dc26982","destination charger","","0","34.5974280000","-118.1431770000"
"changning88supercharger","supercharger","standard charger","0","31.2287526500","121.4268420200"
"chenzhoushangerhotelsupercharger","supercharger","standard charger","0","25.8003975700","113.0439632500"
"marinadelrey","service","","0","33.9830310000","-118.4307250000"
"mtjacksonvasupercharger","supercharger","standard charger","0","38.7602270000","-78.6312100000"
"hongkongcitygatesupercharger","supercharger","standard charger","0","22.2909260000","113.9431000000"
"dc37640","destination charger","standard charger","0","23.8507640000","120.9027150000"
"dc36215","destination charger","standard charger","0","23.8656440000","120.9113830000"
"dc37639","destination charger","standard charger","0","22.2634630000","120.6604640000"
"dc37642","standard charger","destination charger","0","23.8489050000","120.9294390000"
"dc37534","standard charger","destination charger","0","24.0034600000","120.9599710000"
"dc13285","destination charger","","0","21.0007680000","-156.6540350000"
"dc15227","destination charger","","0","45.3378770000","-121.9643660000"
"dc18384","destination charger","","0","35.9111180000","-79.0601280000"
"dc18452","destination charger","","0","41.7407860000","-74.0670130000"
"dc23866","destination charger","","0","21.2770730000","-157.8275060000"
"dc30079","destination charger","","0","33.9306920000","-118.3507110000"
"dc14968","destination charger","","0","38.5208260000","-122.8698410000"
"dc20395","destination charger","","0","33.9916340000","-84.0850650000"
"dc21545","destination charger","","0","30.1402650000","-96.4003300000"
"dc22388","destination charger","","0","45.5114860000","-122.6741010000"
"dc22391","destination charger","","0","34.4132490000","-119.6899550000"
"dc24046","destination charger","","0","41.9697570000","-73.9864310000"
"dc24447","destination charger","","0","32.4561340000","-86.4014880000"
"dc25236","destination charger","","0","36.1027190000","-115.2019840000"
"dc28080","destination charger","","0","35.5177645000","-91.9564417000"
"dc28343","destination charger","","0","32.4408751000","-90.1497133000"
"dc28361","destination charger","","0","35.5178030000","-78.2954060000"
"dc28363","destination charger","","0","39.1761190000","-76.8472470000"
"dc28364","destination charger","","0","39.1757500000","-76.8463030000"
"dc31561","destination charger","","0","36.0439915000","-86.6480986000"
"dc2832","destination charger","","0","34.0552640000","-118.3985860000"
"dc26326","destination charger","","0","44.4084240000","-76.0223370000"
"dc26452","destination charger","","0","42.5552770000","-73.2896070000"
"dc28807","destination charger","","0","35.8398810000","-101.9743780000"
"dc29411","destination charger","","0","51.0096600000","-118.2100310000"
"dc24529","destination charger","","0","38.4865940000","-122.4012410000"
"dc27515","destination charger","","0","32.7749570000","-96.8041940000"
"dc28124","destination charger","","0","49.9123980000","-116.9052630000"
"dc32267","destination charger","","0","33.3692434000","-86.8161488000"
"dc35380","destination charger","","0","45.5175450000","-122.6800080000"
"dc35834","destination charger","","0","44.1456410000","-93.9908790000"
"dc35835","destination charger","","0","44.1747650000","-93.9571330000"
"dc32952","destination charger","","0","21.1584640000","-101.7027130000"
"dc28348","destination charger","","0","35.9131838000","-84.1068105000"
"dc28349","destination charger","","0","35.5573581000","-80.8571928000"
"dc30927","destination charger","","0","40.7391898000","-74.0277601000"
"dc27648","destination charger","","0","48.8388230000","-123.4929670000"
"dc31869","destination charger","","0","35.2934640000","-97.4904950000"
"dc13607","destination charger","","0","36.0094760000","-75.6594550000"
"dc29031","destination charger","","0","27.7738750000","-97.1063410000"
"dc34219","destination charger","","0","34.8868440000","136.8978830000"
"dc29305","destination charger","standard charger","0","22.2800640000","114.1754460000"
"dc29271","destination charger","standard charger","0","22.3669210000","114.1346830000"
"dc25736","destination charger","standard charger","0","-28.4034770000","153.3489130000"
"dc28236","destination charger","standard charger","0","-23.8695150000","151.2409510000"
"dc17520","destination charger","standard charger","0","-38.3858870000","142.4813940000"
"dc32155","destination charger","standard charger","0","-37.4782110000","149.6818880000"
"dc38660","destination charger","standard charger","0","-37.8300420000","145.0552570000"
"dc32660","destination charger","standard charger","0","-26.6851100000","153.1298900000"
"dc30244","destination charger","standard charger","0","-32.0395000000","115.9044240000"
"dc30681","destination charger","standard charger","0","-28.0176690000","153.4296240000"
"dc31464","destination charger","standard charger","0","-32.5902880000","149.5847480000"
"dc33306","destination charger","standard charger","0","-33.8836410000","151.1948780000"
"dc33307","destination charger","standard charger","0","-33.8355270000","151.0841260000"
"dc33308","destination charger","standard charger","0","-33.8554170000","151.1627470000"
"dc33309","destination charger","standard charger","0","-33.8763740000","151.1776370000"
"dc33310","destination charger","standard charger","0","-33.8408430000","151.2072580000"
"dc33311","destination charger","standard charger","0","-33.9048380000","151.2129960000"
"dc33312","destination charger","standard charger","0","-37.7658180000","144.9230740000"
"dc33313","destination charger","standard charger","0","-27.4089530000","153.0604050000"
"dc33315","destination charger","standard charger","0","-33.7211450000","151.0444500000"
"dc33316","destination charger","standard charger","0","-33.7187910000","150.9206700000"
"dc34736","destination charger","standard charger","0","-37.0870580000","146.1671110000"
"dc27138","destination charger","standard charger","0","-42.3341210000","173.7220160000"
"dc30330","destination charger","standard charger","0","-44.6957680000","169.1114670000"
"dc34554","destination charger","standard charger","0","-42.4599990000","171.2014760000"
"dc33198","destination charger","standard charger","0","-45.0332730000","168.6569010000"
"dc33347","destination charger","standard charger","0","-44.8968250000","168.4158630000"
"dc37527","destination charger","standard charger","0","-43.5307230000","172.6434230000"
"dc37529","destination charger","standard charger","0","-41.2847730000","174.7767350000"
"dc37914","destination charger","standard charger","0","-43.5291780000","172.6366770000"
"dc20206","destination charger","standard charger","0","48.5849630000","1.5764550000"
"dc22525","destination charger","standard charger","0","67.2809140000","14.3776450000"
"dc24859","destination charger","standard charger","0","40.4221870000","-3.6811600000"
"dc24962","destination charger","standard charger","0","41.0459680000","0.8573430000"
"dc25125","destination charger","standard charger","0","46.2643980000","11.8017530000"
"dc28059","destination charger","standard charger","0","43.9159060000","10.2129630000"
"dc30385","destination charger","standard charger","0","41.3927700000","2.1717050000"
"dc18995","destination charger","standard charger","0","54.1446840000","11.9037330000"
"dc21390","destination charger","standard charger","0","55.7139240000","13.1602480000"
"dc27498","destination charger","standard charger","0","54.0587780000","10.7577150000"
"dc28862","destination charger","standard charger","0","50.9834810000","7.5311300000"
"dc30174","destination charger","standard charger","0","52.9591900000","0.5731760000"
"dc33896","destination charger","standard charger","0","50.4631670000","1.7600500000"
"dc35251","destination charger","standard charger","0","50.9625320000","13.9424870000"
"dc16003","destination charger","standard charger","0","54.3840820000","12.4258150000"
"dc25439","destination charger","standard charger","0","45.1710910000","10.3573570000"
"dc27770","destination charger","standard charger","0","47.4317310000","0.9501210000"
"dc28147","destination charger","standard charger","0","42.2423490000","3.2032490000"
"dc29417","destination charger","standard charger","0","45.1543480000","8.4472730000"
"dc29647","destination charger","standard charger","0","46.9625240000","11.0055620000"
"dc33056","destination charger","standard charger","0","46.6799140000","11.1380770000"
"dc35248","destination charger","standard charger","0","47.2300860000","11.3768600000"
"dc35262","destination charger","standard charger","0","47.0991230000","13.6346100000"
"dc36535","destination charger","standard charger","0","51.0198450000","4.1231440000"
"dc36771","destination charger","standard charger","0","53.5509990000","9.9779970000"
"dc11791","destination charger","standard charger","0","59.9141660000","10.7335220000"
"dc20254","destination charger","standard charger","0","46.4680870000","18.6459930000"
"dc23796","destination charger","standard charger","0","56.2667160000","12.5748260000"
"dc24425","destination charger","standard charger","0","43.8449080000","10.5332490000"
"dc24464","destination charger","standard charger","0","45.7974910000","9.2025090000"
"dc24744","destination charger","standard charger","0","48.1330650000","17.1069950000"
"dc27461","destination charger","standard charger","0","47.1726030000","13.1040470000"
"dc33672","destination charger","standard charger","0","42.0693350000","13.0614420000"
"dc36020","destination charger","standard charger","0","47.0541650000","10.6138860000"
"dc1166","destination charger","standard charger","0","59.9123490000","10.7558810000"
"dc1520","destination charger","standard charger","0","69.6495410000","18.9619810000"
"dc9741","destination charger","standard charger","0","43.2903270000","5.3890840000"
"dc14068","destination charger","standard charger","0","51.4104050000","-0.5080570000"
"dc21154","destination charger","standard charger","0","53.1438060000","-0.2392600000"
"dc24248","destination charger","standard charger","0","39.2340680000","9.1859560000"
"dc27029","destination charger","standard charger","0","55.1587160000","-7.1232040000"
"dc28511","destination charger","standard charger","0","46.9887630000","7.3733740000"
"dc28953","destination charger","standard charger","0","47.2803350000","9.8794520000"
"dc29147","destination charger","standard charger","0","61.4889280000","8.8433500000"
"dc30441","destination charger","standard charger","0","46.6980380000","11.9271460000"
"dc32176","destination charger","standard charger","0","51.4170110000","-0.5445610000"
"dc32177","destination charger","standard charger","0","43.2973850000","-0.3588000000"
"dc33369","destination charger","standard charger","0","47.5282370000","12.2500410000"
"dc35107","destination charger","standard charger","0","50.9640290000","3.9773890000"
"dc36010","destination charger","standard charger","0","47.5737740000","7.5638090000"
"dc36765","destination charger","standard charger","0","48.2261650000","8.3569480000"
"dc37396","destination charger","standard charger","0","47.6833880000","8.1574620000"
"dc37483","destination charger","standard charger","0","55.6806400000","12.5720090000"
"dc29307","destination charger","standard charger","0","49.9491180000","11.5791670000"
"dc29337","destination charger","standard charger","0","61.3638070000","5.7292740000"
"dc29808","destination charger","standard charger","0","49.7026260000","8.3077320000"
"dc30910","destination charger","standard charger","0","49.2699660000","6.7932460000"
"dc33159","destination charger","standard charger","0","52.5243380000","13.4859370000"
"dc35279","destination charger","standard charger","0","50.0017780000","8.0151120000"
"dc36007","destination charger","standard charger","0","47.0515120000","8.3045160000"
"dc37779","destination charger","standard charger","0","46.7189820000","15.5534220000"
"dc10219","destination charger","standard charger","0","51.3311310000","6.1363850000"
"dc28562","destination charger","standard charger","0","45.6484670000","9.1211610000"
"dc28599","destination charger","standard charger","0","43.4156080000","10.9643381000"
"dc29488","destination charger","standard charger","0","70.1108460000","29.3340430000"
"dc30921","destination charger","standard charger","0","47.5869080000","12.5639840000"
"dc32050","destination charger","standard charger","0","46.3103730000","7.4836490000"
"dc33884","destination charger","standard charger","0","48.5973800000","8.3838920000"
"dc35363","destination charger","standard charger","0","48.1823020000","16.3781920000"
"dc37793","destination charger","standard charger","0","53.4913060000","12.4846350000"
"dc13316","destination charger","standard charger","0","43.1920900000","2.3369360000"
"dc15867","destination charger","standard charger","0","46.9678120000","10.8702890000"
"dc18913","destination charger","standard charger","0","46.7500240000","9.4432900000"
"dc19223","destination charger","standard charger","0","47.4169620000","10.7902090000"
"dc27441","destination charger","standard charger","0","46.4071200000","11.4440710000"
"dc31248","destination charger","standard charger","0","49.1600840000","11.7184830000"
"dc22809","destination charger","standard charger","0","54.9986470000","-7.2734300000"
"dc24775","standard charger","destination charger","0","25.2557520000","55.3327250000"
"dc24777","standard charger","destination charger","0","25.2342300000","55.3139430000"
"dc26352","destination charger","standard charger","0","52.8976440000","1.2512840000"
"dc27018","destination charger","standard charger","0","46.4610270000","12.2062310000"
"dc30364","destination charger","standard charger","0","51.5682910000","3.5393390000"
"dc31437","destination charger","standard charger","0","51.1905900000","11.2518290000"
"dc33766","destination charger","standard charger","0","50.0830010000","14.4316170000"
"dc34994","destination charger","standard charger","0","51.9170930000","-1.7253370000"
"dc34995","destination charger","standard charger","0","51.6663370000","-0.6183140000"
"dc35250","destination charger","standard charger","0","46.7478860000","14.3197650000"
"dc30017","destination charger","standard charger","0","51.3071020000","11.8116730000"
"dc31017","destination charger","standard charger","0","52.3417460000","4.8247120000"
"dc33485","destination charger","standard charger","0","47.2621140000","10.3515880000"
"dc37481","destination charger","standard charger","0","47.4431550000","15.2878290000"
"dc37490","destination charger","standard charger","0","50.8383320000","8.5422170000"
"dc27939","destination charger","standard charger","0","46.0688780000","4.0491420000"
"dc30103","destination charger","standard charger","0","46.5725100000","14.2918490000"
"dc33865","destination charger","standard charger","0","53.4123760000","-2.3198900000"
"dc34227","destination charger","standard charger","0","55.0858730000","-2.2204800000"
"dc35240","standard charger","destination charger","0","48.8674310000","2.3055750000"
"dc35278","destination charger","standard charger","0","47.0577390000","10.6175730000"
"dc37008","destination charger","standard charger","0","53.5418170000","-2.1732660000"
"dc37397","destination charger","standard charger","0","52.3455610000","9.3336680000"
"dc37411","destination charger","standard charger","0","48.8381490000","13.3507340000"
"dc37574","destination charger","standard charger","0","53.6990190000","10.7644790000"
"dc38829","standard charger","destination charger","0","25.2319910000","55.2856410000"
"saiwanservice","service","","0","22.2869790000","114.1334500000"
"dc28877","destination charger","standard charger","0","25.0106200000","121.4642060000"
"dc38987","destination charger","standard charger","0","24.1793130000","120.6242540000"
"dc27773","destination charger","","0","40.9110370000","-81.4287081000"
"dc30408","destination charger","","0","42.0248324000","-87.9606725000"
"dc32296","destination charger","","0","33.0803460000","-116.6019880000"
"dc33796","destination charger","","0","40.7635100000","-73.9793640000"
"dc34115","destination charger","","0","43.5495230000","-96.7275820000"
"dc34972","destination charger","","0","42.0072885000","-87.9359308000"
"dc30403","destination charger","","0","40.8540410000","-115.7500230000"
"dc33055","destination charger","","0","40.8584710000","-97.9959640000"
"dc35613","destination charger","","0","20.7894470000","-103.3539570000"
"dc35832","destination charger","","0","44.8570960000","-93.2364890000"
"dc39161","destination charger","","0","19.4291940000","-99.2077660000"
"dc1995","destination charger","","0","49.1010400000","-119.5341180000"
"dc20943","destination charger","","0","19.3581030000","-99.1518840000"
"dc23444","destination charger","","0","39.7371720000","-84.1913550000"
"dc23485","destination charger","","0","40.3739370000","-74.6175880000"
"dc24897","destination charger","","0","32.4552090000","-86.4004180000"
"dc25506","destination charger","","0","37.8042110000","-79.4159130000"
"dc25513","destination charger","","0","37.8015130000","-79.4179410000"
"dc26722","destination charger","","0","40.4647270000","-106.8231990000"
"dc28134","destination charger","","0","43.8655850000","-70.0999660000"
"dc28336","destination charger","","0","34.7462026000","-92.4000961000"
"dc28346","destination charger","","0","38.2616130000","-85.5751710000"
"dc29881","destination charger","","0","35.8472700000","-101.9740350000"
"dc34424","destination charger","","0","43.6454960000","-79.5222430000"
"dc35612","destination charger","","0","20.6979930000","-103.3835490000"
"dc11633","destination charger","","0","37.5213830000","-121.9909546000"
"dc12977","destination charger","","0","43.4296000000","-73.7112840000"
"dc27176","destination charger","","0","39.8397600000","-82.9982170000"
"dc28084","destination charger","","0","34.6771060000","-92.3467039000"
"dc30417","destination charger","","0","42.0795693000","-87.8654424000"
"dc30824","destination charger","","0","22.9810620000","-109.7639200000"
"dc31209","destination charger","","0","44.1010200000","-69.1093750000"
"dc31637","destination charger","","0","29.9049033000","-81.3200534000"
"dc31640","destination charger","","0","33.7806816000","-84.6097451000"
"dc32011","destination charger","","0","43.8991326000","-69.9274902000"
"dc32432","destination charger","","0","49.5362640000","-124.8169680000"
"dc33109","destination charger","","0","44.2437641000","-74.4874100000"
"dc34177","destination charger","","0","40.4273550000","-79.7008790000"
"dc36045","destination charger","","0","41.8585916000","-87.8044168000"
"dc37446","destination charger","","0","26.4639142000","-80.0714776000"
"dc38912","destination charger","","0","43.6139510000","-72.7561560000"
"dc38915","destination charger","","0","43.6276660000","-72.7967780000"
"dc18057","destination charger","","0","33.4143310000","-111.9362790000"
"dc30613","destination charger","","0","38.5753970000","-122.5494920000"
"dc36195","destination charger","","0","43.0866136000","-77.6111786000"
"dc37019","destination charger","","0","29.7584010000","-95.3642000000"
"dc6412","destination charger","","0","27.3328240000","-82.5767080000"
"dc12475","destination charger","","0","38.2209270000","-85.5369480000"
"dc23910","destination charger","","0","39.4719190000","-78.3079410000"
"dc24707","destination charger","","0","32.5491700000","-84.9344060000"
"dc25128","destination charger","","0","36.8444600000","-76.1344110000"
"dc25641","destination charger","","0","27.9682570000","-82.5656280000"
"dc26318","destination charger","","0","39.2916130000","-77.8640210000"
"dc34019","destination charger","","0","38.9724530000","-76.4780693000"
"dc37166","destination charger","","0","42.5452010000","-83.2869650000"
"dc35027","destination charger","","0","26.2714675000","-81.7885911000"
"dc30410","destination charger","","0","42.0475780000","-88.0589900000"
"dc34753","destination charger","","0","45.4979770000","-73.5582190000"
"dc29867","destination charger","","0","21.0818690000","-101.4725040000"
"dc31608","destination charger","","0","42.4168768000","-87.8672769000"
"dc30138","destination charger","","0","43.0594090000","-85.6410520000"
"dc27517","destination charger","","0","44.4887125000","-70.7752912000"
"dc33570","destination charger","","0","42.1532420000","-77.0806181000"
"dc35887","destination charger","","0","32.1053850000","-116.6249650000"
"dc31809","destination charger","","0","20.6658500000","-103.3729820000"
"dc33457","destination charger","","0","20.7093940000","-103.4156480000"
"dc33412","destination charger","","0","19.4292300000","-99.2165780000"
"dc31789","destination charger","","0","22.1256150000","-101.0192060000"
"dc29865","destination charger","","0","19.3144890000","-98.4725050000"
"dc33133","destination charger","","0","33.3925500000","130.5184070000"
"dc9911","destination charger","standard charger","0","46.5723160000","11.6736350000"
"dc26960","destination charger","standard charger","0","46.8387340000","11.6274020000"
"dc28102","destination charger","standard charger","0","36.5078860000","-4.9169030000"
"dc28310","destination charger","standard charger","0","47.3290160000","11.1898840000"
"dc28873","destination charger","standard charger","0","41.8681350000","1.7623990000"
"dc30591","destination charger","standard charger","0","46.7239270000","12.7667680000"
"dc33063","destination charger","standard charger","0","56.8489770000","15.3946270000"
"dc33170","destination charger","standard charger","0","50.6634900000","17.9260580000"
"dc33504","destination charger","standard charger","0","43.2753930000","-2.0215060000"
"dc34222","destination charger","standard charger","0","46.7424730000","12.0067730000"
"dc34273","destination charger","standard charger","0","38.9904080000","-1.8468010000"
"dc34816","destination charger","standard charger","0","47.7790670000","12.3215520000"
"dc37765","destination charger","standard charger","0","42.6970850000","0.8053630000"
"dc27435","destination charger","standard charger","0","52.5967700000","-4.0517710000"
"dc29040","destination charger","standard charger","0","56.6956810000","8.2056700000"
"dc32736","destination charger","standard charger","0","45.5351060000","10.7292680000"
"dc36722","destination charger","standard charger","0","56.5791290000","-4.0035270000"
"dc17066","destination charger","standard charger","0","51.8107140000","-1.2010710000"
"dc20296","destination charger","standard charger","0","48.2248090000","7.3539480000"
