"location_id","location_type__001","location_type__002","open_soon","latitude","longitude"
"dc24477","destination charger","","0","41.2618450000","-95.9318460000"
"dc16580","destination charger","","0","26.2121770000","-81.8102600000"
"dc29553","destination charger","","0","32.1258940000","-110.9331160000"
"dc24444","destination charger","","0","39.4284200000","-77.8176330000"
"dc28936","destination charger","","0","33.0760540000","-96.9190990000"
"dc29872","destination charger","","0","30.2253010000","-98.7853310000"
"dc30409","destination charger","","0","41.9552467000","-87.8826061000"
"dc30802","destination charger","","0","39.3301230000","-78.7007110000"
"dc30813","destination charger","","0","41.9581330000","-88.0393104000"
"dc6403","destination charger","","0","34.5649730000","-84.0584260000"
"dc12719","destination charger","","0","35.6394170000","-120.8544990000"
"dc12817","destination charger","","0","35.5764560000","-120.6904610000"
"dc13942","destination charger","","0","39.6999970000","-78.6568060000"
"dc16704","destination charger","","0","38.9382900000","-91.9426990000"
"dc24567","destination charger","","0","29.9298500000","-90.0669890000"
"dc26592","destination charger","","0","45.5311110000","-122.6479460000"
"dc28083","destination charger","","0","34.7421207000","-92.3947512000"
"dc28337","destination charger","","0","34.7403590000","-92.3932579000"
"dc34393","destination charger","","0","31.2348557000","-81.4962418000"
"dc21525","destination charger","","0","45.8900560000","-74.1529240000"
"dc26587","destination charger","","0","47.8982770000","-92.5558540000"
"dc26926","destination charger","","0","45.1286664000","-85.6169305000"
"dc28897","destination charger","","0","38.7811820000","-76.2217990000"
"dc29499","destination charger","","0","29.7833270000","-95.4670740000"
"dc32348","destination charger","","0","45.5841270000","-122.5785890000"
"dc33407","destination charger","","0","19.4308440000","-99.2064950000"
"dc13098","destination charger","","0","38.9656460000","-119.9478560000"
"dc31923","destination charger","standard charger","0","37.5669160000","126.9879760000"
"dc31918","destination charger","standard charger","0","37.6676980000","127.6868720000"
"dc32154","standard charger","destination charger","0","35.8339910000","127.1334640000"
"dc30826","destination charger","","0","34.5858590000","134.9662420000"
"dc28745","destination charger","","0","36.7854350000","138.9574700000"
"dc27622","destination charger","standard charger","0","-28.7136500000","151.8840650000"
"dc27621","destination charger","standard charger","0","-32.0489510000","152.5331830000"
"dc27610","destination charger","standard charger","0","-37.8231940000","140.7840410000"
"dc31132","destination charger","standard charger","0","-37.8323360000","140.7945740000"
"dc30416","destination charger","standard charger","0","-37.8165710000","145.3095150000"
"dc26898","destination charger","standard charger","0","-26.8172990000","114.6142770000"
"dc29738","destination charger","standard charger","0","-33.8588610000","150.8987510000"
"dc27611","destination charger","standard charger","0","-26.3313510000","152.8619990000"
"dc31648","destination charger","standard charger","0","-35.0463310000","150.6704780000"
"dc33362","destination charger","standard charger","0","-37.2063110000","145.4337050000"
"dc28423","destination charger","standard charger","0","-32.9263380000","151.7700980000"
"dc32101","destination charger","standard charger","0","-31.9820810000","115.9579640000"
"dc26899","destination charger","standard charger","0","-37.8633580000","145.3530550000"
"dc29032","destination charger","standard charger","0","-31.6196190000","115.6873260000"
"dc31649","destination charger","standard charger","0","-35.2075480000","138.5425570000"
"dc30643","destination charger","standard charger","0","-39.6703120000","176.8759590000"
"dc30584","destination charger","standard charger","0","-39.6074900000","176.7756220000"
"southlaketowncenter","store","","0","32.9436533000","-97.1301950000"
"keelenorthsupercharger","supercharger","standard charger","0","52.9929600000","-2.2903140000"
"hokksundsupercharger","supercharger","standard charger","0","59.7612490000","9.9055150000"
"dc23422","destination charger","","0","38.5903510000","-122.5940490000"
"dc13656","destination charger","","0","36.1504450000","-86.7967900000"
"dc30616","destination charger","","0","42.7434110000","-124.4863730000"
"dc33456","destination charger","","0","44.4251400000","-124.0683760000"
"dc15907","destination charger","","0","43.4574800000","-114.2587980000"
"dc23751","destination charger","","0","44.5336850000","-78.1438890000"
"dc25709","destination charger","","0","30.6293120000","-96.3340040000"
"dc26641","destination charger","","0","39.7718720000","-104.8069200000"
"dc30195","destination charger","","0","29.7842110000","-95.7613970000"
"dc31109","destination charger","","0","16.7540260000","-93.1473260000"
"dc32937","destination charger","","0","14.9003610000","-92.2669520000"
"dc33061","destination charger","","0","33.7666030000","-118.3723830000"
"dc33202","destination charger","","0","20.5849220000","-100.3810700000"
"dc34719","destination charger","","0","32.5088440000","-92.1823580000"
"dc30644","destination charger","","0","25.6695900000","-100.3741840000"
"dc29544","destination charger","","0","37.4050600000","-122.1191670000"
"dc20726","destination charger","","0","34.7059660000","-83.7147180000"
"dc30762","destination charger","standard charger","0","36.3760830000","127.3931230000"
"dc31921","destination charger","standard charger","0","33.4925740000","126.6717540000"
"dc31922","destination charger","standard charger","0","37.5446880000","126.9505520000"
"dc31924","destination charger","standard charger","0","33.4906340000","126.4865870000"
"dc34668","destination charger","standard charger","0","34.8051740000","126.4222550000"
"dc34670","destination charger","standard charger","0","37.5045780000","127.0646460000"
"dc28677","destination charger","","0","35.1482710000","139.0738590000"
"dc31066","destination charger","standard charger","0","-38.3410260000","143.5929190000"
"dc30641","destination charger","standard charger","0","-35.2823480000","149.1343630000"
"dc32780","destination charger","standard charger","0","-35.9843300000","146.6425310000"
"dc15101","destination charger","standard charger","0","43.9117070000","5.1986370000"
"dc25767","destination charger","standard charger","0","46.0153580000","11.2852400000"
"dc29324","destination charger","standard charger","0","40.6047300000","14.3729500000"
"dc29592","destination charger","standard charger","0","47.1478560000","10.5703810000"
"dc15020","destination charger","standard charger","0","46.7700660000","11.9221310000"
"dc25225","destination charger","standard charger","0","45.1523620000","-0.7918410000"
"dc27019","destination charger","standard charger","0","42.9194780000","11.5877300000"
"dc21374","destination charger","standard charger","0","51.2909620000","12.7570310000"
"dc21982","destination charger","standard charger","0","47.9985440000","11.3410890000"
"dc26067","destination charger","standard charger","0","47.3214060000","13.1950970000"
"dc26338","destination charger","standard charger","0","49.5449690000","6.3703290000"
"dc28756","destination charger","standard charger","0","39.0683130000","-7.4891560000"
"dc30077","destination charger","standard charger","0","43.2979990000","-7.6827930000"
"dc30497","destination charger","standard charger","0","46.5044190000","7.2903610000"
"dc17497","destination charger","standard charger","0","48.1910030000","14.1208020000"
"dc22791","destination charger","standard charger","0","45.7844410000","6.9699540000"
"dc23950","destination charger","standard charger","0","46.0564750000","14.5026960000"
"dc26451","destination charger","standard charger","0","51.6582310000","10.6602820000"
"dc27455","destination charger","standard charger","0","45.0186960000","-0.6241000000"
"dc29240","destination charger","standard charger","0","46.0538640000","14.5152230000"
"dc29630","destination charger","standard charger","0","46.9584630000","11.0125620000"
"dc30106","destination charger","standard charger","0","47.9265930000","6.4909940000"
"dc31681","destination charger","standard charger","0","48.1770060000","11.5930350000"
"dc33502","destination charger","standard charger","0","38.8174460000","0.0211210000"
"dc11687","destination charger","standard charger","0","45.4166670000","6.6281170000"
"martinsburgsupercharger","supercharger","standard charger","0","39.4853300000","-77.9568100000"
"hongkongvcitysupercharger","supercharger","standard charger","0","22.3962440000","113.9740160000"
"carlislesupercharger","supercharger","standard charger","0","40.2334500000","-77.1190760000"
"hovdensupercharger","supercharger","standard charger","0","59.5614440000","7.3566440000"
"telfordsupercharger","supercharger","standard charger","0","52.6774400000","-2.3991710000"
"aalstsupercharger","supercharger","standard charger","0","50.9214830000","4.0327890000"
"dc30229","destination charger","standard charger","0","-34.0661040000","139.8384450000"
"dc32030","destination charger","standard charger","0","-35.5343460000","138.6340160000"
"dc32032","destination charger","standard charger","0","-34.5762480000","138.8698270000"
"dc32406","destination charger","standard charger","0","-33.1996610000","138.6064650000"
"dc32577","destination charger","standard charger","0","-33.2045860000","138.6019310000"
"dc33006","destination charger","standard charger","0","-34.9234990000","138.5969050000"
"shanghaizhoupugreenlandsupercharger","supercharger","standard charger","0","31.1137379600","121.5941960000"
"rome","store","","0","41.9188130000","12.4848226000"
"wausaunorthmountainrdsupercharger","supercharger","standard charger","0","44.9311790000","-89.6621750000"
"dc28585","destination charger","standard charger","0","23.8045430000","121.4582480000"
"dc33739","standard charger","destination charger","0","22.7544220000","121.1458650000"
"dc34353","destination charger","standard charger","0","23.8652020000","121.5278830000"
"dc29736","destination charger","standard charger","0","-37.8838620000","144.7358830000"
"dc30765","destination charger","standard charger","0","-24.8871710000","152.3184500000"
"dc31730","destination charger","standard charger","0","-34.4642010000","138.9201470000"
"dc34544","destination charger","standard charger","0","-37.7628410000","145.1682780000"
"dc32795","destination charger","standard charger","0","-37.8196230000","145.0130290000"
"dc25982","destination charger","","0","40.8954820000","-81.4298050000"
"dc31546","destination charger","","0","34.5165656000","-93.0531945000"
"dc31560","destination charger","","0","36.0448739000","-86.6479546000"
"dc29448","destination charger","","0","45.5302990000","-122.6608250000"
"dc29934","destination charger","","0","19.3208230000","-99.1315780000"
"dc32392","destination charger","","0","42.0876661000","-78.4291268000"
"dc32394","destination charger","","0","42.0815605000","-78.4784540000"
"dc32397","destination charger","","0","42.0761731000","-78.4669535000"
"dc32399","destination charger","","0","42.3226496000","-77.6621077000"
"dc32400","destination charger","","0","42.1723494000","-77.1063856000"
"dc28854","destination charger","","0","39.1876250000","-81.5293002000"
"dc28857","destination charger","","0","38.4544261000","-81.9382523000"
"dc28858","destination charger","","0","38.4147743000","-82.2577637000"
"dc29607","destination charger","","0","30.3121965000","-81.6784419000"
"dc30216","destination charger","","0","28.6626570000","-106.1273630000"
"dc31210","destination charger","","0","29.8062800000","-94.9848930000"
"dc33203","destination charger","","0","25.7318890000","-100.3957150000"
"dc24487","destination charger","","0","35.2330650000","-80.8518610000"
"dc26574","destination charger","","0","30.2799680000","-87.6849760000"
"dc27000","destination charger","","0","41.1827470000","-79.3933308000"
"dc27995","destination charger","","0","29.9935545000","-90.1545549000"
"dc29073","destination charger","","0","36.5930397000","-87.2863968000"
"dc31790","destination charger","","0","39.7231180000","-120.6629730000"
"dc32759","destination charger","","0","20.6552040000","-103.3894330000"
"dc33479","destination charger","","0","25.6513530000","-100.3679390000"
"dc31727","destination charger","","0","38.6066580000","-122.8616490000"
"dc26151","destination charger","","0","39.3466530000","-77.2708380000"
"dc26850","destination charger","","0","38.9744690000","-77.7433777000"
"dc33080","destination charger","","0","19.3107870000","-98.8276250000"
"dc31302","destination charger","","0","31.8652300000","-116.6623130000"
"dc13473","destination charger","","0","37.7727130000","-108.0939360000"
"barcelonapasseigdegracia","store","","0","41.3954530000","2.1597600000"
"nanjingsuyuanavenue","service","","0","31.9129910000","118.8102150000"
"dc35089","destination charger","standard charger","0","23.3822570000","120.1555480000"
"dc27433","destination charger","","0","38.7838128000","-76.2234717000"
"dc28076","destination charger","","0","35.0897479000","-92.4195660000"
"dc28077","destination charger","","0","35.1095510000","-92.4352167000"
"dc28078","destination charger","","0","35.1088695000","-92.4351373000"
"dc32127","destination charger","","0","43.6719150000","-79.3779710000"
"dc15862","destination charger","","0","36.1594700000","-81.7676570000"
"dc27479","destination charger","","0","47.9397790000","-92.6640500000"
"dc28278","destination charger","","0","39.4018880000","-84.5631810000"
"dc29068","destination charger","","0","41.8038215000","-88.1298708000"
"dc30615","destination charger","","0","34.8965750000","-120.4448960000"
"dc33568","destination charger","","0","42.1501094000","-77.1086922000"
"dc33960","destination charger","","0","23.2680310000","-106.4636760000"
"dc17779","destination charger","","0","33.4554210000","-117.1060880000"
"dc32826","destination charger","","0","45.1305390000","-72.8004730000"
"dc12624","destination charger","","0","33.8471580000","-84.3738710000"
"dc19911","destination charger","","0","45.1233350000","-87.0587020000"
"dc32936","destination charger","","0","30.9877300000","-114.8245120000"
"dc34339","destination charger","","0","23.2574170000","-106.4618110000"
"dc25457","destination charger","","0","30.3948910000","-86.5977790000"
"dc31644","destination charger","","0","35.4640148000","-80.5893789000"
"dc23760","destination charger","","0","38.6988980000","-90.4344810000"
"dc32950","destination charger","","0","34.6077551000","-83.8578646000"
"dc31563","destination charger","","0","34.3056140000","136.8847090000"
"dc27625","destination charger","standard charger","0","22.3683370000","114.1372430000"
"dc15841","destination charger","standard charger","0","48.0631180000","11.1983620000"
"dc23647","destination charger","standard charger","0","53.0824240000","8.8078410000"
"dc23736","destination charger","standard charger","0","37.3542070000","-5.9802830000"
"dc25036","destination charger","standard charger","0","55.9045910000","12.8079590000"
"dc25164","destination charger","standard charger","0","46.4709830000","7.2886070000"
"dc25372","destination charger","standard charger","0","46.4026790000","6.1494960000"
"dc27080","destination charger","standard charger","0","45.6684400000","12.1799880000"
"dc28788","destination charger","standard charger","0","43.8087470000","5.8140000000"
"dc31009","destination charger","standard charger","0","47.0543670000","10.6114160000"
"dc20842","destination charger","standard charger","0","45.4354170000","10.9904170000"
"dc22452","destination charger","standard charger","0","50.1095550000","4.0757500000"
"dc27504","destination charger","standard charger","0","45.7291840000","4.9875550000"
"dc27776","destination charger","standard charger","0","44.9278920000","2.4465470000"
"dc30166","destination charger","standard charger","0","47.0383180000","10.6084580000"
"dc30596","destination charger","standard charger","0","47.0283820000","10.7445600000"
"dc33466","destination charger","standard charger","0","38.7339300000","-9.1541680000"
"dc25597","destination charger","standard charger","0","45.0583710000","8.0726090000"
"dc15392","destination charger","standard charger","0","52.9890560000","5.5436160000"
"dc17725","destination charger","standard charger","0","46.4507820000","9.9408520000"
"dc20431","destination charger","standard charger","0","47.2168280000","10.1366290000"
"dc21265","destination charger","standard charger","0","50.9229090000","4.4512370000"
"dc21329","destination charger","standard charger","0","50.8593900000","2.7296950000"
"dc24276","destination charger","standard charger","0","51.2152900000","3.2271680000"
"dc24469","destination charger","standard charger","0","41.0289640000","-8.6424120000"
"dc26436","destination charger","standard charger","0","51.3507003400","3.3170034000"
"dc26660","destination charger","standard charger","0","52.2419520000","4.4316620000"
"dc28256","destination charger","standard charger","0","45.7364570000","12.2504000000"
"dc30597","destination charger","standard charger","0","47.6026570000","16.6217460000"
"dc30830","destination charger","standard charger","0","36.7207910000","-4.4082270000"
"dc31176","destination charger","standard charger","0","41.7602380000","-7.4889050000"
"dc31668","destination charger","standard charger","0","43.2807090000","5.3870670000"
"dc32184","destination charger","standard charger","0","54.3804830000","9.6773550000"
"dc25771","destination charger","standard charger","0","47.8190870000","3.7249370000"
"dc25849","destination charger","standard charger","0","41.1180690000","1.0049420000"
"dc27932","destination charger","standard charger","0","43.7754320000","5.3826490000"
"dc33803","destination charger","standard charger","0","52.2596170000","6.6823930000"
"dc20420","destination charger","standard charger","0","51.5900830000","3.6647830000"
"dc21672","destination charger","standard charger","0","44.7636830000","14.7495690000"
"dc22024","destination charger","standard charger","0","53.1037500000","13.5227660000"
"dc25729","destination charger","standard charger","0","51.0019980000","4.4699940000"
"dc27926","destination charger","standard charger","0","47.5117440000","12.2921160000"
"dc33167","destination charger","standard charger","0","46.6127040000","13.2802760000"
"dc24460","destination charger","standard charger","0","41.5517370000","-8.4158390000"
"dc25617","destination charger","standard charger","0","46.6250160000","8.0299010000"
"dc30499","destination charger","standard charger","0","46.5189690000","7.3105790000"
"dc31114","destination charger","standard charger","0","-29.0595930000","152.0178880000"
"dc32035","destination charger","standard charger","0","-32.8255360000","138.1902570000"
"dc32309","destination charger","standard charger","0","-33.9195650000","151.0336650000"
"dc32877","destination charger","standard charger","0","-32.9252290000","151.7732090000"
"dc30770","destination charger","standard charger","0","-39.4798390000","176.8995390000"
"dc31631","destination charger","","0","34.0251820000","-118.7696130000"
"franklinparksupercharger","supercharger","standard charger","0","40.6132160000","-80.1000660000"
"somersetcollection","store","","0","42.5630750000","-83.1833980000"
"dc26671","destination charger","standard charger","0","48.1762240000","9.9754070000"
"dc15480","destination charger","standard charger","0","46.9955690000","8.3754100000"
"dc17498","destination charger","standard charger","0","48.5086710000","8.0907540000"
"dc26856","destination charger","standard charger","0","53.9579600000","14.1655970000"
"dc28038","destination charger","standard charger","0","46.6582380000","0.3642470000"
"dc16368","destination charger","standard charger","0","47.2452180000","13.1958300000"
"dc17223","destination charger","standard charger","0","46.4972200000","11.2577010000"
"dc21255","destination charger","standard charger","0","48.1788650000","11.5333890000"
"dc23711","destination charger","standard charger","0","47.2677690000","0.4718620000"
"dc25039","destination charger","standard charger","0","45.8562540000","6.6130660000"
"dc27680","destination charger","standard charger","0","47.4362470000","0.9669220000"
"dc27922","destination charger","standard charger","0","47.1272770000","11.6977680000"
"dc27927","destination charger","standard charger","0","47.1391360000","10.1587610000"
"dc30488","destination charger","standard charger","0","46.3594780000","8.0472030000"
"dc31281","destination charger","standard charger","0","43.8850980000","10.7742100000"
"dc33161","destination charger","standard charger","0","47.0382220000","10.6047260000"
"dc34240","destination charger","standard charger","0","39.2352170000","-8.6763440000"
"dc23749","destination charger","standard charger","0","51.1919460000","8.5213450000"
"dc29627","destination charger","standard charger","0","46.8846260000","11.0374670000"
"dc30374","destination charger","standard charger","0","48.2148300000","16.3402030000"
"dc30430","destination charger","standard charger","0","46.9751880000","10.8684740000"
"dc31761","destination charger","standard charger","0","47.2498490000","1.3604370000"
"dc32533","destination charger","standard charger","0","53.3364360000","0.2691740000"
"dc33384","destination charger","standard charger","0","52.2354360000","20.9966470000"
"dc22248","destination charger","standard charger","0","53.7152450000","-0.4543180000"
"dc24753","destination charger","standard charger","0","46.5733350000","11.6364840000"
"dc26019","destination charger","standard charger","0","53.7861050000","-0.4515770000"
"dc27320","destination charger","standard charger","0","38.2386370000","-6.0144230000"
"dc27321","destination charger","standard charger","0","39.7806280000","-6.0163100000"
"dc27322","destination charger","standard charger","0","40.2235860000","-5.7475440000"
"dc27323","destination charger","standard charger","0","40.2727570000","-5.8558200000"
"dc27324","destination charger","standard charger","0","39.7134970000","-6.5491330000"
"dc27325","destination charger","standard charger","0","40.4257360000","-6.1434340000"
"dc27326","destination charger","standard charger","0","39.7204610000","-6.8791590000"
"dc27327","destination charger","standard charger","0","40.2167230000","-6.8018610000"
"dc27328","destination charger","standard charger","0","38.9949260000","-5.5264540000"
"dc28705","destination charger","standard charger","0","41.3726970000","2.1547070000"
"dc33501","destination charger","standard charger","0","41.2818670000","1.9860670000"
"dc18499","destination charger","standard charger","0","47.8831790000","13.5224860000"
"dc19145","destination charger","standard charger","0","47.3341030000","13.3080910000"
"dc22008","destination charger","standard charger","0","47.9737580000","13.1025100000"
"dc24782","destination charger","standard charger","0","56.4917900000","-3.5065740000"
"dc26577","destination charger","standard charger","0","44.3970550000","2.5462570000"
"dc26847","destination charger","standard charger","0","49.2490470000","4.0267020000"
"dc30271","destination charger","standard charger","0","47.7882460000","7.5903490000"
"dc34192","destination charger","standard charger","0","52.0031860000","5.2557350000"
"dc31932","destination charger","standard charger","0","43.5749860000","3.9368030000"
"klagenfurt","store","","0","46.6419630000","14.3416850000"
"dc27015","destination charger","standard charger","0","25.0962500000","121.5204040000"
"dc28648","destination charger","standard charger","0","24.0508300000","120.4346880000"
"dc35975","destination charger","standard charger","0","23.4827420000","120.4275550000"
"dc29070","destination charger","","0","35.8644112000","-86.4508482000"
"dc26919","destination charger","","0","40.6823871000","-75.3439144000"
"dc28535","destination charger","","0","49.8203310000","-97.2250750000"
"dc28710","destination charger","","0","36.1700359000","-75.7567885000"
"dc30878","destination charger","","0","40.2382493000","-83.6968911000"
"dc14200","destination charger","","0","39.1867420000","-86.2153950000"
"dc14203","destination charger","","0","39.2897830000","-86.7258810000"
"dc13134","destination charger","","0","39.9789480000","-83.1452590000"
"dc24584","destination charger","","0","45.4960300000","-73.5694780000"
"dc25735","destination charger","","0","38.6538250000","-121.1263660000"
"dc26446","destination charger","","0","26.1309660000","-80.1045780000"
"dc30295","destination charger","","0","29.0413980000","-96.5166270000"
"dc32401","destination charger","","0","42.1633523000","-76.8663819000"
"dc32928","destination charger","","0","41.3291153000","-82.6206529000"
"dc34465","destination charger","","0","29.0525940000","-95.4570530000"
"dc25712","destination charger","","0","30.1988990000","-93.2395950000"
"dc26654","destination charger","","0","20.1371320000","-87.4633850000"
"dc29194","destination charger","","0","33.8215430000","-116.5484560000"
"dc33959","destination charger","","0","23.2524450000","-106.4554930000"
"dc31639","destination charger","","0","30.1927909000","-81.7075297000"
"dc25909","destination charger","standard charger","0","-44.9282470000","168.7366900000"
"dc19358","destination charger","standard charger","0","40.0229990000","-8.3750480000"
"dc28556","destination charger","standard charger","0","55.4747710000","9.1209260000"
"dc29181","destination charger","standard charger","0","43.8559140000","18.4217390000"
"dc33172","destination charger","standard charger","0","48.5295410000","14.3030440000"
"dc34495","destination charger","standard charger","0","55.4727370000","9.1244930000"
"dc14822","destination charger","standard charger","0","48.1402880000","17.1062090000"
"dc22494","destination charger","standard charger","0","48.4721620000","16.1414730000"
"dc31576","destination charger","standard charger","0","39.3897730000","-9.2878800000"
"dc33585","destination charger","standard charger","0","39.8514610000","-8.8669610000"
"dc24363","destination charger","standard charger","0","44.7888930000","8.1997000000"
"dc25766","destination charger","standard charger","0","45.5113530000","12.6641860000"
"dc28003","destination charger","standard charger","0","45.3511500000","11.7886740000"
"dc34514","destination charger","standard charger","0","44.4909740000","11.3908050000"
"dc24435","destination charger","standard charger","0","49.5675310000","6.3610070000"
"dc13314","destination charger","standard charger","0","48.6209550000","7.4937720000"
"dc26507","destination charger","standard charger","0","41.3891530000","2.1331310000"
"dc28245","destination charger","standard charger","0","42.7839000000","17.8897230000"
"dc28307","destination charger","standard charger","0","50.0890780000","5.1697170000"
"dc28383","destination charger","standard charger","0","40.6078610000","-3.5906860000"
"dc28602","destination charger","standard charger","0","45.4410470000","13.5170960000"
"dc28604","destination charger","standard charger","0","43.5008720000","16.4297100000"
"dc28925","destination charger","standard charger","0","51.2824650000","3.2018410000"
"dc30448","destination charger","standard charger","0","45.8110830000","15.9799100000"
"dc30492","destination charger","standard charger","0","45.0892400000","13.9614730000"
"dc33667","destination charger","standard charger","0","42.2208890000","-8.7244450000"
"dc33668","destination charger","standard charger","0","42.5556960000","-6.6031390000"
"dc34387","destination charger","standard charger","0","47.0406460000","9.4348620000"
"dc19339","destination charger","standard charger","0","51.9290150000","-1.6426690000"
"dc27042","destination charger","standard charger","0","45.0353930000","-0.4977190000"
"dc30152","destination charger","standard charger","0","53.9185700000","-2.0187930000"
"dc31100","destination charger","standard charger","0","43.6128330000","5.6906490000"
"dc33461","destination charger","standard charger","0","40.4627210000","-3.8061320000"
"dc14213","destination charger","standard charger","0","59.8290250000","10.4714370000"
"dc21013","destination charger","standard charger","0","62.5803310000","11.3777880000"
"dc22410","destination charger","standard charger","0","56.0987360000","12.8662040000"
"dc22660","destination charger","standard charger","0","45.1788050000","5.5391340000"
"dc34091","destination charger","standard charger","0","37.0731100000","-8.1145060000"
"dc10814","destination charger","standard charger","0","46.2341210000","5.0053630000"
"dc11798","destination charger","standard charger","0","54.6884430000","-8.0664120000"
"dc11866","destination charger","standard charger","0","50.1962820000","-5.4650520000"
"dc24891","destination charger","standard charger","0","50.9165850000","4.0392730000"
"dc25444","destination charger","standard charger","0","46.6751860000","7.7028590000"
"dc26001","destination charger","standard charger","0","46.6317830000","13.3570020000"
"dc26753","destination charger","standard charger","0","48.4412010000","13.1974060000"
"dc27011","destination charger","standard charger","0","50.1172960000","8.6272120000"
"dc33168","destination charger","standard charger","0","46.5644460000","13.2733420000"
"dc33497","destination charger","standard charger","0","45.3001460000","4.6440280000"
"adelaidemarion","store","","0","-35.0158436000","138.5436936000"
"hasseltherkenrode","store","service","0","50.9387380000","5.3172031000"
"dc20912","destination charger","","0","41.6122270000","-109.2299940000"
"dc22106","destination charger","","0","29.7573770000","-95.3773840000"
"dc22878","destination charger","","0","45.1047280000","-72.5618400000"
"dc31735","destination charger","","0","37.4813200000","-77.5555910000"
"dc32927","destination charger","","0","40.3764852000","-82.3977988000"
"dc33245","destination charger","","0","33.9533170000","-117.5556260000"
"dc26486","destination charger","","0","28.4655250000","-81.4735340000"
"dc32815","destination charger","","0","48.4203110000","-123.3629290000"
"dc25080","destination charger","","0","41.5077270000","-81.6985200000"
"dc30194","destination charger","","0","31.8703390000","-109.0348490000"
"dc32249","destination charger","","0","30.3633550000","-89.1040800000"
"dc33569","destination charger","","0","42.1305299000","-75.9054211000"
"dc33571","destination charger","","0","42.1586381000","-76.8564844000"
"dc34342","destination charger","","0","49.1837900000","-123.1335670000"
"dc34971","destination charger","","0","41.8936252000","-87.6334239000"
"dc31459","destination charger","","0","32.4955180000","-94.3570310000"
"dc32929","destination charger","","0","41.4024268000","-82.5918665000"
"dc27476","destination charger","","0","43.7001420000","-73.9860757000"
"dc32402","destination charger","","0","39.1064990000","-77.5459562000"
"dc33942","destination charger","","0","42.0491510000","-87.6804256000"
"dc33143","destination charger","","0","33.5728260000","130.3828480000"
"dc36223","destination charger","","0","35.1661480000","136.9184830000"
"dc32629","destination charger","standard charger","0","-36.7591300000","145.5651180000"
"lokerensupercharger","supercharger","","0","51.0949880000","4.0118080000"
"euroasupercharger","supercharger","","0","-36.7528870000","145.5734180000"
"dc175","destination charger","","0","38.5222760000","-122.4659700000"
"dc315","destination charger","","0","38.4440930000","-122.4092610000"
"dc4069","destination charger","","0","38.5003680000","-122.4640180000"
"dc4611","destination charger","","0","38.5011800000","-122.4629160000"
"dc5068","destination charger","","0","38.3486160000","-122.2644650000"
"dc5979","destination charger","","0","38.6025110000","-122.5976510000"
"dc6460","destination charger","","0","38.5792770000","-122.5772060000"
"dc12891","destination charger","","0","38.4372200000","-122.4028780000"
"dc13693","destination charger","","0","38.4301320000","-122.3370830000"
"dc15596","destination charger","","0","40.5613120000","-111.9019380000"
"dc18849","destination charger","","0","38.5014270000","-122.4648900000"
"dc19867","destination charger","","0","38.5093900000","-122.4784010000"
"dc28457","destination charger","","0","38.1172430000","-86.9158340000"
"dc29659","destination charger","","0","34.8658570000","-82.4156408000"
"dc30311","destination charger","","0","36.9050547000","-76.0702417000"
"dc17776","destination charger","","0","40.4372040000","-79.9986580000"
"ebikon","store","","0","47.0936450000","8.3586820000"
"dc30577","destination charger","standard charger","0","23.8629170000","120.9086040000"
"dc22168","destination charger","","0","32.5418020000","-92.6400780000"
"dc31787","destination charger","","0","38.4736090000","-122.4026590000"
"dc25515","destination charger","","0","38.1252570000","-79.0307380000"
"dc30033","destination charger","","0","36.1495700000","-95.9900340000"
"dc32383","destination charger","","0","38.0965519000","-94.3574911000"
"dc33546","destination charger","","0","29.0588682000","-82.4531840000"
"dc20661","destination charger","","0","42.4405020000","-76.4973310000"
"dc25722","destination charger","","0","45.2941770000","-79.8552240000"
"dc30455","destination charger","","0","41.4428757000","-82.6810041000"
"dc15246","destination charger","","0","37.3613500000","-121.9350570000"
"dc18411","destination charger","","0","33.1073130000","-96.6764840000"
"dc27510","destination charger","","0","37.5463470000","-77.4563610000"
"dc28565","destination charger","","0","28.0579180000","-97.0417430000"
"dc25882","destination charger","","0","40.7547090000","-73.9733910000"
"dc36119","destination charger","standard charger","0","33.5119315000","126.8908423000"
"dc27967","standard charger","destination charger","0","31.9413870000","35.8880700000"
"dc27454","destination charger","standard charger","0","55.9467180000","-3.2082370000"
"dc36249","standard charger","destination charger","0","30.3043950000","35.4637840000"
"dc22616","destination charger","standard charger","0","40.3402270000","-3.7330880000"
"dc25205","destination charger","standard charger","0","53.2636080000","-4.0915920000"
"dc25403","destination charger","standard charger","0","54.3905470000","-3.3396400000"
"dc25861","destination charger","standard charger","0","51.2813990000","9.9501020000"
"dc26522","destination charger","standard charger","0","47.9849190000","11.8984560000"
"dc26549","destination charger","standard charger","0","54.2157480000","-5.8856670000"
"dc26550","destination charger","standard charger","0","54.6521470000","-5.8022090000"
"dc26553","destination charger","standard charger","0","47.9603910000","6.4518190000"
"dc26957","destination charger","standard charger","0","53.9748870000","-1.8938510000"
"dc30464","destination charger","standard charger","0","50.7668510000","-2.0731970000"
"dc35000","destination charger","standard charger","0","50.1163800000","8.6444720000"
"dc27166","destination charger","standard charger","0","37.8018710000","15.2476160000"
"dc31497","destination charger","standard charger","0","43.9418970000","12.7958060000"
"dc10448","destination charger","standard charger","0","52.3099420000","6.9599720000"
"dc25959","destination charger","standard charger","0","48.9415270000","8.4047980000"
