STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
21,001,Adair,Kentucky,18656,+37.107756,-085.279096
21,003,Allen,Kentucky,19956,+36.747908,-086.208056
21,005,Anderson,Kentucky,21421,+38.028088,-084.923071
21,007,Ballard,Kentucky,8249,+37.044210,-088.978860
21,009,Barren,Kentucky,42173,+36.996774,-085.931813
21,011,Bath,Kentucky,11591,+38.139441,-083.736560
21,013,Bell,Kentucky,28691,+36.687928,-083.701396
21,015,Boone,Kentucky,118811,+38.987100,-084.679715
21,017,Bourbon,Kentucky,19985,+38.202978,-084.246611
21,019,Boyd,Kentucky,49542,+38.431905,-082.666548
21,021,Boyle,Kentucky,28432,+37.635777,-084.799493
21,023,Bracken,Kentucky,8488,+38.702562,-084.070088
21,025,Breathitt,Kentucky,13878,+37.520092,-083.377680
21,027,Breckinridge,Kentucky,20059,+37.770382,-086.410471
21,029,Bullitt,Kentucky,74319,+38.022943,-085.655385
21,031,Butler,Kentucky,12690,+37.218921,-086.680574
21,033,Caldwell,Kentucky,12984,+37.127446,-087.879220
21,035,Calloway,Kentucky,37191,+36.620185,-088.305814
21,037,Campbell,Kentucky,90336,+39.035049,-084.441410
21,039,Carlisle,Kentucky,5104,+36.854337,-088.947880
21,041,Carroll,Kentucky,10811,+38.668554,-085.139328
21,043,Carter,Kentucky,27720,+38.313503,-083.038160
21,045,Casey,Kentucky,15955,+37.303319,-084.924168
21,047,Christian,Kentucky,73955,+36.810955,-087.478173
21,049,Clark,Kentucky,35613,+37.986825,-084.182232
21,051,Clay,Kentucky,21730,+37.169598,-083.746759
21,053,Clinton,Kentucky,10272,+36.713992,-085.135223
21,055,Crittenden,Kentucky,9315,+37.332496,-088.095078
21,057,Cumberland,Kentucky,6856,+36.778888,-085.389079
21,059,Daviess,Kentucky,96656,+37.747732,-087.094971
21,061,Edmonson,Kentucky,12161,+37.196775,-086.255277
21,063,Elliott,Kentucky,7852,+38.122128,-083.106515
21,065,Estill,Kentucky,14672,+37.706277,-083.988899
21,067,Fayette,Kentucky,295803,+38.020523,-084.496639
21,069,Fleming,Kentucky,14348,+38.388567,-083.708286
21,071,Floyd,Kentucky,39451,+37.552299,-082.738526
21,073,Franklin,Kentucky,49285,+38.196045,-084.867592
21,075,Fulton,Kentucky,6813,+36.538176,-089.035017
21,077,Gallatin,Kentucky,8589,+38.764401,-084.842979
21,079,Garrard,Kentucky,16912,+37.649333,-084.575557
21,081,Grant,Kentucky,24662,+38.688104,-084.602069
21,083,Graves,Kentucky,37121,+36.741213,-088.650362
21,085,Grayson,Kentucky,25746,+37.469090,-086.306723
21,087,Green,Kentucky,11258,+37.265597,-085.538944
21,089,Greenup,Kentucky,36910,+38.555431,-082.812206
21,091,Hancock,Kentucky,8565,+37.868017,-086.804762
21,093,Hardin,Kentucky,105543,+37.746047,-085.917039
21,095,Harlan,Kentucky,29278,+36.865625,-083.232825
21,097,Harrison,Kentucky,18846,+38.415966,-084.314823
21,099,Hart,Kentucky,18199,+37.278157,-085.885789
21,101,Henderson,Kentucky,46250,+37.818482,-087.564405
21,103,Henry,Kentucky,15416,+38.431904,-085.179495
21,105,Hickman,Kentucky,4902,+36.666725,-088.959953
21,107,Hopkins,Kentucky,46920,+37.305866,-087.523154
21,109,Jackson,Kentucky,13494,+37.402802,-083.993680
21,111,Jefferson,Kentucky,741096,+38.201775,-085.691832
21,113,Jessamine,Kentucky,48586,+37.884455,-084.587046
21,115,Johnson,Kentucky,23356,+37.829598,-082.813992
21,117,Kenton,Kentucky,159720,+39.013190,-084.548581
21,119,Knott,Kentucky,16346,+37.327590,-082.940555
21,121,Knox,Kentucky,31883,+36.901584,-083.915231
21,123,Larue,Kentucky,14193,+37.544796,-085.723408
21,125,Laurel,Kentucky,58849,+37.091397,-084.087834
21,127,Lawrence,Kentucky,15860,+38.078995,-082.681643
21,129,Lee,Kentucky,7887,+37.591773,-083.701692
21,131,Leslie,Kentucky,11310,+37.115255,-083.376350
21,133,Letcher,Kentucky,24519,+37.145830,-082.807173
21,135,Lewis,Kentucky,13870,+38.562531,-083.347091
21,137,Lincoln,Kentucky,24742,+37.473121,-084.669872
21,139,Livingston,Kentucky,9519,+37.135813,-088.350899
21,141,Logan,Kentucky,26835,+36.859490,-086.865922
21,143,Lyon,Kentucky,8314,+37.060704,-088.079778
21,145,McCracken,Kentucky,65565,+37.048079,-088.648273
21,147,McCreary,Kentucky,18306,+36.715761,-084.446083
21,149,McLean,Kentucky,9531,+37.513232,-087.219315
21,151,Madison,Kentucky,82916,+37.706160,-084.287451
21,153,Magoffin,Kentucky,13333,+37.729816,-083.056234
21,155,Marion,Kentucky,19820,+37.569587,-085.287195
21,157,Marshall,Kentucky,31448,+36.898302,-088.339329
21,159,Martin,Kentucky,12929,+37.830545,-082.516920
21,161,Mason,Kentucky,17490,+38.616398,-083.788535
21,163,Meade,Kentucky,28602,+37.934298,-086.132811
21,165,Menifee,Kentucky,6306,+37.939449,-083.598399
21,167,Mercer,Kentucky,21331,+37.785009,-084.849691
21,169,Metcalfe,Kentucky,10099,+36.990816,-085.641586
21,171,Monroe,Kentucky,10963,+36.708328,-085.729921
21,173,Montgomery,Kentucky,26499,+38.035773,-083.917436
21,175,Morgan,Kentucky,13923,+37.912740,-083.266566
21,177,Muhlenberg,Kentucky,31499,+37.238090,-087.147040
21,179,Nelson,Kentucky,43437,+37.818018,-085.460371
21,181,Nicholas,Kentucky,7135,+38.327655,-084.023779
21,183,Ohio,Kentucky,23842,+37.465058,-086.864293
21,185,Oldham,Kentucky,60316,+38.372848,-085.459538
21,187,Owen,Kentucky,10841,+38.531935,-084.831925
21,189,Owsley,Kentucky,4755,+37.452097,-083.684099
