STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
23,001,Androscoggin,Maine,107702,+44.119069,-070.201312
23,003,Aroostook,Maine,71870,+46.705048,-068.086628
23,005,Cumberland,Maine,281674,+43.748088,-070.305589
23,007,Franklin,Maine,30768,+44.707490,-070.225634
23,009,Hancock,Maine,54418,+44.471475,-068.467743
23,011,Kennebec,Maine,122151,+44.396102,-069.749178
23,013,Knox,Maine,39736,+44.129786,-069.162849
23,015,Lincoln,Maine,34457,+44.032332,-069.555057
23,017,Oxford,Maine,57833,+44.282370,-070.613360
23,019,Penobscot,Maine,153923,+44.953036,-068.794230
23,021,Piscataquis,Maine,17535,+45.242097,-069.263375
23,023,Sagadahoc,Maine,35293,+43.956202,-069.869704
23,025,Somerset,Maine,52228,+44.821921,-069.685757
23,027,Waldo,Maine,38786,+44.491137,-069.086553
23,029,Washington,Maine,32856,+44.863591,-067.464919
23,031,York,Maine,197131,+43.424108,-070.640561
