STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
05,001,Arkansas,Arkansas,19019,+34.405316,-091.461284
05,003,Ashley,Arkansas,21853,+33.179373,-091.871360
05,005,Baxter,Arkansas,41513,+36.332208,-092.383933
05,007,Benton,Arkansas,221339,+36.337348,-094.230543
05,009,Boone,Arkansas,36903,+36.267871,-093.099344
05,011,Bradley,Arkansas,11508,+33.569321,-092.103312
05,013,Calhoun,Arkansas,5368,+33.591116,-092.495555
05,015,Carroll,Arkansas,27446,+36.373069,-093.570816
05,017,Chicot,Arkansas,11800,+33.321860,-091.318378
05,019,Clark,Arkansas,22995,+34.094705,-093.124856
05,021,Clay,Arkansas,16083,+36.370695,-090.372418
05,023,Cleburne,Arkansas,25970,+35.510232,-092.037481
05,025,Cleveland,Arkansas,8689,+33.914989,-092.139146
05,027,Columbia,Arkansas,24552,+33.258045,-093.247459
05,029,Conway,Arkansas,21273,+35.214487,-092.704160
05,031,Craighead,Arkansas,96443,+35.835235,-090.669325
05,033,Crawford,Arkansas,61948,+35.496882,-094.284360
05,035,Crittenden,Arkansas,50902,+35.177360,-090.217261
05,037,Cross,Arkansas,17870,+35.252833,-090.775307
05,039,Dallas,Arkansas,8116,+33.869213,-092.527123
05,041,Desha,Arkansas,13008,+33.773838,-091.417485
05,043,Drew,Arkansas,18509,+33.627400,-091.781779
05,045,Faulkner,Arkansas,113237,+35.104918,-092.405359
05,047,Franklin,Arkansas,18125,+35.446102,-093.885464
05,049,Fulton,Arkansas,12245,+36.376787,-091.764934
05,051,Garland,Arkansas,96024,+34.505811,-093.081852
05,053,Grant,Arkansas,17853,+34.309174,-092.412714
05,055,Greene,Arkansas,42090,+36.073120,-090.523016
05,057,Hempstead,Arkansas,22609,+33.699647,-093.623587
05,059,Hot Spring,Arkansas,32923,+34.353464,-092.894595
05,061,Howard,Arkansas,13789,+33.983198,-093.910184
05,063,Independence,Arkansas,36647,+35.749801,-091.607539
05,065,Izard,Arkansas,13696,+36.120217,-091.908429
05,067,Jackson,Arkansas,17997,+35.621102,-091.246233
05,069,Jefferson,Arkansas,77435,+34.233473,-092.041179
05,071,Johnson,Arkansas,25540,+35.475272,-093.475517
05,073,Lafayette,Arkansas,7645,+33.287629,-093.557538
05,075,Lawrence,Arkansas,17415,+36.070224,-091.065733
05,077,Lee,Arkansas,10424,+34.785214,-090.774516
05,079,Lincoln,Arkansas,14134,+33.975379,-091.746234
05,081,Little River,Arkansas,13171,+33.700518,-094.195995
05,083,Logan,Arkansas,22353,+35.227532,-093.768119
05,085,Lonoke,Arkansas,68356,+34.905178,-091.970577
05,087,Madison,Arkansas,15717,+36.061309,-093.755297
05,089,Marion,Arkansas,16653,+36.284570,-092.663368
05,091,Miller,Arkansas,43462,+33.400831,-093.987504
05,093,Mississippi,Arkansas,46480,+35.842880,-089.999037
05,095,Monroe,Arkansas,8149,+34.777729,-091.218021
05,097,Montgomery,Arkansas,9487,+34.517013,-093.622663
05,099,Nevada,Arkansas,8997,+33.722168,-093.358085
05,101,Newton,Arkansas,8330,+35.984940,-093.170500
05,103,Ouachita,Arkansas,26120,+33.574461,-092.838871
05,105,Perry,Arkansas,10445,+34.999054,-092.779271
05,107,Phillips,Arkansas,21757,+34.529768,-090.707796
05,109,Pike,Arkansas,11291,+34.187298,-093.624765
05,111,Poinsett,Arkansas,24583,+35.601910,-090.557998
05,113,Polk,Arkansas,20662,+34.520450,-094.258519
05,115,Pope,Arkansas,61754,+35.309776,-093.097238
05,117,Prairie,Arkansas,8715,+34.859177,-091.536241
05,119,Pulaski,Arkansas,382748,+34.773719,-092.311659
05,121,Randolph,Arkansas,17969,+36.304758,-090.988420
05,123,St. Francis,Arkansas,28258,+35.015313,-090.770297
05,125,Saline,Arkansas,107118,+34.593233,-092.546163
05,127,Scott,Arkansas,11233,+34.907145,-094.095905
05,129,Searcy,Arkansas,8195,+35.922829,-092.659155
05,131,Sebastian,Arkansas,125744,+35.318195,-094.354435
05,133,Sevier,Arkansas,17058,+34.014236,-094.304091
05,135,Sharp,Arkansas,17264,+36.178493,-091.520168
05,137,Stone,Arkansas,12394,+35.856705,-092.137000
05,139,Union,Arkansas,41639,+33.206870,-092.645080
05,141,Van Buren,Arkansas,17295,+35.567839,-092.421475
05,143,Washington,Arkansas,203065,+36.094275,-094.172222
05,145,White,Arkansas,77076,+35.243736,-091.767388
05,147,Woodruff,Arkansas,7260,+35.233191,-091.252079
05,149,Yell,Arkansas,22185,+35.120982,-093.289460
