STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
47,167,Tipton,Tennessee,61081,+35.478427,-089.748046
47,169,Trousdale,Tennessee,7870,+36.393982,-086.170445
47,171,Unicoi,Tennessee,18313,+36.149453,-082.396177
47,173,Union,Tennessee,19109,+36.243267,-083.816526
47,175,Van Buren,Tennessee,5548,+35.723509,-085.454470
47,177,Warren,Tennessee,39839,+35.695537,-085.792646
47,179,Washington,Tennessee,122979,+36.324631,-082.434713
47,181,Wayne,Tennessee,17021,+35.257711,-087.789817
47,183,Weakley,Tennessee,35021,+36.292721,-088.773558
47,185,White,Tennessee,25841,+35.939892,-085.487471
47,187,Williamson,Tennessee,183182,+35.920355,-086.855520
47,189,Wilson,Tennessee,113993,+36.201286,-086.404093
