STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
40,001,Adair,Oklahoma,22683,+35.887523,-094.635750
40,003,Alfalfa,Oklahoma,5642,+36.660625,-098.318501
40,005,Atoka,Oklahoma,14182,+34.324459,-096.090179
40,007,Beaver,Oklahoma,5636,+36.818228,-100.616419
40,009,Beckham,Oklahoma,22119,+35.361391,-099.512486
40,011,Blaine,Oklahoma,11943,+35.884817,-098.420662
40,013,Bryan,Oklahoma,42416,+33.977295,-096.383822
40,015,Caddo,Oklahoma,29600,+35.147225,-098.338494
40,017,Canadian,Oklahoma,115541,+35.491254,-097.781140
40,019,Carter,Oklahoma,47557,+34.192075,-097.204570
40,021,Cherokee,Oklahoma,46987,+35.900171,-094.994163
40,023,Choctaw,Oklahoma,15205,+34.020247,-095.533567
40,025,Cimarron,Oklahoma,2475,+36.729185,-102.485321
40,027,Cleveland,Oklahoma,255755,+35.266627,-097.447024
40,029,Coal,Oklahoma,5925,+34.546448,-096.278023
40,031,Comanche,Oklahoma,124098,+34.629215,-098.421648
40,033,Cotton,Oklahoma,6193,+34.307791,-098.332256
40,035,Craig,Oklahoma,15029,+36.675666,-095.153823
40,037,Creek,Oklahoma,69967,+35.974422,-096.233839
40,039,Custer,Oklahoma,27469,+35.547405,-098.839507
40,041,Delaware,Oklahoma,41487,+36.463017,-094.794943
40,043,Dewey,Oklahoma,4810,+36.052429,-099.063340
40,045,Ellis,Oklahoma,4151,+36.265997,-099.784141
40,047,Garfield,Oklahoma,60580,+36.398165,-097.883789
40,049,Garvin,Oklahoma,27576,+34.735648,-097.288696
40,051,Grady,Oklahoma,52431,+35.099526,-097.861894
40,053,Grant,Oklahoma,4527,+36.762627,-097.774047
40,055,Greer,Oklahoma,6239,+34.915219,-099.459421
40,057,Harmon,Oklahoma,2922,+34.694761,-099.897993
40,059,Harper,Oklahoma,3685,+36.771519,-099.757532
40,061,Haskell,Oklahoma,12769,+35.237804,-095.121608
40,063,Hughes,Oklahoma,14003,+35.081959,-096.320780
40,065,Jackson,Oklahoma,26446,+34.653404,-099.335932
40,067,Jefferson,Oklahoma,6472,+34.128114,-097.866159
40,069,Johnston,Oklahoma,10957,+34.263937,-096.654549
40,071,Kay,Oklahoma,46562,+36.745203,-097.128546
40,073,Kingfisher,Oklahoma,15034,+35.915329,-097.912409
40,075,Kiowa,Oklahoma,9446,+34.936358,-099.015436
40,077,Latimer,Oklahoma,11154,+34.883191,-095.258464
40,079,Le Flore,Oklahoma,50384,+35.061854,-094.641301
40,081,Lincoln,Oklahoma,34273,+35.659026,-096.882293
40,083,Logan,Oklahoma,41848,+35.832833,-097.439988
40,085,Love,Oklahoma,9423,+33.927597,-097.171716
40,087,McClain,Oklahoma,34506,+35.092174,-097.514971
40,089,McCurtain,Oklahoma,33151,+34.001191,-094.816419
40,091,McIntosh,Oklahoma,20252,+35.385490,-095.580112
40,093,Major,Oklahoma,7527,+36.301932,-098.421761
40,095,Marshall,Oklahoma,15840,+34.020632,-096.754422
40,097,Mayes,Oklahoma,41259,+36.292914,-095.235555
40,099,Murray,Oklahoma,13488,+34.507027,-097.028909
40,101,Muskogee,Oklahoma,70990,+35.709969,-095.368317
40,103,Noble,Oklahoma,11561,+36.322823,-097.233709
40,105,Nowata,Oklahoma,10536,+36.775398,-095.634714
40,107,Okfuskee,Oklahoma,12191,+35.449430,-096.333303
40,109,Oklahoma,Oklahoma,718633,+35.519307,-097.510552
40,111,Okmulgee,Oklahoma,40069,+35.615350,-095.967902
40,113,Osage,Oklahoma,47472,+36.424523,-096.241685
40,115,Ottawa,Oklahoma,31848,+36.858051,-094.837147
40,117,Pawnee,Oklahoma,16577,+36.273127,-096.549785
40,119,Payne,Oklahoma,77350,+36.091385,-097.003156
40,121,Pittsburg,Oklahoma,45837,+34.957989,-095.719834
40,123,Pontotoc,Oklahoma,37492,+34.773665,-096.671400
40,125,Pottawatomie,Oklahoma,69442,+35.317085,-096.951814
40,127,Pushmataha,Oklahoma,11572,+34.336743,-095.477215
40,129,Roger Mills,Oklahoma,3647,+35.633256,-099.654582
40,131,Rogers,Oklahoma,86905,+36.317138,-095.644612
40,133,Seminole,Oklahoma,25482,+35.183550,-096.628173
40,135,Sequoyah,Oklahoma,42391,+35.468313,-094.732692
40,137,Stephens,Oklahoma,45048,+34.517163,-097.945593
40,139,Texas,Oklahoma,20640,+36.713520,-101.449911
40,141,Tillman,Oklahoma,7992,+34.380456,-098.972769
40,143,Tulsa,Oklahoma,603403,+36.105918,-095.914798
40,145,Wagoner,Oklahoma,73085,+36.011259,-095.612267
40,147,Washington,Oklahoma,50976,+36.729169,-095.938601
40,149,Washita,Oklahoma,11629,+35.313031,-099.056867
40,151,Woods,Oklahoma,8878,+36.764048,-098.719763
40,153,Woodward,Oklahoma,20081,+36.426108,-099.383837
