STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
09,001,Fairfield,Connecticut,916829,+41.207889,-073.364521
09,003,Hartford,Connecticut,894014,+41.761943,-072.717282
09,005,Litchfield,Connecticut,189927,+41.727851,-073.187494
09,007,Middlesex,Connecticut,165676,+41.478564,-072.571408
09,009,New Haven,Connecticut,862477,+41.396052,-072.941497
09,011,New London,Connecticut,274055,+41.443373,-072.097683
09,013,Tolland,Connecticut,152691,+41.842762,-072.372090
09,015,Windham,Connecticut,118428,+41.804225,-071.995072
