STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
16,001,Ada,Idaho,392365,+43.611186,-116.304409
16,003,Adams,Idaho,3976,+44.848619,-116.375947
16,005,Bannock,Idaho,82839,+42.869212,-112.423672
16,007,Bear Lake,Idaho,5986,+42.306336,-111.341632
16,009,Benewah,Idaho,9285,+47.271692,-116.639736
16,011,Bingham,Idaho,45607,+43.217372,-112.355721
16,013,Blaine,Idaho,21376,+43.541366,-114.294277
16,015,Boise,Idaho,7028,+43.899702,-115.993695
16,017,Bonner,Idaho,40877,+48.235649,-116.630982
16,019,Bonneville,Idaho,104234,+43.494876,-111.997623
16,021,Boundary,Idaho,10972,+48.705964,-116.302851
16,023,Butte,Idaho,2891,+43.699097,-113.294562
16,025,Camas,Idaho,1117,+43.350524,-114.756451
16,027,Canyon,Idaho,188923,+43.611438,-116.627276
16,029,Caribou,Idaho,6963,+42.643778,-111.656063
16,031,Cassia,Idaho,22952,+42.482791,-113.741833
16,033,Clark,Idaho,982,+44.185815,-112.278608
16,035,Clearwater,Idaho,8761,+46.485240,-116.185221
16,037,Custer,Idaho,4368,+44.285168,-114.048035
16,039,Elmore,Idaho,27038,+43.115320,-115.684407
16,041,Franklin,Idaho,12786,+42.099300,-111.872202
16,043,Fremont,Idaho,13242,+44.014844,-111.615464
16,045,Gem,Idaho,16719,+43.884323,-116.506739
16,047,Gooding,Idaho,15464,+42.852717,-114.751067
16,049,Idaho,Idaho,16267,+45.974127,-116.106566
16,051,Jefferson,Idaho,26140,+43.691123,-111.969394
16,053,Jerome,Idaho,22374,+42.698447,-114.462669
16,055,Kootenai,Idaho,138494,+47.737130,-116.832581
16,057,Latah,Idaho,37244,+46.742968,-116.934434
16,059,Lemhi,Idaho,7936,+45.127412,-113.861530
16,061,Lewis,Idaho,3821,+46.238066,-116.257390
16,063,Lincoln,Idaho,5208,+42.973467,-114.326069
16,065,Madison,Idaho,37536,+43.819114,-111.794073
16,067,Minidoka,Idaho,20069,+42.613266,-113.712227
16,069,Nez Perce,Idaho,39265,+46.394126,-116.950462
16,071,Oneida,Idaho,4286,+42.181568,-112.301274
16,073,Owyhee,Idaho,11526,+43.376748,-116.681558
16,075,Payette,Idaho,22623,+44.020334,-116.894281
16,077,Power,Idaho,7817,+42.775001,-112.829004
16,079,Shoshone,Idaho,12765,+47.514637,-116.085925
16,081,Teton,Idaho,10170,+43.692977,-111.125546
16,083,Twin Falls,Idaho,77230,+42.558563,-114.504002
16,085,Valley,Idaho,9862,+44.758677,-116.073719
16,087,Washington,Idaho,10198,+44.297898,-116.919922
