STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
49,001,Beaver,Utah,6629,+38.299707,-112.776347
49,003,Box Elder,Utah,49975,+41.591026,-112.099770
49,005,Cache,Utah,112656,+41.744338,-111.840612
49,007,Carbon,Utah,21403,+39.601629,-110.777221
49,009,Daggett,Utah,1059,+40.967854,-109.646088
49,011,Davis,Utah,306479,+41.019570,-111.958756
49,013,Duchesne,Utah,18607,+40.289409,-110.165397
49,015,Emery,Utah,10976,+39.216051,-110.925129
49,017,Garfield,Utah,5172,+37.761850,-112.088923
49,019,Grand,Utah,9225,+38.569104,-109.530222
49,021,Iron,Utah,46163,+37.709161,-113.073838
49,023,Juab,Utah,10246,+39.750368,-111.894782
49,025,Kane,Utah,7125,+37.114838,-112.425977
49,027,Millard,Utah,12503,+39.214604,-112.494882
49,029,Morgan,Utah,9469,+41.073208,-111.718106
49,031,Piute,Utah,1556,+38.288475,-112.208162
49,033,Rich,Utah,2264,+41.766890,-111.278738
49,035,Salt Lake,Utah,1029655,+40.646321,-111.922762
49,037,San Juan,Utah,14746,+37.523884,-109.521036
49,039,Sanpete,Utah,27822,+39.380549,-111.606832
49,041,Sevier,Utah,20802,+38.774740,-112.042048
49,043,Summit,Utah,36324,+40.727812,-111.470760
49,045,Tooele,Utah,58218,+40.560780,-112.379217
49,047,Uintah,Utah,32588,+40.426480,-109.597164
49,049,Utah,Utah,516564,+40.272349,-111.731580
49,051,Wasatch,Utah,23530,+40.505696,-111.412248
49,053,Washington,Utah,138115,+37.135163,-113.519705
49,055,Wayne,Utah,2778,+38.361636,-111.467245
49,057,Weber,Utah,231236,+41.224614,-111.990305
